y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle
316.95,218.72,590,42660,0.2754,45.82,590,0.0,30,1.034,True
353.1,281.93,544,42660,0.2652,38.89,544,0.0,30,1.034,True
306.18,433.69,665,42660,0.297,46.93,665,0.0,30,1.034,True
64.94,405.89,665,42660,0.3489,49.39,665,0.0,30,1.034,True
238.87,57.47,701,42660,0.2204,47.38,701,0.0,30,1.034,True
244.13,474.95,677,42660,0.3595,56.99,677,0.0,30,1.034,True
258.78,417.71,668,42660,0.2916,45.37,668,0.0,30,1.034,True
261.25,217.82,694,42660,0.2173,47.6,694,0.0,30,1.034,True
262.89,482.8,725,42660,0.25,48.27,725,0.0,30,1.034,True
307.91,269.04,679,42660,0.2506,43.58,679,0.0,30,1.034,True
269.95,63.17,718,42660,0.3185,46.26,718,0.0,30,1.034,True
277.31,462.29,555,42660,0.2341,49.39,555,0.0,30,1.034,True
283.92,85.26,764,42660,0.2039,49.39,764,0.0,30,1.034,True
285.28,102.81,656,42660,0.3041,49.17,656,0.0,30,1.034,True
295.88,291.74,652,42660,0.2858,46.49,652,0.0,30,1.034,True
302.28,310.4,561,42660,0.1968,40.45,561,0.0,30,1.034,True
268.74,85.16,694,42660,0.1808,49.17,694,0.0,30,1.034,True
316.19,40.11,581,42660,0.324,44.36,581,0.0,31,1.069,True
326.06,251.21,768,42660,0.2226,46.83,768,0.0,31,1.069,True
327.04,122.96,767,42660,0.3448,52.37,767,0.0,31,1.069,True
326.99,220.84,759,42660,0.1601,44.16,759,0.0,31,1.069,True
339.06,414.01,746,42660,0.27,51.14,746,0.0,31,1.069,True
346.68,276.68,474,42660,0.4827,38.2,474,0.0,31,1.069,True
349.98,107.02,675,42660,0.5076,48.47,675,0.0,31,1.069,True
349.5,439.88,547,42660,0.1926,45.8,547,0.0,31,1.069,True
350.02,236.34,415,42660,0.2769,37.38,415,0.0,31,1.069,True
349.72,411.28,572,42660,0.4254,44.98,572,0.0,31,1.069,True
353.02,282.1,536,42660,0.2131,39.43,536,0.0,31,1.069,True
315.16,218.74,580,42660,0.2626,44.77,580,0.0,31,1.069,True
347.52,44.22,526,42660,0.1288,36.56,526,0.0,31,1.069,True
313.23,441.07,618,42660,0.3454,50.73,618,0.0,31,1.069,True
358.07,110.12,300,42660,0.4671,23.0,300,0.0,31,1.069,True
301.28,267.17,600,42660,0.2597,46.62,600,0.0,31,1.069,True
62.95,406.1,661,42660,0.375,49.7,661,0.0,31,1.069,True
236.82,57.23,709,42660,0.2757,52.17,709,0.0,31,1.069,True
241.5,474.44,560,42660,0.2521,51.14,560,0.0,31,1.069,True
257.73,417.97,617,42660,0.2682,44.16,617,0.0,31,1.069,True
258.01,481.99,748,42660,0.3196,47.44,748,0.0,31,1.069,True
259.17,217.5,729,42660,0.1875,44.98,729,0.0,31,1.069,True
305.51,433.74,559,42660,0.2473,45.8,559,0.0,31,1.069,True
267.96,61.2,694,42660,0.316,45.18,694,0.0,31,1.069,True
277.85,462.87,661,42660,0.3266,49.7,661,0.0,31,1.069,True
281.89,85.41,743,42660,0.2078,48.26,743,0.0,31,1.069,True
286.92,102.64,730,42660,0.2124,44.57,730,0.0,31,1.069,True
292.95,291.16,668,42660,0.3276,48.47,668,0.0,31,1.069,True
300.15,310.43,583,42660,0.2032,40.46,583,0.0,31,1.069,True
266.81,86.04,713,42660,0.1985,47.85,713,0.0,31,1.069,True
315.02,40.01,600,42660,0.3226,44.72,600,0.0,32,1.103,True
315.01,218.55,584,42660,0.2496,41.65,584,0.0,32,1.103,True
325.05,123.09,750,42660,0.3322,50.42,750,0.0,32,1.103,True
325.92,220.8,728,42660,0.1502,42.97,728,0.0,32,1.103,True
326.01,251.23,769,42660,0.2154,48.01,769,0.0,32,1.103,True
339.61,413.82,690,42660,0.1805,55.69,690,0.0,32,1.103,True
350.0,105.97,692,42660,0.5064,49.77,692,0.0,32,1.103,True
346.64,274.98,548,42660,0.4592,39.68,548,0.0,32,1.103,True
349.56,439.94,539,42660,0.2059,44.94,539,0.0,32,1.103,True
349.68,235.77,355,42660,0.2808,32.01,355,0.0,32,1.103,True
349.71,409.28,547,42660,0.4172,43.19,547,0.0,32,1.103,True
352.13,282.72,529,42660,0.3129,38.37,529,0.0,32,1.103,True
313.02,441.1,687,42660,0.3846,51.3,687,0.0,32,1.103,True
345.96,45.33,525,42660,0.0875,38.15,525,0.0,32,1.103,True
358.69,107.93,272,42660,0.4346,19.95,272,0.0,32,1.103,True
307.99,433.62,719,42660,0.2868,48.01,719,0.0,32,1.103,True
299.14,266.29,608,42660,0.2415,43.63,608,0.0,32,1.103,True
301.87,310.4,593,42660,0.2233,38.8,593,0.0,32,1.103,True
61.9,406.1,639,42660,0.3808,49.55,639,0.0,32,1.103,True
234.86,57.08,731,42660,0.2577,51.3,731,0.0,32,1.103,True
240.24,474.08,608,42660,0.3539,48.45,608,0.0,32,1.103,True
254.3,481.4,638,42660,0.2396,50.42,638,0.0,32,1.103,True
259.06,216.64,777,42660,0.2235,45.16,777,0.0,32,1.103,True
253.05,420.99,684,42660,0.3976,47.57,684,0.0,32,1.103,True
266.87,60.27,704,42660,0.236,46.48,704,0.0,32,1.103,True
277.81,462.77,690,42660,0.2733,51.08,690,0.0,32,1.103,True
279.98,85.66,756,42660,0.2057,46.26,756,0.0,32,1.103,True
280.49,102.26,575,42660,0.2155,48.89,575,0.0,32,1.103,True
290.1,290.22,663,42660,0.3438,47.35,663,0.0,32,1.103,True
264.94,86.64,729,42660,0.1991,48.45,729,0.0,32,1.103,True
340.09,47.45,542,42660,0.1908,52.4,542,0.0,33,1.138,True
313.99,39.58,656,42660,0.2337,47.43,656,0.0,33,1.138,True
323.98,220.24,741,42660,0.1541,47.02,741,0.0,33,1.138,True
325.87,251.1,766,42660,0.1911,49.29,766,0.0,33,1.138,True
339.02,413.01,741,42660,0.2655,50.95,741,0.0,33,1.138,True
346.89,274.8,511,42660,0.5234,42.04,511,0.0,33,1.138,True
312.98,441.21,713,42660,0.3383,50.54,713,0.0,33,1.138,True
349.49,235.02,333,42660,0.2354,29.41,333,0.0,33,1.138,True
349.83,412.86,567,42660,0.4369,43.49,567,0.0,33,1.138,True
349.61,439.93,556,42660,0.2327,45.57,556,0.0,33,1.138,True
352.91,283.07,536,42660,0.2722,39.15,536,0.0,33,1.138,True
358.77,106.78,255,42660,0.4268,20.3,255,0.0,33,1.138,True
349.85,100.36,619,42660,0.4157,48.47,619,0.0,33,1.138,True
313.11,218.52,549,42660,0.2415,38.73,549,0.0,33,1.138,True
323.01,123.32,769,42660,0.2951,50.54,769,0.0,33,1.138,True
296.26,265.29,566,42660,0.2499,43.29,566,0.0,33,1.138,True
231.96,56.76,720,42660,0.2681,49.29,720,0.0,33,1.138,True
240.0,473.98,665,42660,0.3671,49.09,665,0.0,33,1.138,True
252.33,481.22,662,42660,0.2795,50.33,662,0.0,33,1.138,True
252.79,421.02,644,42660,0.291,45.77,644,0.0,33,1.138,True
258.86,216.32,726,42660,0.1957,45.77,726,0.0,33,1.138,True
263.04,86.99,764,42660,0.2409,52.81,764,0.0,33,1.138,True
56.29,406.88,607,42660,0.3265,51.78,607,0.0,33,1.138,True
275.93,462.37,721,42660,0.2818,52.19,721,0.0,33,1.138,True
276.98,85.28,776,42660,0.247,49.71,776,0.0,33,1.138,True
284.81,102.09,689,42660,0.2064,46.81,689,0.0,33,1.138,True
307.99,433.65,716,42660,0.3054,48.67,716,0.0,33,1.138,True
288.99,289.95,656,42660,0.3225,45.98,656,0.0,33,1.138,True
295.25,310.44,554,42660,0.1932,38.52,554,0.0,33,1.138,True
264.93,59.85,680,42660,0.2365,44.74,680,0.0,33,1.138,True
313.2,39.28,631,42660,0.2712,46.81,631,0.0,34,1.172,True
322.9,220.24,718,42660,0.1515,47.03,718,0.0,34,1.172,True
323.93,123.14,764,42660,0.2573,51.49,764,0.0,34,1.172,True
325.03,251.21,791,42660,0.2062,49.71,791,0.0,34,1.172,True
339.73,48.56,671,42660,0.1399,53.05,671,0.0,34,1.172,True
339.65,412.99,661,42660,0.1747,53.94,661,0.0,34,1.172,True
349.67,411.98,562,42660,0.3934,41.46,562,0.0,34,1.172,True
348.74,233.74,336,42660,0.2649,26.08,336,0.0,34,1.172,True
350.1,100.16,633,42660,0.4674,47.93,633,0.0,34,1.172,True
349.66,439.9,558,42660,0.2197,46.14,558,0.0,34,1.172,True
352.87,283.3,522,42660,0.2497,37.0,522,0.0,34,1.172,True
358.73,105.63,223,42660,0.3148,18.5,223,0.0,34,1.172,True
311.99,441.76,677,42660,0.3301,47.26,677,0.0,34,1.172,True
346.99,273.87,496,42660,0.5531,39.9,496,0.0,34,1.172,True
311.45,218.28,468,42660,0.2527,36.78,468,0.0,34,1.172,True
308.0,433.66,717,42660,0.3073,48.59,717,0.0,34,1.172,True
297.96,266.06,698,42660,0.2797,44.58,698,0.0,34,1.172,True
230.87,56.03,714,42660,0.2558,49.71,714,0.0,34,1.172,True
238.9,474.05,644,42660,0.3277,48.37,644,0.0,34,1.172,True
246.51,423.96,527,42660,0.2781,47.26,527,0.0,34,1.172,True
252.05,481.11,766,42660,0.3596,52.38,766,0.0,34,1.172,True
257.0,216.06,781,42660,0.2881,51.27,781,0.0,34,1.172,True
261.05,58.04,702,42660,0.3042,45.03,702,0.0,34,1.172,True
56.07,407.06,722,42660,0.3727,56.84,722,0.0,34,1.172,True
274.01,462.06,753,42660,0.3376,53.5,753,0.0,34,1.172,True
275.91,85.64,738,42660,0.1735,47.93,738,0.0,34,1.172,True
281.93,102.14,748,42660,0.2401,47.03,748,0.0,34,1.172,True
287.87,289.83,626,42660,0.2894,45.47,626,0.0,34,1.172,True
296.9,310.37,619,42660,0.2416,40.35,619,0.0,34,1.172,True
262.55,86.9,688,42660,0.1499,51.49,688,0.0,34,1.172,True
311.96,442.0,675,42660,0.3243,49.65,675,0.0,35,1.207,True
321.02,123.37,771,42660,0.2595,48.76,771,0.0,35,1.207,True
320.9,220.24,720,42660,0.1536,50.32,720,0.0,35,1.207,True
324.86,251.12,743,42660,0.1768,47.19,743,0.0,35,1.207,True
339.16,49.22,819,42660,0.1826,55.69,819,0.0,35,1.207,True
339.59,412.81,667,42660,0.1521,55.92,667,0.0,35,1.207,True
350.2,99.16,622,42660,0.4322,44.29,622,0.0,35,1.207,True
348.06,232.12,367,42660,0.2866,26.84,367,0.0,35,1.207,True
349.63,411.88,553,42660,0.3447,41.6,553,0.0,35,1.207,True
349.69,439.81,564,42660,0.2623,45.4,564,0.0,35,1.207,True
351.86,283.62,500,42660,0.2191,35.11,500,0.0,35,1.207,True
312.35,39.2,602,42660,0.2659,46.97,602,0.0,35,1.207,True
346.99,270.29,472,42660,0.5328,40.26,472,0.0,35,1.207,True
310.35,218.24,498,42660,0.2576,39.36,498,0.0,35,1.207,True
358.85,104.48,203,42660,0.3976,17.89,203,0.0,35,1.207,True
297.03,266.69,681,42660,0.2118,42.27,681,0.0,35,1.207,True
55.03,407.01,705,42660,0.376,55.92,705,0.0,35,1.207,True
228.95,55.81,734,42660,0.2654,52.11,734,0.0,35,1.207,True
234.19,472.96,660,42660,0.364,54.57,660,0.0,35,1.207,True
246.97,423.97,688,42660,0.3533,48.31,688,0.0,35,1.207,True
252.96,481.19,755,42660,0.306,50.99,755,0.0,35,1.207,True
256.5,215.99,643,42660,0.1942,53.01,643,0.0,35,1.207,True
307.98,433.65,711,42660,0.2934,49.21,711,0.0,35,1.207,True
260.12,87.29,732,42660,0.2057,48.31,732,0.0,35,1.207,True
269.3,460.99,676,42660,0.3231,56.81,676,0.0,35,1.207,True
274.03,86.29,739,42660,0.2482,47.19,739,0.0,35,1.207,True
278.06,102.22,730,42660,0.3069,47.64,730,0.0,35,1.207,True
284.94,288.97,639,42660,0.3302,45.4,639,0.0,35,1.207,True
294.79,310.76,552,42660,0.2216,40.71,552,0.0,35,1.207,True
259.98,57.17,729,42660,0.3061,48.09,729,0.0,35,1.207,True
311.11,218.34,559,42660,0.2553,38.31,559,0.0,36,1.241,True
319.98,123.27,754,42660,0.2759,50.56,754,0.0,36,1.241,True
319.84,220.24,692,42660,0.1476,47.89,692,0.0,36,1.241,True
322.95,250.81,735,42660,0.2484,46.55,735,0.0,36,1.241,True
338.94,411.83,757,42660,0.2399,56.13,757,0.0,36,1.241,True
339.7,49.17,796,42660,0.2311,56.8,796,0.0,36,1.241,True
348.9,407.17,512,42660,0.482,39.87,512,0.0,36,1.241,True
347.82,230.94,372,42660,0.3328,26.73,372,0.0,36,1.241,True
350.29,97.1,602,42660,0.4521,42.54,602,0.0,36,1.241,True
349.9,283.1,535,42660,0.2985,38.31,535,0.0,36,1.241,True
349.71,439.93,565,42660,0.2314,46.33,565,0.0,36,1.241,True
311.32,38.92,596,42660,0.3033,51.23,596,0.0,36,1.241,True
347.2,270.14,524,42660,0.5052,39.87,524,0.0,36,1.241,True
308.18,442.75,627,42660,0.3141,48.56,627,0.0,36,1.241,True
359.52,100.11,213,42660,0.4045,15.59,213,0.0,36,1.241,True
293.94,265.25,690,42660,0.2706,43.21,690,0.0,36,1.241,True
53.91,407.15,684,42660,0.3342,55.69,684,0.0,36,1.241,True
227.87,55.74,701,42660,0.2567,49.45,701,0.0,36,1.241,True
234.03,472.92,705,42660,0.3762,53.91,705,0.0,36,1.241,True
245.73,424.88,672,42660,0.3136,46.55,672,0.0,36,1.241,True
249.04,480.75,760,42660,0.3035,49.45,760,0.0,36,1.241,True
253.99,216.05,754,42660,0.2965,52.12,754,0.0,36,1.241,True
307.99,433.65,704,42660,0.2967,48.34,704,0.0,36,1.241,True
258.73,88.73,693,42660,0.1722,48.78,693,0.0,36,1.241,True
270.04,461.04,757,42660,0.3795,56.13,757,0.0,36,1.241,True
273.96,86.77,751,42660,0.2374,48.11,751,0.0,36,1.241,True
278.99,101.96,747,42660,0.2444,47.67,747,0.0,36,1.241,True
282.94,288.15,637,42660,0.322,45.22,637,0.0,36,1.241,True
289.12,310.83,572,42660,0.2912,40.09,572,0.0,36,1.241,True
258.02,56.06,721,42660,0.3328,46.55,721,0.0,36,1.241,True
311.08,38.84,645,42660,0.3206,50.75,645,0.0,37,1.276,True
314.12,123.28,694,42660,0.2779,48.31,694,0.0,37,1.276,True
317.92,220.12,681,42660,0.1981,46.76,681,0.0,37,1.276,True
321.95,250.77,724,42660,0.2245,46.32,724,0.0,37,1.276,True
338.95,49.34,796,42660,0.1887,51.64,796,0.0,37,1.276,True
338.83,411.14,737,42660,0.2671,56.29,737,0.0,37,1.276,True
348.94,407.11,521,42660,0.481,41.22,521,0.0,37,1.276,True
347.37,269.14,526,42660,0.4442,38.56,526,0.0,37,1.276,True
348.91,283.39,564,42660,0.2521,37.45,564,0.0,37,1.276,True
349.79,439.79,579,42660,0.2426,47.43,579,0.0,37,1.276,True
350.95,94.99,605,42660,0.4951,44.32,605,0.0,37,1.276,True
355.31,228.78,273,42660,0.4221,22.6,273,0.0,37,1.276,True
308.07,443.09,655,42660,0.3686,48.76,655,0.0,37,1.276,True
346.44,226.34,343,42660,0.3779,29.25,343,0.0,37,1.276,True
359.99,95.19,204,42660,0.5299,17.06,204,0.0,37,1.276,True
307.97,433.67,718,42660,0.2961,50.75,718,0.0,37,1.276,True
289.08,263.83,642,42660,0.3202,42.33,642,0.0,37,1.276,True
289.92,310.92,599,42660,0.3032,40.11,599,0.0,37,1.276,True
51.97,407.24,688,42660,0.3201,55.63,688,0.0,37,1.276,True
225.05,55.0,731,42660,0.3131,50.75,731,0.0,37,1.276,True
233.87,472.91,659,42660,0.3367,50.31,659,0.0,37,1.276,True
250.81,481.17,718,42660,0.2397,49.2,718,0.0,37,1.276,True
252.93,216.03,731,42660,0.3079,49.42,731,0.0,37,1.276,True
240.2,428.05,629,42660,0.3479,46.98,629,0.0,37,1.276,True
256.8,90.01,710,42660,0.1987,48.09,710,0.0,37,1.276,True
269.94,461.07,761,42660,0.3301,54.52,761,0.0,37,1.276,True
272.88,87.21,733,42660,0.2212,50.53,733,0.0,37,1.276,True
277.96,102.15,730,42660,0.2299,45.21,730,0.0,37,1.276,True
280.93,287.85,639,42660,0.3068,46.1,639,0.0,37,1.276,True
255.98,56.15,735,42660,0.2997,46.76,735,0.0,37,1.276,True
346.93,225.0,463,42660,0.4385,34.8,463,0.0,38,1.31,True
315.35,249.88,589,42660,0.2209,44.33,589,0.0,38,1.31,True
315.88,220.09,685,42660,0.1844,45.44,685,0.0,38,1.31,True
337.88,410.67,706,42660,0.2852,48.98,706,0.0,38,1.31,True
338.56,49.93,731,42660,0.1664,51.2,731,0.0,38,1.31,True
347.03,283.42,547,42660,0.2349,35.46,547,0.0,38,1.31,True
359.98,94.07,264,42660,0.5301,21.5,264,0.0,38,1.31,True
348.69,101.89,573,42660,0.2586,46.1,573,0.0,38,1.31,True
349.01,407.09,533,42660,0.4704,42.11,533,0.0,38,1.31,True
349.85,439.67,570,42660,0.2544,46.1,570,0.0,38,1.31,True
351.73,92.89,642,42660,0.4853,47.88,642,0.0,38,1.31,True
355.35,226.91,288,42660,0.4173,22.16,288,0.0,38,1.31,True
313.09,122.95,739,42660,0.3373,51.87,739,0.0,38,1.31,True
347.68,269.79,537,42660,0.4681,39.23,537,0.0,38,1.31,True
309.94,443.33,692,42660,0.3008,47.43,692,0.0,38,1.31,True
240.01,428.12,679,42660,0.3278,47.21,679,0.0,38,1.31,True
307.98,433.65,697,42660,0.2861,47.43,697,0.0,38,1.31,True
224.85,54.9,715,42660,0.2468,50.76,715,0.0,38,1.31,True
230.14,472.28,647,42660,0.3538,48.54,647,0.0,38,1.31,True
248.86,481.0,766,42660,0.2626,51.2,766,0.0,38,1.31,True
253.22,55.17,665,42660,0.3141,47.21,665,0.0,38,1.31,True
252.58,216.16,619,42660,0.2285,49.65,619,0.0,38,1.31,True
254.82,90.76,724,42660,0.1873,49.65,724,0.0,38,1.31,True
47.11,408.82,677,42660,0.344,56.52,677,0.0,38,1.31,True
271.75,87.71,718,42660,0.1725,49.43,718,0.0,38,1.31,True
269.79,460.83,692,42660,0.2866,51.42,692,0.0,38,1.31,True
288.74,310.56,552,42660,0.1733,39.45,552,0.0,38,1.31,True
285.43,263.35,552,42660,0.2315,44.33,552,0.0,38,1.31,True
310.06,38.52,658,42660,0.2249,48.54,658,0.0,38,1.31,True
276.94,101.9,693,42660,0.2121,44.77,693,0.0,38,1.31,True
276.1,286.9,622,42660,0.3621,43.89,622,0.0,38,1.31,True
313.16,249.29,627,42660,0.2762,45.91,627,0.0,39,1.345,True
313.02,123.03,767,42660,0.3144,49.58,767,0.0,39,1.345,True
313.92,219.63,688,42660,0.1568,42.01,688,0.0,39,1.345,True
335.84,51.97,777,42660,0.2163,52.34,777,0.0,39,1.345,True
335.91,410.79,690,42660,0.3161,49.81,690,0.0,39,1.345,True
346.25,223.18,402,42660,0.4343,32.83,402,0.0,39,1.345,True
346.25,283.43,479,42660,0.15,37.42,479,0.0,39,1.345,True
348.19,102.0,578,42660,0.2576,48.89,578,0.0,39,1.345,True
348.03,266.24,491,42660,0.5105,40.63,491,0.0,39,1.345,True
350.04,438.87,574,42660,0.3021,45.45,574,0.0,39,1.345,True
351.77,91.88,635,42660,0.4992,48.43,635,0.0,39,1.345,True
355.25,225.79,249,42660,0.416,20.66,249,0.0,39,1.345,True
308.33,38.25,603,42660,0.244,49.35,603,0.0,39,1.345,True
360.13,92.96,260,42660,0.526,21.58,260,0.0,39,1.345,True
349.01,407.09,531,42660,0.4644,42.24,531,0.0,39,1.345,True
307.05,433.75,695,42660,0.3246,48.43,695,0.0,39,1.345,True
285.93,311.09,565,42660,0.306,39.48,565,0.0,39,1.345,True
305.21,444.1,602,42660,0.3285,47.06,602,0.0,39,1.345,True
46.03,408.9,730,42660,0.387,58.53,730,0.0,39,1.345,True
222.98,54.64,703,42660,0.2521,47.29,703,0.0,39,1.345,True
229.06,472.02,653,42660,0.363,50.27,653,0.0,39,1.345,True
243.22,479.09,676,42660,0.3301,50.5,676,0.0,39,1.345,True
249.11,216.85,700,42660,0.291,46.6,700,0.0,39,1.345,True
238.87,428.95,681,42660,0.3292,47.75,681,0.0,39,1.345,True
253.74,91.1,686,42660,0.2016,47.29,686,0.0,39,1.345,True
266.23,88.85,634,42660,0.3045,48.66,634,0.0,39,1.345,True
267.08,460.19,733,42660,0.3323,51.88,733,0.0,39,1.345,True
273.39,286.26,550,42660,0.2974,46.83,550,0.0,39,1.345,True
274.84,102.19,717,42660,0.1931,46.83,717,0.0,39,1.345,True
283.38,263.77,571,42660,0.239,46.14,571,0.0,39,1.345,True
251.41,55.17,599,42660,0.2909,48.66,599,0.0,39,1.345,True
334.68,52.21,713,42660,0.1588,49.25,713,0.0,40,1.379,True
308.16,38.2,638,42660,0.2616,49.47,638,0.0,40,1.379,True
311.97,122.98,773,42660,0.2678,51.04,773,0.0,40,1.379,True
314.94,249.03,721,42660,0.2203,44.33,721,0.0,40,1.379,True
332.01,410.75,706,42660,0.3413,48.13,706,0.0,40,1.379,True
340.01,284.19,465,42660,0.1333,48.8,465,0.0,40,1.379,True
360.16,90.87,278,42660,0.5314,21.94,278,0.0,40,1.379,True
348.03,102.16,594,42660,0.2624,52.83,594,0.0,40,1.379,True
348.2,265.13,527,42660,0.4823,38.95,527,0.0,40,1.379,True
348.93,407.96,546,42660,0.4442,38.51,546,0.0,40,1.379,True
350.24,438.13,587,42660,0.2884,46.79,587,0.0,40,1.379,True
351.91,86.99,683,42660,0.5099,50.59,683,0.0,40,1.379,True
355.26,224.96,236,42660,0.3905,20.82,236,0.0,40,1.379,True
345.84,223.21,424,42660,0.3784,31.57,424,0.0,40,1.379,True
307.34,218.9,770,42660,0.1109,40.97,770,0.0,40,1.379,True
307.05,433.76,701,42660,0.3383,48.8,701,0.0,40,1.379,True
285.92,263.83,707,42660,0.2328,45.44,707,0.0,40,1.379,True
44.07,409.03,719,42660,0.373,56.86,719,0.0,40,1.379,True
221.88,54.72,682,42660,0.2465,47.68,682,0.0,40,1.379,True
227.88,471.74,638,42660,0.3159,47.46,638,0.0,40,1.379,True
237.03,430.08,674,42660,0.3412,49.25,674,0.0,40,1.379,True
242.13,479.04,722,42660,0.3413,50.82,722,0.0,40,1.379,True
247.17,216.94,672,42660,0.2902,47.46,672,0.0,40,1.379,True
303.35,444.73,585,42660,0.2511,50.37,585,0.0,40,1.379,True
251.1,92.2,718,42660,0.2506,47.91,718,0.0,40,1.379,True
265.96,459.98,738,42660,0.3375,52.38,738,0.0,40,1.379,True
267.05,88.93,770,42660,0.252,47.91,770,0.0,40,1.379,True
271.22,286.23,620,42660,0.3269,47.91,620,0.0,40,1.379,True
273.0,101.74,734,42660,0.2425,47.01,734,0.0,40,1.379,True
284.91,310.98,546,42660,0.262,38.28,546,0.0,40,1.379,True
251.38,55.15,599,42660,0.2972,49.03,599,0.0,40,1.379,True
307.97,433.67,714,42660,0.3024,48.81,714,0.0,41,1.414,True
309.96,123.01,758,42660,0.3067,49.69,758,0.0,41,1.414,True
311.92,248.27,707,42660,0.2084,45.29,707,0.0,41,1.414,True
330.02,410.74,714,42660,0.3343,49.69,714,0.0,41,1.414,True
332.09,53.49,723,42660,0.1838,49.69,723,0.0,41,1.414,True
339.7,283.9,577,42660,0.137,49.91,577,0.0,41,1.414,True
346.19,223.7,409,42660,0.2834,32.32,409,0.0,41,1.414,True
348.81,263.87,557,42660,0.4996,42.22,557,0.0,41,1.414,True
348.3,407.13,520,42660,0.4092,38.92,520,0.0,41,1.414,True
350.48,437.12,582,42660,0.2437,45.29,582,0.0,41,1.414,True
352.38,83.99,669,42660,0.4317,48.59,669,0.0,41,1.414,True
355.29,224.54,202,42660,0.3261,18.91,202,0.0,41,1.414,True
307.74,37.98,610,42660,0.3061,47.71,610,0.0,41,1.414,True
360.57,87.87,253,42660,0.4957,21.99,253,0.0,41,1.414,True
347.68,102.27,545,42660,0.2825,48.81,545,0.0,41,1.414,True
356.92,262.22,217,42660,0.303,17.37,217,0.0,41,1.414,True
306.46,219.71,700,42660,0.1363,42.87,700,0.0,41,1.414,True
283.02,263.08,695,42660,0.2775,45.51,695,0.0,41,1.414,True
303.07,444.9,652,42660,0.3609,50.13,652,0.0,41,1.414,True
43.94,409.16,732,42660,0.342,54.75,732,0.0,41,1.414,True
219.76,53.98,681,42660,0.2532,49.91,681,0.0,41,1.414,True
225.92,471.69,636,42660,0.3076,46.17,636,0.0,41,1.414,True
240.2,478.78,688,42660,0.2804,50.13,688,0.0,41,1.414,True
245.54,217.13,558,42660,0.2031,47.71,558,0.0,41,1.414,True
250.03,93.11,701,42660,0.2531,47.71,701,0.0,41,1.414,True
234.96,431.0,672,42660,0.3399,49.25,672,0.0,41,1.414,True
252.94,63.01,255,42660,0.5444,23.97,255,0.0,41,1.414,True
262.1,459.09,725,42660,0.3862,56.07,725,0.0,41,1.414,True
266.04,89.14,758,42660,0.2258,50.35,758,0.0,41,1.414,True
268.27,286.29,604,42660,0.2984,46.39,604,0.0,41,1.414,True
271.89,101.41,700,42660,0.195,47.49,700,0.0,41,1.414,True
279.08,310.77,553,42660,0.2917,37.6,553,0.0,41,1.414,True
251.26,55.13,616,42660,0.3067,48.81,616,0.0,41,1.414,True
346.17,223.79,391,42660,0.274,32.51,391,0.0,42,1.448,True
305.87,37.72,642,42660,0.2575,47.39,642,0.0,42,1.448,True
310.68,219.79,653,42660,0.1562,40.8,653,0.0,42,1.448,True
329.0,411.0,716,42660,0.3346,50.15,716,0.0,42,1.448,True
329.88,55.02,758,42660,0.2066,46.54,758,0.0,42,1.448,True
339.14,284.03,678,42660,0.1955,54.19,678,0.0,42,1.448,True
347.16,102.93,542,42660,0.2631,44.62,542,0.0,42,1.448,True
305.51,433.82,563,42660,0.2676,47.39,563,0.0,42,1.448,True
349.22,260.93,578,42660,0.5152,43.56,578,0.0,42,1.448,True
351.06,436.1,586,42660,0.2594,47.6,586,0.0,42,1.448,True
352.49,82.22,662,42660,0.3536,48.45,662,0.0,42,1.448,True
355.25,224.33,205,42660,0.2362,18.7,205,0.0,42,1.448,True
357.46,259.07,236,42660,0.253,19.12,236,0.0,42,1.448,True
360.73,86.96,254,42660,0.509,22.31,254,0.0,42,1.448,True
348.2,407.2,524,42660,0.4438,39.74,524,0.0,42,1.448,True
305.15,122.2,683,42660,0.2741,48.87,683,0.0,42,1.448,True
280.99,262.92,687,42660,0.2572,44.2,687,0.0,42,1.448,True
304.2,247.14,623,42660,0.3133,44.41,623,0.0,42,1.448,True
41.02,410.03,737,42660,0.3664,53.97,737,0.0,42,1.448,True
217.92,52.99,725,42660,0.2699,50.36,725,0.0,42,1.448,True
222.13,471.08,637,42660,0.3708,51.0,637,0.0,42,1.448,True
233.13,432.23,663,42660,0.3095,46.75,663,0.0,42,1.448,True
244.38,217.56,588,42660,0.165,49.51,588,0.0,42,1.448,True
248.95,94.25,698,42660,0.1964,48.24,698,0.0,42,1.448,True
241.93,479.2,753,42660,0.2869,48.66,753,0.0,42,1.448,True
262.99,459.09,739,42660,0.354,52.7,739,0.0,42,1.448,True
263.89,89.74,738,42660,0.2266,48.02,738,0.0,42,1.448,True
265.51,286.02,526,42660,0.2953,46.75,526,0.0,42,1.448,True
270.84,101.18,718,42660,0.2315,49.72,718,0.0,42,1.448,True
277.02,310.79,573,42660,0.2954,39.31,573,0.0,42,1.448,True
303.92,445.22,703,42660,0.3188,51.21,703,0.0,42,1.448,True
251.16,55.2,660,42660,0.3184,49.72,660,0.0,42,1.448,True
340.99,222.29,424,42660,0.1221,39.94,424,0.0,43,1.483,True
307.99,433.64,705,42660,0.2959,47.29,705,0.0,43,1.483,True
308.8,219.5,712,42660,0.1167,39.3,712,0.0,43,1.483,True
