y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle
111.34,400.87,590,42660,0.3012,52.04,590,0.0,0,0.0,True
359.66,61.9,197,42660,0.2316,16.95,197,0.0,0,0.0,True
359.28,254.06,264,42660,0.3354,19.33,264,0.0,0,0.0,True
357.7,49.42,302,42660,0.2391,23.63,302,0.0,0,0.0,True
353.91,444.27,270,42660,0.4924,21.72,270,0.0,0,0.0,True
350.89,270.05,446,42660,0.5105,31.75,446,0.0,0,0.0,True
351.18,257.84,488,42660,0.3533,41.06,488,0.0,0,0.0,True
348.99,476.72,227,42660,0.3242,15.99,227,0.0,0,0.0,True
349.11,103.74,601,42660,0.2786,44.64,601,0.0,0,0.0,True
347.66,428.98,464,42660,0.4857,32.94,464,0.0,0,0.0,True
349.2,289.32,490,42660,0.1065,28.41,490,0.0,0,0.0,True
348.02,82.04,577,42660,0.5022,43.68,577,0.0,0,0.0,True
346.88,309.52,383,42660,0.0667,27.93,383,0.0,0,0.0,True
346.99,49.1,493,42660,0.3882,35.8,493,0.0,0,0.0,True
345.02,444.23,689,42660,0.376,46.78,689,0.0,0,0.0,True
349.7,222.0,503,42660,0.4214,34.61,503,0.0,0,0.0,True
341.74,111.9,663,42660,0.4486,52.75,663,0.0,0,0.0,True
341.96,283.99,415,42660,0.4744,33.18,415,0.0,0,0.0,True
301.08,64.94,752,42660,0.3533,52.27,752,0.0,0,0.0,True
311.91,481.67,639,42660,0.2976,45.11,639,0.0,0,0.0,True
317.03,489.37,657,42660,0.2069,44.64,657,0.0,0,0.0,True
329.22,249.06,641,42660,0.2535,47.5,641,0.0,0,0.0,True
329.04,403.86,724,42660,0.3575,54.9,724,0.0,0,0.0,True
317.9,75.91,739,42660,0.2108,50.13,739,0.0,0,0.0,True
337.12,427.82,891,42660,0.0767,47.98,891,0.0,0,0.0,True
338.03,463.05,771,42660,0.4009,57.29,771,0.0,0,0.0,True
337.64,476.54,736,42660,0.1713,56.09,736,0.0,0,0.0,True
339.76,61.0,838,42660,0.0425,59.2,838,0.0,0,0.0,True
340.13,89.64,808,42660,0.3184,60.63,808,0.0,0,0.0,True
339.68,103.36,700,42660,0.0697,57.29,700,0.0,0,0.0,True
350.08,87.91,546,42660,0.4919,46.79,546,0.0,1,0.034,True
348.08,79.05,563,42660,0.5397,44.01,563,0.0,1,0.034,True
348.41,220.37,398,42660,0.3558,30.57,398,0.0,1,0.034,True
349.17,290.2,507,42660,0.113,27.1,507,0.0,1,0.034,True
349.01,104.75,628,42660,0.3669,44.24,628,0.0,1,0.034,True
346.91,429.0,517,42660,0.5388,38.45,517,0.0,1,0.034,True
350.5,268.04,433,42660,0.3624,32.66,433,0.0,1,0.034,True
358.71,253.22,276,42660,0.3185,20.15,276,0.0,1,0.034,True
350.7,112.76,269,42660,0.3934,23.86,269,0.0,1,0.034,True
351.32,256.89,472,42660,0.3071,36.36,472,0.0,1,0.034,True
353.97,440.2,245,42660,0.3772,18.3,245,0.0,1,0.034,True
357.44,48.92,306,42660,0.208,23.16,306,0.0,1,0.034,True
358.46,104.87,274,42660,0.256,21.77,274,0.0,1,0.034,True
359.71,62.09,193,42660,0.1769,18.76,193,0.0,1,0.034,True
346.74,309.61,349,42660,0.0508,28.95,349,0.0,1,0.034,True
350.0,476.22,197,42660,0.247,14.59,197,0.0,1,0.034,True
346.24,47.92,499,42660,0.3739,36.36,499,0.0,1,0.034,True
339.04,430.9,567,42660,0.5663,45.86,567,0.0,1,0.034,True
341.8,112.85,646,42660,0.4758,53.73,646,0.0,1,0.034,True
345.31,440.2,627,42660,0.3901,47.48,627,0.0,1,0.034,True
10.25,420.96,157,42660,0.5998,13.2,157,0.0,1,0.034,True
110.24,400.88,598,42660,0.3236,50.49,598,0.0,1,0.034,True
299.07,64.71,745,42660,0.3139,49.33,745,0.0,1,0.034,True
314.08,489.43,605,42660,0.1375,40.76,605,0.0,1,0.034,True
315.03,75.95,716,42660,0.2634,47.71,716,0.0,1,0.034,True
328.19,248.59,645,42660,0.2228,41.46,645,0.0,1,0.034,True
306.22,480.99,559,42660,0.3165,47.71,559,0.0,1,0.034,True
333.2,103.77,704,42660,0.2613,49.56,704,0.0,1,0.034,True
334.92,476.22,717,42660,0.3377,52.81,717,0.0,1,0.034,True
337.03,60.75,709,42660,0.2254,43.31,709,0.0,1,0.034,True
337.73,461.26,751,42660,0.3549,58.83,751,0.0,1,0.034,True
340.94,87.57,716,42660,0.2153,53.73,716,0.0,1,0.034,True
341.07,287.73,470,42660,0.5379,43.54,470,0.0,1,0.034,True
327.79,403.3,592,42660,0.2868,53.27,592,0.0,1,0.034,True
350.13,268.14,440,42660,0.5035,36.54,440,0.0,2,0.069,True
347.4,221.13,390,42660,0.3123,29.24,390,0.0,2,0.069,True
347.75,78.02,573,42660,0.5255,44.08,573,0.0,2,0.069,True
348.53,251.72,520,42660,0.0861,33.8,520,0.0,2,0.069,True
348.43,291.3,491,42660,0.1714,29.92,491,0.0,2,0.069,True
349.04,104.77,589,42660,0.3228,50.02,589,0.0,2,0.069,True
349.39,476.52,188,42660,0.1039,15.99,188,0.0,2,0.069,True
349.87,88.71,510,42660,0.4375,41.8,510,0.0,2,0.069,True
350.64,114.86,322,42660,0.4785,26.95,322,0.0,2,0.069,True
359.74,214.73,133,42660,0.4135,13.02,133,0.0,2,0.069,True
356.06,224.73,172,42660,0.5488,18.04,172,0.0,2,0.069,True
356.96,49.17,289,42660,0.2204,17.13,289,0.0,2,0.069,True
358.29,253.11,317,42660,0.4269,25.35,317,0.0,2,0.069,True
358.63,105.74,237,42660,0.4048,22.84,237,0.0,2,0.069,True
359.04,498.03,110,42660,0.5619,9.82,110,0.0,2,0.069,True
359.69,62.06,253,42660,0.2491,23.3,253,0.0,2,0.069,True
362.04,446.02,132,42660,0.6164,11.42,132,0.0,2,0.069,True
370.94,194.98,140,42660,0.5164,15.07,140,0.0,2,0.069,True
346.26,427.99,521,42660,0.4693,36.09,521,0.0,2,0.069,True
353.19,439.06,276,42660,0.473,20.1,276,0.0,2,0.069,True
346.33,309.64,318,42660,0.1251,29.24,318,0.0,2,0.069,True
337.86,460.05,695,42660,0.4571,53.67,695,0.0,2,0.069,True
345.13,438.15,637,42660,0.4699,51.62,637,0.0,2,0.069,True
346.07,48.24,455,42660,0.3393,37.0,455,0.0,2,0.069,True
10.27,251.97,111,42660,0.4686,7.77,111,0.0,2,0.069,True
108.43,401.18,581,42660,0.2186,50.7,581,0.0,2,0.069,True
296.19,64.93,709,42660,0.3206,50.25,709,0.0,2,0.069,True
308.28,76.52,593,42660,0.1868,46.14,593,0.0,2,0.069,True
312.01,489.27,625,42660,0.143,40.43,625,0.0,2,0.069,True
324.59,403.39,543,42660,0.2677,50.7,543,0.0,2,0.069,True
327.74,247.13,621,42660,0.1751,41.11,621,0.0,2,0.069,True
330.31,104.15,600,42660,0.2398,45.45,600,0.0,2,0.069,True
331.98,476.2,719,42660,0.3384,55.04,719,0.0,2,0.069,True
303.15,481.13,560,42660,0.3426,44.99,560,0.0,2,0.069,True
338.82,431.99,617,42660,0.551,52.53,617,0.0,2,0.069,True
341.15,28.05,135,42660,0.6205,13.93,135,0.0,2,0.069,True
340.53,87.98,805,42660,0.125,54.82,805,0.0,2,0.069,True
341.17,265.0,154,42660,0.6562,13.93,154,0.0,2,0.069,True
340.7,289.05,688,42660,0.4889,50.93,688,0.0,2,0.069,True
340.88,326.98,132,42660,0.6159,10.96,132,0.0,2,0.069,True
341.35,408.08,125,42660,0.4854,10.28,125,0.0,2,0.069,True
341.85,115.01,654,42660,0.5476,58.24,654,0.0,2,0.069,True
333.96,60.19,710,42660,0.2517,45.91,710,0.0,2,0.069,True
359.81,62.87,204,42660,0.1642,20.2,204,0.0,3,0.103,True
347.24,220.98,411,42660,0.2581,29.95,411,0.0,3,0.103,True
347.18,427.08,448,42660,0.5076,33.2,448,0.0,3,0.103,True
348.22,74.88,612,42660,0.4859,50.15,612,0.0,3,0.103,True
348.97,84.17,512,42660,0.484,42.26,512,0.0,3,0.103,True
349.33,251.24,537,42660,0.182,35.76,537,0.0,3,0.103,True
350.96,475.74,182,42660,0.2137,12.54,182,0.0,3,0.103,True
350.2,290.96,483,42660,0.2199,30.88,483,0.0,3,0.103,True
350.91,114.94,205,42660,0.5198,18.11,205,0.0,3,0.103,True
350.79,268.92,443,42660,0.4878,33.2,443,0.0,3,0.103,True
357.6,48.51,275,42660,0.2315,22.29,275,0.0,3,0.103,True
358.01,107.48,273,42660,0.1535,17.41,273,0.0,3,0.103,True
345.77,438.81,631,42660,0.452,45.28,631,0.0,3,0.103,True
349.83,106.2,582,42660,0.3203,49.46,582,0.0,3,0.103,True
346.21,309.52,385,42660,0.1657,32.74,385,0.0,3,0.103,True
339.09,430.96,616,42660,0.5696,52.71,616,0.0,3,0.103,True
341.95,115.91,510,42660,0.5231,50.38,510,0.0,3,0.103,True
346.17,47.81,455,42660,0.293,35.76,455,0.0,3,0.103,True
107.21,401.06,611,42660,0.3169,48.99,611,0.0,3,0.103,True
294.14,65.01,698,42660,0.3396,48.99,698,0.0,3,0.103,True
301.25,480.86,536,42660,0.3404,44.81,536,0.0,3,0.103,True
309.15,489.81,567,42660,0.1557,35.99,567,0.0,3,0.103,True
320.5,244.86,596,42660,0.2759,44.58,596,0.0,3,0.103,True
308.28,76.96,602,42660,0.3262,47.83,602,0.0,3,0.103,True
328.44,104.34,586,42660,0.1722,47.13,586,0.0,3,0.103,True
330.98,475.76,693,42660,0.3348,51.31,693,0.0,3,0.103,True
332.84,60.3,674,42660,0.2352,43.65,674,0.0,3,0.103,True
338.02,458.42,595,42660,0.511,55.26,595,0.0,3,0.103,True
340.0,87.95,901,42660,0.1212,59.21,901,0.0,3,0.103,True
340.7,292.88,612,42660,0.4693,49.22,612,0.0,3,0.103,True
321.72,403.41,551,42660,0.2619,49.69,551,0.0,3,0.103,True
350.32,108.78,656,42660,0.2954,50.88,656,0.0,4,0.138,True
347.3,220.67,394,42660,0.2349,28.14,394,0.0,4,0.138,True
347.92,427.05,435,42660,0.4558,31.29,435,0.0,4,0.138,True
349.13,70.83,597,42660,0.5088,51.33,597,0.0,4,0.138,True
349.32,84.45,458,42660,0.4297,41.2,458,0.0,4,0.138,True
350.28,250.99,563,42660,0.3392,37.82,563,0.0,4,0.138,True
345.79,438.83,637,42660,0.4465,46.83,637,0.0,4,0.138,True
352.06,290.43,428,42660,0.1539,29.27,428,0.0,4,0.138,True
351.63,475.5,152,42660,0.0957,13.28,152,0.0,4,0.138,True
353.98,439.88,312,42660,0.4862,27.02,312,0.0,4,0.138,True
357.54,48.21,280,42660,0.1286,25.44,280,0.0,4,0.138,True
358.84,252.13,229,42660,0.2985,16.66,229,0.0,4,0.138,True
350.88,267.84,419,42660,0.4959,31.97,419,0.0,4,0.138,True
346.09,307.77,419,42660,0.3641,31.97,419,0.0,4,0.138,True
306.29,77.21,604,42660,0.2776,47.5,604,0.0,4,0.138,True
340.71,295.88,537,42660,0.4756,43.0,537,0.0,4,0.138,True
105.39,401.13,596,42660,0.2981,51.78,596,0.0,4,0.138,True
294.69,65.05,688,42660,0.1665,50.2,688,0.0,4,0.138,True
299.11,480.45,616,42660,0.2856,44.58,616,0.0,4,0.138,True
345.35,47.17,446,42660,0.2831,37.6,446,0.0,4,0.138,True
317.21,243.3,616,42660,0.2932,44.58,616,0.0,4,0.138,True
317.85,403.83,593,42660,0.314,49.75,593,0.0,4,0.138,True
307.13,489.35,559,42660,0.2196,39.17,559,0.0,4,0.138,True
329.02,475.37,693,42660,0.2986,47.95,693,0.0,4,0.138,True
331.92,103.47,733,42660,0.1777,46.83,733,0.0,4,0.138,True
333.89,427.04,684,42660,0.3364,52.91,684,0.0,4,0.138,True
338.13,457.95,748,42660,0.5198,56.28,748,0.0,4,0.138,True
340.43,87.94,726,42660,0.0347,57.41,726,0.0,4,0.138,True
327.19,60.05,606,42660,0.2927,46.38,606,0.0,4,0.138,True
349.03,84.29,508,42660,0.4911,45.91,508,0.0,5,0.172,True
345.8,440.23,670,42660,0.2963,53.91,670,0.0,5,0.172,True
347.09,220.16,408,42660,0.3095,30.15,408,0.0,5,0.172,True
346.94,273.67,293,42660,0.2208,30.61,293,0.0,5,0.172,True
349.13,67.62,464,42660,0.4585,42.49,464,0.0,5,0.172,True
349.01,296.23,424,42660,0.4064,33.58,424,0.0,5,0.172,True
357.78,48.12,256,42660,0.0819,20.79,256,0.0,5,0.172,True
350.21,264.26,396,42660,0.4146,33.58,396,0.0,5,0.172,True
350.68,109.08,641,42660,0.3023,51.17,641,0.0,5,0.172,True
352.16,475.52,151,42660,0.1942,15.76,151,0.0,5,0.172,True
353.86,441.11,289,42660,0.2451,23.07,289,0.0,5,0.172,True
357.42,267.85,247,42660,0.4789,21.7,247,0.0,5,0.172,True
346.08,430.04,454,42660,0.2378,33.12,454,0.0,5,0.172,True
350.06,249.03,577,42660,0.474,39.97,577,0.0,5,0.172,True
345.74,47.08,405,42660,0.2507,38.37,405,0.0,5,0.172,True
345.82,306.93,385,42660,0.4139,29.24,385,0.0,5,0.172,True
296.24,480.47,606,42660,0.2675,48.65,606,0.0,5,0.172,True
340.19,298.61,649,42660,0.4585,56.42,649,0.0,5,0.172,True
5.06,178.27,108,42660,0.502,11.65,108,0.0,5,0.172,True
105.02,401.14,622,42660,0.3687,45.91,622,0.0,5,0.172,True
288.16,64.76,690,42660,0.314,48.88,690,0.0,5,0.172,True
304.16,77.17,631,42660,0.3169,45.68,631,0.0,5,0.172,True
305.21,489.43,547,42660,0.1952,37.0,547,0.0,5,0.172,True
313.78,404.02,566,42660,0.341,45.0,566,0.0,5,0.172,True
324.34,59.98,576,42660,0.2715,44.54,576,0.0,5,0.172,True
325.18,475.04,649,42660,0.3828,51.39,649,0.0,5,0.172,True
329.96,103.12,767,42660,0.219,51.39,767,0.0,5,0.172,True
332.09,427.81,692,42660,0.3418,50.94,692,0.0,5,0.172,True
338.11,455.92,736,42660,0.5463,58.25,736,0.0,5,0.172,True
339.87,88.12,800,42660,0.1226,56.42,800,0.0,5,0.172,True
317.94,241.97,730,42660,0.227,45.68,730,0.0,5,0.172,True
348.9,84.33,518,42660,0.4726,44.01,518,0.0,6,0.207,True
349.04,298.83,481,42660,0.5108,41.72,481,0.0,6,0.207,True
349.34,64.63,494,42660,0.3971,41.49,494,0.0,6,0.207,True
345.88,441.21,639,42660,0.2523,52.72,639,0.0,6,0.207,True
358.69,48.37,209,42660,0.1822,19.94,209,0.0,6,0.207,True
349.87,245.01,622,42660,0.4764,47.45,622,0.0,6,0.207,True
346.66,273.76,301,42660,0.1984,30.94,301,0.0,6,0.207,True
349.73,263.98,485,42660,0.4182,37.82,485,0.0,6,0.207,True
357.94,247.03,277,42660,0.5439,20.86,277,0.0,6,0.207,True
351.52,254.79,509,42660,0.3416,37.13,509,0.0,6,0.207,True
351.93,290.24,463,42660,0.1621,38.97,463,0.0,6,0.207,True
352.92,475.18,152,42660,0.259,15.82,152,0.0,6,0.207,True
356.17,118.8,230,42660,0.3627,27.28,230,0.0,6,0.207,True
356.81,61.04,246,42660,0.5647,21.55,246,0.0,6,0.207,True
357.35,267.87,286,42660,0.4881,25.44,286,0.0,6,0.207,True
350.72,110.12,695,42660,0.2937,55.01,695,0.0,6,0.207,True
345.83,306.86,332,42660,0.4453,29.34,332,0.0,6,0.207,True
346.97,220.21,410,42660,0.3079,29.8,410,0.0,6,0.207,True
342.44,117.88,140,42660,0.3433,12.38,140,0.0,6,0.207,True
345.49,430.77,538,42660,0.2532,40.11,538,0.0,6,0.207,True
104.94,401.01,621,42660,0.3874,50.65,621,0.0,6,0.207,True
286.09,64.92,697,42660,0.3424,48.13,697,0.0,6,0.207,True
294.15,480.37,638,42660,0.305,49.28,638,0.0,6,0.207,True
303.24,489.27,579,42660,0.2128,41.49,579,0.0,6,0.207,True
308.05,404.87,606,42660,0.3692,44.92,606,0.0,6,0.207,True
314.92,241.04,695,42660,0.2254,42.17,695,0.0,6,0.207,True
322.16,60.92,623,42660,0.3023,44.24,623,0.0,6,0.207,True
304.97,76.93,721,42660,0.2574,47.9,721,0.0,6,0.207,True
327.03,103.18,780,42660,0.2743,50.65,780,0.0,6,0.207,True
332.05,427.17,767,42660,0.3266,51.34,767,0.0,6,0.207,True
333.26,88.69,650,42660,0.2574,49.05,650,0.0,6,0.207,True
338.13,452.87,712,42660,0.5707,58.45,712,0.0,6,0.207,True
339.46,424.09,540,42660,0.346,46.3,540,0.0,6,0.207,True
340.39,46.65,397,42660,0.0993,38.28,397,0.0,6,0.207,True
339.86,296.16,700,42660,0.4574,52.03,700,0.0,6,0.207,True
323.23,474.99,634,42660,0.3656,50.2,634,0.0,6,0.207,True
350.3,60.81,544,42660,0.4639,41.91,544,0.0,7,0.241,True
347.02,273.77,294,42660,0.1823,32.97,294,0.0,7,0.241,True
349.1,84.31,516,42660,0.4752,45.92,516,0.0,7,0.241,True
348.77,221.03,427,42660,0.2703,35.56,427,0.0,7,0.241,True
349.32,264.29,443,42660,0.3785,36.97,443,0.0,7,0.241,True
348.89,422.04,186,42660,0.4619,15.31,186,0.0,7,0.241,True
350.02,242.04,609,42660,0.4824,42.86,609,0.0,7,0.241,True
358.89,48.09,186,42660,0.2373,18.84,186,0.0,7,0.241,True
350.9,110.84,656,42660,0.3247,57.22,656,0.0,7,0.241,True
352.31,253.08,585,42660,0.1447,43.09,585,0.0,7,0.241,True
352.21,289.25,569,42660,0.1533,41.44,569,0.0,7,0.241,True
353.34,432.88,255,42660,0.4622,20.49,255,0.0,7,0.241,True
353.3,474.75,107,42660,0.2589,12.48,107,0.0,7,0.241,True
356.16,118.06,273,42660,0.3588,28.96,273,0.0,7,0.241,True
357.67,268.01,232,42660,0.4242,20.02,232,0.0,7,0.241,True
349.7,299.9,459,42660,0.4419,35.79,459,0.0,7,0.241,True
346.42,441.08,528,42660,0.1003,48.51,528,0.0,7,0.241,True
340.84,421.19,358,42660,0.4342,31.08,358,0.0,7,0.241,True
339.63,296.9,721,42660,0.3637,53.45,721,0.0,7,0.241,True
345.14,432.76,613,42660,0.3314,48.98,613,0.0,7,0.241,True
103.95,401.15,611,42660,0.3738,52.04,611,0.0,7,0.241,True
284.99,64.86,749,42660,0.2766,48.74,749,0.0,7,0.241,True
292.09,480.32,658,42660,0.3338,48.98,658,0.0,7,0.241,True
304.02,77.16,702,42660,0.2407,47.33,702,0.0,7,0.241,True
305.04,404.73,588,42660,0.336,42.86,588,0.0,7,0.241,True
310.94,240.14,721,42660,0.229,43.56,721,0.0,7,0.241,True
302.19,489.09,622,42660,0.2302,43.33,622,0.0,7,0.241,True
324.01,475.09,724,42660,0.3656,51.33,724,0.0,7,0.241,True
326.02,102.97,800,42660,0.272,51.8,800,0.0,7,0.241,True
330.88,427.83,720,42660,0.337,48.74,720,0.0,7,0.241,True
336.92,88.37,763,42660,0.2155,47.8,763,0.0,7,0.241,True
337.91,449.91,779,42660,0.5226,59.81,779,0.0,7,0.241,True
340.03,46.33,489,42660,0.055,46.15,489,0.0,7,0.241,True
321.05,61.18,707,42660,0.3088,47.09,707,0.0,7,0.241,True
350.85,58.7,508,42660,0.4742,42.77,508,0.0,8,0.276,True
349.21,84.35,520,42660,0.4475,46.68,520,0.0,8,0.276,True
348.86,220.77,393,42660,0.292,31.04,393,0.0,8,0.276,True
349.56,263.12,469,42660,0.3253,36.33,469,0.0,8,0.276,True
349.34,420.08,217,42660,0.3389,17.71,217,0.0,8,0.276,True
350.29,301.02,407,42660,0.4238,28.74,407,0.0,8,0.276,True
351.29,111.85,555,42660,0.3891,50.59,555,0.0,8,0.276,True
347.25,440.83,540,42660,0.1687,45.76,540,0.0,8,0.276,True
352.72,252.96,536,42660,0.2335,43.92,536,0.0,8,0.276,True
352.76,288.95,556,42660,0.2181,36.33,556,0.0,8,0.276,True
357.97,266.96,229,42660,0.5362,18.63,229,0.0,8,0.276,True
359.15,48.12,119,42660,0.1795,13.57,119,0.0,8,0.276,True
358.72,56.15,271,42660,0.4368,22.3,271,0.0,8,0.276,True
358.76,242.1,234,42660,0.5085,17.48,234,0.0,8,0.276,True
351.01,238.39,519,42660,0.4446,43.92,519,0.0,8,0.276,True
347.29,273.71,308,42660,0.2401,31.5,308,0.0,8,0.276,True
102.86,401.08,625,42660,0.3735,53.81,625,0.0,8,0.276,True
340.95,420.07,414,42660,0.4298,33.57,414,0.0,8,0.276,True
281.06,64.12,711,42660,0.35,48.75,711,0.0,8,0.276,True
290.14,480.31,663,42660,0.3285,49.21,663,0.0,8,0.276,True
301.05,488.74,649,42660,0.2851,40.93,649,0.0,8,0.276,True
302.81,77.07,674,42660,0.185,46.91,674,0.0,8,0.276,True
303.0,404.85,608,42660,0.345,42.54,608,0.0,8,0.276,True
309.86,238.18,720,42660,0.1859,45.53,720,0.0,8,0.276,True
319.02,61.9,711,42660,0.3039,46.22,711,0.0,8,0.276,True
345.41,431.33,584,42660,0.2204,45.76,584,0.0,8,0.276,True
325.92,102.92,774,42660,0.2053,51.28,774,0.0,8,0.276,True
330.04,428.0,727,42660,0.3462,50.13,727,0.0,8,0.276,True
331.19,88.63,703,42660,0.2522,48.75,703,0.0,8,0.276,True
337.91,448.11,724,42660,0.4915,58.41,724,0.0,8,0.276,True
339.18,46.16,562,42660,0.1731,49.21,562,0.0,8,0.276,True
339.59,296.94,663,42660,0.2942,53.12,663,0.0,8,0.276,True
320.14,474.23,656,42660,0.3503,48.29,656,0.0,8,0.276,True
347.05,273.66,336,42660,0.2603,33.9,336,0.0,9,0.31,True
347.02,304.78,406,42660,0.0827,25.48,406,0.0,9,0.31,True
347.27,440.82,513,42660,0.1669,46.19,513,0.0,9,0.31,True
348.95,85.14,576,42660,0.492,44.14,576,0.0,9,0.31,True
349.19,419.2,233,42660,0.3333,19.34,233,0.0,9,0.31,True
350.03,262.06,552,42660,0.4425,40.04,552,0.0,9,0.31,True
351.31,52.1,568,42660,0.4752,41.41,568,0.0,9,0.31,True
351.65,289.11,519,42660,0.2898,35.27,519,0.0,9,0.31,True
351.3,235.12,580,42660,0.4069,43.46,580,0.0,9,0.31,True
352.78,252.23,561,42660,0.2536,46.41,561,0.0,9,0.31,True
355.46,441.07,181,42660,0.2637,14.79,181,0.0,9,0.31,True
358.28,239.95,245,42660,0.5138,22.98,245,0.0,9,0.31,True
357.96,264.12,269,42660,0.5897,22.52,269,0.0,9,0.31,True
346.91,220.11,442,42660,0.3621,31.4,442,0.0,9,0.31,True
351.28,113.64,415,42660,0.4913,39.13,415,0.0,9,0.31,True
360.71,90.79,160,42660,0.6045,18.43,160,0.0,9,0.31,True
345.82,430.26,547,42660,0.1691,50.05,547,0.0,9,0.31,True
339.56,297.01,618,42660,0.2413,51.19,618,0.0,9,0.31,True
340.81,419.05,484,42660,0.4285,41.18,484,0.0,9,0.31,True
100.8,401.07,605,42660,0.3546,49.83,605,0.0,9,0.31,True
280.94,64.05,716,42660,0.2802,49.6,716,0.0,9,0.31,True
287.27,480.37,625,42660,0.2742,48.92,625,0.0,9,0.31,True
300.95,405.01,606,42660,0.3433,43.68,606,0.0,9,0.31,True
301.99,489.18,685,42660,0.2975,42.77,685,0.0,9,0.31,True
306.81,237.14,702,42660,0.1872,45.5,702,0.0,9,0.31,True
301.03,77.17,705,42660,0.2079,47.32,705,0.0,9,0.31,True
319.26,102.85,673,42660,0.2521,52.1,673,0.0,9,0.31,True
320.97,474.84,683,42660,0.2991,46.87,683,0.0,9,0.31,True
328.04,429.12,743,42660,0.2814,52.33,743,0.0,9,0.31,True
332.07,88.85,767,42660,0.3027,50.51,767,0.0,9,0.31,True
337.66,447.07,809,42660,0.4214,58.02,809,0.0,9,0.31,True
339.05,46.0,651,42660,0.1901,52.33,651,0.0,9,0.31,True
316.07,62.96,715,42660,0.3023,48.01,715,0.0,9,0.31,True
349.05,286.07,525,42660,0.3313,32.68,525,0.0,10,0.345,True
346.24,304.94,401,42660,0.2563,27.79,401,0.0,10,0.345,True
346.05,430.06,615,42660,0.2981,56.68,615,0.0,10,0.345,True
346.8,273.67,386,42660,0.3133,39.34,386,0.0,10,0.345,True
347.39,440.96,519,42660,0.1483,46.01,519,0.0,10,0.345,True
349.04,84.35,583,42660,0.5235,50.01,583,0.0,10,0.345,True
349.32,418.48,224,42660,0.3289,18.89,224,0.0,10,0.345,True
360.59,90.81,194,42660,0.493,20.01,194,0.0,10,0.345,True
351.03,233.07,593,42660,0.5077,43.35,593,0.0,10,0.345,True
350.81,261.89,591,42660,0.5146,41.79,591,0.0,10,0.345,True
351.86,49.22,599,42660,0.5014,46.68,599,0.0,10,0.345,True
353.43,251.85,544,42660,0.2116,45.79,544,0.0,10,0.345,True
355.97,441.7,149,42660,0.4402,14.0,149,0.0,10,0.345,True
358.62,237.0,214,42660,0.5172,17.78,214,0.0,10,0.345,True
351.27,115.51,244,42660,0.3954,29.34,244,0.0,10,0.345,True
345.92,219.78,439,42660,0.3393,31.56,439,0.0,10,0.345,True
338.87,46.01,660,42660,0.2135,52.24,660,0.0,10,0.345,True
337.74,447.87,764,42660,0.4765,53.79,764,0.0,10,0.345,True
96.98,402.04,642,42660,0.38,46.68,642,0.0,10,0.345,True
279.0,63.85,717,42660,0.2834,49.79,717,0.0,10,0.345,True
286.04,480.3,686,42660,0.3287,50.68,686,0.0,10,0.345,True
296.26,488.07,617,42660,0.2197,42.46,617,0.0,10,0.345,True
297.92,405.04,611,42660,0.3488,43.35,611,0.0,10,0.345,True
299.2,235.3,629,42660,0.2645,46.46,629,0.0,10,0.345,True
340.73,418.16,523,42660,0.4199,41.79,523,0.0,10,0.345,True
314.02,62.82,716,42660,0.3065,48.24,716,0.0,10,0.345,True
318.35,102.89,647,42660,0.2806,50.24,647,0.0,10,0.345,True
319.84,475.03,649,42660,0.2808,48.24,649,0.0,10,0.345,True
326.79,429.7,709,42660,0.2495,48.68,709,0.0,10,0.345,True
331.02,89.0,791,42660,0.2185,52.9,791,0.0,10,0.345,True
335.22,298.24,626,42660,0.2819,51.35,626,0.0,10,0.345,True
299.87,77.35,666,42660,0.1664,43.35,666,0.0,10,0.345,True
346.04,304.01,411,42660,0.071,27.69,411,0.0,11,0.379,True
347.06,117.12,409,42660,0.4631,44.94,409,0.0,11,0.379,True
346.55,429.01,647,42660,0.2989,51.33,647,0.0,11,0.379,True
347.51,273.83,364,42660,0.2017,36.85,364,0.0,11,0.379,True
348.19,441.06,502,42660,0.203,45.16,502,0.0,11,0.379,True
349.09,285.02,515,42660,0.3261,33.65,515,0.0,11,0.379,True
352.11,231.03,599,42660,0.4857,42.6,599,0.0,11,0.379,True
349.6,418.22,230,42660,0.3146,17.89,230,0.0,11,0.379,True
351.08,259.23,545,42660,0.5096,44.52,545,0.0,11,0.379,True
352.81,46.27,545,42660,0.4754,44.3,545,0.0,11,0.379,True
354.07,250.83,557,42660,0.2843,47.71,557,0.0,11,0.379,True
356.2,117.87,304,42660,0.1564,19.81,304,0.0,11,0.379,True
345.03,219.23,443,42660,0.3302,34.08,443,0.0,11,0.379,True
350.03,84.15,652,42660,0.5171,52.4,652,0.0,11,0.379,True
359.65,90.42,149,42660,0.0708,13.63,149,0.0,11,0.379,True
341.02,418.0,477,42660,0.4221,37.7,477,0.0,11,0.379,True
337.26,446.93,771,42660,0.3859,53.89,771,0.0,11,0.379,True
338.68,45.98,658,42660,0.1962,54.32,658,0.0,11,0.379,True
93.11,402.59,603,42660,0.2892,46.01,603,0.0,11,0.379,True
276.93,63.45,722,42660,0.2195,47.93,722,0.0,11,0.379,True
283.17,480.19,642,42660,0.3398,50.91,642,0.0,11,0.379,True
297.17,78.14,674,42660,0.1661,42.81,674,0.0,11,0.379,True
