y,x,frame,t,vial,genotype,sex,day,rep
288.4,100.22,132,4.552,1,w1118,m,2,1
259.68,88.3,132,4.552,1,w1118,m,2,1
243.62,65.86,132,4.552,1,w1118,m,2,1
239.58,124.4,132,4.552,1,w1118,m,2,1
188.77,98.94,132,4.552,1,w1118,m,2,1
181.7,73.05,132,4.552,1,w1118,m,2,1
155.86,87.38,132,4.552,1,w1118,m,2,1
140.42,81.94,132,4.552,1,w1118,m,2,1
129.01,53.8,132,4.552,1,w1118,m,2,1
286.75,100.16,133,4.586,1,w1118,m,2,1
260.85,89.14,133,4.586,1,w1118,m,2,1
244.6,65.77,133,4.586,1,w1118,m,2,1
240.72,124.37,133,4.586,1,w1118,m,2,1
189.85,98.89,133,4.586,1,w1118,m,2,1
184.65,72.07,133,4.586,1,w1118,m,2,1
155.84,87.38,133,4.586,1,w1118,m,2,1
137.7,81.8,133,4.586,1,w1118,m,2,1
128.98,53.83,133,4.586,1,w1118,m,2,1
291.57,98.68,134,4.621,1,w1118,m,2,1
261.89,89.06,134,4.621,1,w1118,m,2,1
244.72,65.92,134,4.621,1,w1118,m,2,1
242.64,124.25,134,4.621,1,w1118,m,2,1
194.63,96.95,134,4.621,1,w1118,m,2,1
184.79,71.74,134,4.621,1,w1118,m,2,1
155.87,87.4,134,4.621,1,w1118,m,2,1
141.68,81.31,134,4.621,1,w1118,m,2,1
129.0,53.82,134,4.621,1,w1118,m,2,1
291.72,98.97,135,4.655,1,w1118,m,2,1
263.78,89.31,135,4.655,1,w1118,m,2,1
244.85,65.68,135,4.655,1,w1118,m,2,1
244.56,124.18,135,4.655,1,w1118,m,2,1
193.63,96.94,135,4.655,1,w1118,m,2,1
191.43,70.96,135,4.655,1,w1118,m,2,1
155.82,87.4,135,4.655,1,w1118,m,2,1
140.8,81.22,135,4.655,1,w1118,m,2,1
129.64,54.06,135,4.655,1,w1118,m,2,1
293.71,99.22,136,4.69,1,w1118,m,2,1
265.74,90.13,136,4.69,1,w1118,m,2,1
246.44,123.82,136,4.69,1,w1118,m,2,1
245.93,64.95,136,4.69,1,w1118,m,2,1
195.67,96.14,136,4.69,1,w1118,m,2,1
187.86,72.04,136,4.69,1,w1118,m,2,1
161.21,86.99,136,4.69,1,w1118,m,2,1
141.94,81.33,136,4.69,1,w1118,m,2,1
129.66,54.07,136,4.69,1,w1118,m,2,1
295.71,99.18,137,4.724,1,w1118,m,2,1
266.71,90.87,137,4.724,1,w1118,m,2,1
247.79,64.25,137,4.724,1,w1118,m,2,1
242.87,124.87,137,4.724,1,w1118,m,2,1
196.59,95.93,137,4.724,1,w1118,m,2,1
189.91,71.95,137,4.724,1,w1118,m,2,1
155.86,87.42,137,4.724,1,w1118,m,2,1
144.83,80.75,137,4.724,1,w1118,m,2,1
129.7,54.05,137,4.724,1,w1118,m,2,1
299.22,97.17,138,4.759,1,w1118,m,2,1
267.77,91.05,138,4.759,1,w1118,m,2,1
249.69,63.98,138,4.759,1,w1118,m,2,1
248.58,124.71,138,4.759,1,w1118,m,2,1
196.77,96.14,138,4.759,1,w1118,m,2,1
196.36,70.08,138,4.759,1,w1118,m,2,1
155.88,87.38,138,4.759,1,w1118,m,2,1
146.72,80.18,138,4.759,1,w1118,m,2,1
129.7,54.03,138,4.759,1,w1118,m,2,1
300.47,97.32,139,4.793,1,w1118,m,2,1
269.71,90.99,139,4.793,1,w1118,m,2,1
250.74,63.93,139,4.793,1,w1118,m,2,1
250.65,124.41,139,4.793,1,w1118,m,2,1
197.78,95.98,139,4.793,1,w1118,m,2,1
192.75,70.45,139,4.793,1,w1118,m,2,1
161.3,86.95,139,4.793,1,w1118,m,2,1
151.61,79.09,139,4.793,1,w1118,m,2,1
129.66,54.06,139,4.793,1,w1118,m,2,1
300.66,97.79,140,4.828,1,w1118,m,2,1
271.73,91.25,140,4.828,1,w1118,m,2,1
252.63,124.34,140,4.828,1,w1118,m,2,1
251.82,64.0,140,4.828,1,w1118,m,2,1
202.48,94.14,140,4.828,1,w1118,m,2,1
193.85,70.9,140,4.828,1,w1118,m,2,1
161.29,86.88,140,4.828,1,w1118,m,2,1
148.77,78.82,140,4.828,1,w1118,m,2,1
129.65,54.08,140,4.828,1,w1118,m,2,1
302.61,97.76,141,4.862,1,w1118,m,2,1
272.67,91.98,141,4.862,1,w1118,m,2,1
255.58,62.76,141,4.862,1,w1118,m,2,1
254.53,123.93,141,4.862,1,w1118,m,2,1
199.76,95.01,141,4.862,1,w1118,m,2,1
195.76,70.79,141,4.862,1,w1118,m,2,1
155.9,87.21,141,4.862,1,w1118,m,2,1
149.81,78.84,141,4.862,1,w1118,m,2,1
129.67,54.09,141,4.862,1,w1118,m,2,1
303.63,97.97,142,4.897,1,w1118,m,2,1
273.71,92.8,142,4.897,1,w1118,m,2,1
257.62,62.03,142,4.897,1,w1118,m,2,1
254.73,123.95,142,4.897,1,w1118,m,2,1
201.75,94.03,142,4.897,1,w1118,m,2,1
197.0,69.83,142,4.897,1,w1118,m,2,1
155.9,87.23,142,4.897,1,w1118,m,2,1
155.54,77.89,142,4.897,1,w1118,m,2,1
129.68,54.11,142,4.897,1,w1118,m,2,1
303.71,98.14,143,4.931,1,w1118,m,2,1
275.7,92.99,143,4.931,1,w1118,m,2,1
260.43,61.12,143,4.931,1,w1118,m,2,1
256.6,124.23,143,4.931,1,w1118,m,2,1
202.85,94.0,143,4.931,1,w1118,m,2,1
199.67,69.18,143,4.931,1,w1118,m,2,1
161.41,87.01,143,4.931,1,w1118,m,2,1
157.52,77.08,143,4.931,1,w1118,m,2,1
129.68,54.08,143,4.931,1,w1118,m,2,1
304.66,98.04,144,4.966,1,w1118,m,2,1
278.65,93.02,144,4.966,1,w1118,m,2,1
262.26,60.89,144,4.966,1,w1118,m,2,1
257.68,124.06,144,4.966,1,w1118,m,2,1
204.68,93.94,144,4.966,1,w1118,m,2,1
199.8,69.05,144,4.966,1,w1118,m,2,1
161.42,86.97,144,4.966,1,w1118,m,2,1
155.66,77.26,144,4.966,1,w1118,m,2,1
129.03,53.84,144,4.966,1,w1118,m,2,1
30.48,249.06,0,0.0,2,w1118,m,2,1
17.74,283.99,0,0.0,2,w1118,m,2,1
12.82,309.52,0,0.0,2,w1118,m,2,1
10.5,289.32,0,0.0,2,w1118,m,2,1
10.0,222.0,0,0.0,2,w1118,m,2,1
8.81,270.05,0,0.0,2,w1118,m,2,1
8.52,257.84,0,0.0,2,w1118,m,2,1
31.51,248.59,1,0.034,2,w1118,m,2,1
18.63,287.73,1,0.034,2,w1118,m,2,1
12.96,309.61,1,0.034,2,w1118,m,2,1
11.29,220.37,1,0.034,2,w1118,m,2,1
10.53,290.2,1,0.034,2,w1118,m,2,1
9.2,268.04,1,0.034,2,w1118,m,2,1
8.38,256.89,1,0.034,2,w1118,m,2,1
31.96,247.13,2,0.069,2,w1118,m,2,1
19.0,289.05,2,0.069,2,w1118,m,2,1
13.37,309.64,2,0.069,2,w1118,m,2,1
12.3,221.13,2,0.069,2,w1118,m,2,1
11.27,291.3,2,0.069,2,w1118,m,2,1
11.17,251.72,2,0.069,2,w1118,m,2,1
9.57,268.14,2,0.069,2,w1118,m,2,1
1.41,253.11,2,0.069,2,w1118,m,2,1
39.2,244.86,3,0.103,2,w1118,m,2,1
19.0,292.88,3,0.103,2,w1118,m,2,1
13.49,309.52,3,0.103,2,w1118,m,2,1
12.46,220.98,3,0.103,2,w1118,m,2,1
10.37,251.24,3,0.103,2,w1118,m,2,1
9.5,290.96,3,0.103,2,w1118,m,2,1
8.91,268.92,3,0.103,2,w1118,m,2,1
42.49,243.3,4,0.138,2,w1118,m,2,1
18.99,295.88,4,0.138,2,w1118,m,2,1
13.61,307.77,4,0.138,2,w1118,m,2,1
12.4,220.67,4,0.138,2,w1118,m,2,1
9.42,250.99,4,0.138,2,w1118,m,2,1
8.82,267.84,4,0.138,2,w1118,m,2,1
7.64,290.43,4,0.138,2,w1118,m,2,1
41.76,241.97,5,0.172,2,w1118,m,2,1
19.51,298.61,5,0.172,2,w1118,m,2,1
13.88,306.93,5,0.172,2,w1118,m,2,1
12.76,273.67,5,0.172,2,w1118,m,2,1
12.61,220.16,5,0.172,2,w1118,m,2,1
10.69,296.23,5,0.172,2,w1118,m,2,1
9.64,249.03,5,0.172,2,w1118,m,2,1
9.49,264.26,5,0.172,2,w1118,m,2,1
44.78,241.04,6,0.207,2,w1118,m,2,1
19.84,296.16,6,0.207,2,w1118,m,2,1
13.87,306.86,6,0.207,2,w1118,m,2,1
13.04,273.76,6,0.207,2,w1118,m,2,1
12.73,220.21,6,0.207,2,w1118,m,2,1
10.66,298.83,6,0.207,2,w1118,m,2,1
9.97,263.98,6,0.207,2,w1118,m,2,1
9.83,245.01,6,0.207,2,w1118,m,2,1
8.18,254.79,6,0.207,2,w1118,m,2,1
7.77,290.24,6,0.207,2,w1118,m,2,1
2.35,267.87,6,0.207,2,w1118,m,2,1
48.76,240.14,7,0.241,2,w1118,m,2,1
20.07,296.9,7,0.241,2,w1118,m,2,1
12.68,273.77,7,0.241,2,w1118,m,2,1
10.93,221.03,7,0.241,2,w1118,m,2,1
10.38,264.29,7,0.241,2,w1118,m,2,1
10.0,299.9,7,0.241,2,w1118,m,2,1
9.68,242.04,7,0.241,2,w1118,m,2,1
7.49,289.25,7,0.241,2,w1118,m,2,1
7.39,253.08,7,0.241,2,w1118,m,2,1
49.84,238.18,8,0.276,2,w1118,m,2,1
20.11,296.94,8,0.276,2,w1118,m,2,1
12.41,273.71,8,0.276,2,w1118,m,2,1
10.84,220.77,8,0.276,2,w1118,m,2,1
10.14,263.12,8,0.276,2,w1118,m,2,1
9.41,301.02,8,0.276,2,w1118,m,2,1
8.69,238.39,8,0.276,2,w1118,m,2,1
6.98,252.96,8,0.276,2,w1118,m,2,1
6.94,288.95,8,0.276,2,w1118,m,2,1
52.89,237.14,9,0.31,2,w1118,m,2,1
20.14,297.01,9,0.31,2,w1118,m,2,1
12.79,220.11,9,0.31,2,w1118,m,2,1
12.68,304.78,9,0.31,2,w1118,m,2,1
12.65,273.66,9,0.31,2,w1118,m,2,1
9.67,262.06,9,0.31,2,w1118,m,2,1
8.4,235.12,9,0.31,2,w1118,m,2,1
8.05,289.11,9,0.31,2,w1118,m,2,1
6.92,252.23,9,0.31,2,w1118,m,2,1
60.5,235.3,10,0.345,2,w1118,m,2,1
24.48,298.24,10,0.345,2,w1118,m,2,1
13.78,219.78,10,0.345,2,w1118,m,2,1
13.46,304.94,10,0.345,2,w1118,m,2,1
12.9,273.67,10,0.345,2,w1118,m,2,1
10.65,286.07,10,0.345,2,w1118,m,2,1
8.89,261.89,10,0.345,2,w1118,m,2,1
8.67,233.07,10,0.345,2,w1118,m,2,1
6.27,251.85,10,0.345,2,w1118,m,2,1
62.44,233.5,11,0.379,2,w1118,m,2,1
23.72,297.89,11,0.379,2,w1118,m,2,1
14.67,219.23,11,0.379,2,w1118,m,2,1
13.66,304.01,11,0.379,2,w1118,m,2,1
12.19,273.83,11,0.379,2,w1118,m,2,1
10.61,285.02,11,0.379,2,w1118,m,2,1
8.62,259.23,11,0.379,2,w1118,m,2,1
7.59,231.03,11,0.379,2,w1118,m,2,1
5.63,250.83,11,0.379,2,w1118,m,2,1
64.45,232.1,12,0.414,2,w1118,m,2,1
27.52,297.95,12,0.414,2,w1118,m,2,1
14.11,219.01,12,0.414,2,w1118,m,2,1
12.76,304.67,12,0.414,2,w1118,m,2,1
12.64,284.93,12,0.414,2,w1118,m,2,1
12.09,274.37,12,0.414,2,w1118,m,2,1
8.53,258.26,12,0.414,2,w1118,m,2,1
7.74,225.18,12,0.414,2,w1118,m,2,1
6.5,249.71,12,0.414,2,w1118,m,2,1
66.52,231.22,13,0.448,2,w1118,m,2,1
28.63,298.03,13,0.448,2,w1118,m,2,1
19.62,219.13,13,0.448,2,w1118,m,2,1
19.48,280.71,13,0.448,2,w1118,m,2,1
18.95,306.44,13,0.448,2,w1118,m,2,1
11.51,274.68,13,0.448,2,w1118,m,2,1
7.97,259.74,13,0.448,2,w1118,m,2,1
7.75,228.98,13,0.448,2,w1118,m,2,1
6.67,248.98,13,0.448,2,w1118,m,2,1
69.49,230.3,14,0.483,2,w1118,m,2,1
31.36,298.24,14,0.483,2,w1118,m,2,1
20.62,279.97,14,0.483,2,w1118,m,2,1
20.55,219.05,14,0.483,2,w1118,m,2,1
19.87,306.42,14,0.483,2,w1118,m,2,1
11.01,274.86,14,0.483,2,w1118,m,2,1
7.98,257.83,14,0.483,2,w1118,m,2,1
7.72,229.03,14,0.483,2,w1118,m,2,1
6.05,249.68,14,0.483,2,w1118,m,2,1
66.85,230.81,15,0.517,2,w1118,m,2,1
30.79,297.87,15,0.517,2,w1118,m,2,1
20.75,218.98,15,0.517,2,w1118,m,2,1
20.15,280.99,15,0.517,2,w1118,m,2,1
19.91,306.47,15,0.517,2,w1118,m,2,1
10.47,275.14,15,0.517,2,w1118,m,2,1
9.31,249.33,15,0.517,2,w1118,m,2,1
7.14,227.89,15,0.517,2,w1118,m,2,1
68.91,229.88,16,0.552,2,w1118,m,2,1
32.78,297.81,16,0.552,2,w1118,m,2,1
21.77,306.95,16,0.552,2,w1118,m,2,1
21.7,219.1,16,0.552,2,w1118,m,2,1
20.91,280.06,16,0.552,2,w1118,m,2,1
13.94,302.89,16,0.552,2,w1118,m,2,1
9.93,275.84,16,0.552,2,w1118,m,2,1
7.84,226.79,16,0.552,2,w1118,m,2,1
7.31,254.08,16,0.552,2,w1118,m,2,1
70.95,229.18,17,0.586,2,w1118,m,2,1
36.67,297.25,17,0.586,2,w1118,m,2,1
27.53,275.98,17,0.586,2,w1118,m,2,1
23.83,307.09,17,0.586,2,w1118,m,2,1
21.81,218.81,17,0.586,2,w1118,m,2,1
14.1,302.96,17,0.586,2,w1118,m,2,1
12.52,224.8,17,0.586,2,w1118,m,2,1
11.37,248.26,17,0.586,2,w1118,m,2,1
9.39,276.55,17,0.586,2,w1118,m,2,1
72.88,228.05,18,0.621,2,w1118,m,2,1
37.8,296.65,18,0.621,2,w1118,m,2,1
26.87,276.3,18,0.621,2,w1118,m,2,1
26.75,307.34,18,0.621,2,w1118,m,2,1
23.68,218.97,18,0.621,2,w1118,m,2,1
14.18,301.91,18,0.621,2,w1118,m,2,1
12.6,224.22,18,0.621,2,w1118,m,2,1
12.32,248.99,18,0.621,2,w1118,m,2,1
8.93,277.06,18,0.621,2,w1118,m,2,1
74.86,226.97,19,0.655,2,w1118,m,2,1
42.61,296.18,19,0.655,2,w1118,m,2,1
28.81,308.07,19,0.655,2,w1118,m,2,1
28.79,276.25,19,0.655,2,w1118,m,2,1
24.68,219.04,19,0.655,2,w1118,m,2,1
14.12,300.77,19,0.655,2,w1118,m,2,1
13.43,223.71,19,0.655,2,w1118,m,2,1
13.33,249.3,19,0.655,2,w1118,m,2,1
8.17,277.93,19,0.655,2,w1118,m,2,1
77.88,226.23,20,0.69,2,w1118,m,2,1
42.71,296.17,20,0.69,2,w1118,m,2,1
35.52,308.45,20,0.69,2,w1118,m,2,1
34.63,273.52,20,0.69,2,w1118,m,2,1
26.7,218.92,20,0.69,2,w1118,m,2,1
19.17,223.93,20,0.69,2,w1118,m,2,1
18.54,249.22,20,0.69,2,w1118,m,2,1
14.17,298.73,20,0.69,2,w1118,m,2,1
7.56,278.69,20,0.69,2,w1118,m,2,1
83.48,223.87,21,0.724,2,w1118,m,2,1
44.79,295.64,21,0.724,2,w1118,m,2,1
34.74,273.25,21,0.724,2,w1118,m,2,1
33.8,308.6,21,0.724,2,w1118,m,2,1
27.65,218.94,21,0.724,2,w1118,m,2,1
19.75,223.87,21,0.724,2,w1118,m,2,1
19.53,249.73,21,0.724,2,w1118,m,2,1
14.27,297.31,21,0.724,2,w1118,m,2,1
7.93,247.49,21,0.724,2,w1118,m,2,1
7.07,279.56,21,0.724,2,w1118,m,2,1
84.59,223.05,22,0.759,2,w1118,m,2,1
46.78,295.13,22,0.759,2,w1118,m,2,1
38.57,271.88,22,0.759,2,w1118,m,2,1
35.93,308.84,22,0.759,2,w1118,m,2,1
29.71,218.82,22,0.759,2,w1118,m,2,1
19.7,222.96,22,0.759,2,w1118,m,2,1
19.09,250.12,22,0.759,2,w1118,m,2,1
15.03,290.78,22,0.759,2,w1118,m,2,1
8.51,245.03,22,0.759,2,w1118,m,2,1
6.65,280.06,22,0.759,2,w1118,m,2,1
84.83,222.4,23,0.793,2,w1118,m,2,1
49.68,294.92,23,0.793,2,w1118,m,2,1
40.58,271.59,23,0.793,2,w1118,m,2,1
37.91,309.02,23,0.793,2,w1118,m,2,1
30.82,218.89,23,0.793,2,w1118,m,2,1
19.93,249.7,23,0.793,2,w1118,m,2,1
19.85,223.03,23,0.793,2,w1118,m,2,1
14.51,289.03,23,0.793,2,w1118,m,2,1
8.73,244.27,23,0.793,2,w1118,m,2,1
5.88,280.9,23,0.793,2,w1118,m,2,1
86.85,222.08,24,0.828,2,w1118,m,2,1
52.56,294.1,24,0.828,2,w1118,m,2,1
45.33,309.69,24,0.828,2,w1118,m,2,1
43.26,270.93,24,0.828,2,w1118,m,2,1
32.79,218.82,24,0.828,2,w1118,m,2,1
26.6,250.94,24,0.828,2,w1118,m,2,1
20.77,222.35,24,0.828,2,w1118,m,2,1
14.52,287.03,24,0.828,2,w1118,m,2,1
8.75,243.99,24,0.828,2,w1118,m,2,1
5.76,282.01,24,0.828,2,w1118,m,2,1
88.85,220.41,25,0.862,2,w1118,m,2,1
52.81,293.92,25,0.862,2,w1118,m,2,1
45.5,270.07,25,0.862,2,w1118,m,2,1
42.92,309.3,25,0.862,2,w1118,m,2,1
34.76,218.96,25,0.862,2,w1118,m,2,1
26.64,251.03,25,0.862,2,w1118,m,2,1
22.72,222.06,25,0.862,2,w1118,m,2,1
14.46,286.08,25,0.862,2,w1118,m,2,1
8.84,243.04,25,0.862,2,w1118,m,2,1
6.09,282.05,25,0.862,2,w1118,m,2,1
89.8,219.85,26,0.897,2,w1118,m,2,1
54.83,293.86,26,0.897,2,w1118,m,2,1
48.52,270.24,26,0.897,2,w1118,m,2,1
44.95,309.34,26,0.897,2,w1118,m,2,1
36.63,218.92,26,0.897,2,w1118,m,2,1
28.66,251.04,26,0.897,2,w1118,m,2,1
23.86,221.9,26,0.897,2,w1118,m,2,1
9.36,240.3,26,0.897,2,w1118,m,2,1
6.47,282.78,26,0.897,2,w1118,m,2,1
91.1,219.68,27,0.931,2,w1118,m,2,1
58.65,292.98,27,0.931,2,w1118,m,2,1
49.61,270.86,27,0.931,2,w1118,m,2,1
47.85,309.88,27,0.931,2,w1118,m,2,1
37.8,218.79,27,0.931,2,w1118,m,2,1
30.63,251.02,27,0.931,2,w1118,m,2,1
25.08,221.43,27,0.931,2,w1118,m,2,1
9.28,240.01,27,0.931,2,w1118,m,2,1
6.41,282.27,27,0.931,2,w1118,m,2,1
92.95,218.89,28,0.966,2,w1118,m,2,1
58.83,292.65,28,0.966,2,w1118,m,2,1
53.51,310.2,28,0.966,2,w1118,m,2,1
52.5,269.41,28,0.966,2,w1118,m,2,1
39.7,218.84,28,0.966,2,w1118,m,2,1
33.63,251.78,28,0.966,2,w1118,m,2,1
27.72,221.24,28,0.966,2,w1118,m,2,1
9.34,239.18,28,0.966,2,w1118,m,2,1
6.54,282.15,28,0.966,2,w1118,m,2,1
94.74,218.22,29,1.0,2,w1118,m,2,1
61.8,291.82,29,1.0,2,w1118,m,2,1
55.55,310.36,29,1.0,2,w1118,m,2,1
48.78,269.94,29,1.0,2,w1118,m,2,1
40.79,218.71,29,1.0,2,w1118,m,2,1
31.68,251.26,29,1.0,2,w1118,m,2,1
28.99,221.38,29,1.0,2,w1118,m,2,1
13.53,278.09,29,1.0,2,w1118,m,2,1
9.35,238.22,29,1.0,2,w1118,m,2,1
6.5,281.98,29,1.0,2,w1118,m,2,1
98.45,217.82,30,1.034,2,w1118,m,2,1
63.82,291.74,30,1.034,2,w1118,m,2,1
57.42,310.4,30,1.034,2,w1118,m,2,1
51.79,269.04,30,1.034,2,w1118,m,2,1
42.75,218.72,30,1.034,2,w1118,m,2,1
33.64,251.72,30,1.034,2,w1118,m,2,1
30.87,221.16,30,1.034,2,w1118,m,2,1
13.39,276.92,30,1.034,2,w1118,m,2,1
9.42,237.28,30,1.034,2,w1118,m,2,1
6.6,281.93,30,1.034,2,w1118,m,2,1
100.53,217.5,31,1.069,2,w1118,m,2,1
66.75,291.16,31,1.069,2,w1118,m,2,1
59.55,310.43,31,1.069,2,w1118,m,2,1
58.42,267.17,31,1.069,2,w1118,m,2,1
44.54,218.74,31,1.069,2,w1118,m,2,1
33.64,251.21,31,1.069,2,w1118,m,2,1
32.71,220.84,31,1.069,2,w1118,m,2,1
13.02,276.68,31,1.069,2,w1118,m,2,1
9.68,236.34,31,1.069,2,w1118,m,2,1
6.68,282.1,31,1.069,2,w1118,m,2,1
100.64,216.64,32,1.103,2,w1118,m,2,1
69.6,290.22,32,1.103,2,w1118,m,2,1
60.56,266.29,32,1.103,2,w1118,m,2,1
57.83,310.4,32,1.103,2,w1118,m,2,1
44.69,218.55,32,1.103,2,w1118,m,2,1
33.78,220.8,32,1.103,2,w1118,m,2,1
33.69,251.23,32,1.103,2,w1118,m,2,1
13.06,274.98,32,1.103,2,w1118,m,2,1
10.02,235.77,32,1.103,2,w1118,m,2,1
7.57,282.72,32,1.103,2,w1118,m,2,1
100.84,216.32,33,1.138,2,w1118,m,2,1
70.71,289.95,33,1.138,2,w1118,m,2,1
64.45,310.44,33,1.138,2,w1118,m,2,1
63.44,265.29,33,1.138,2,w1118,m,2,1
46.59,218.52,33,1.138,2,w1118,m,2,1
35.72,220.24,33,1.138,2,w1118,m,2,1
33.83,251.1,33,1.138,2,w1118,m,2,1
12.81,274.8,33,1.138,2,w1118,m,2,1
10.21,235.02,33,1.138,2,w1118,m,2,1
6.79,283.07,33,1.138,2,w1118,m,2,1
102.7,216.06,34,1.172,2,w1118,m,2,1
71.83,289.83,34,1.172,2,w1118,m,2,1
62.8,310.37,34,1.172,2,w1118,m,2,1
61.74,266.06,34,1.172,2,w1118,m,2,1
48.25,218.28,34,1.172,2,w1118,m,2,1
36.8,220.24,34,1.172,2,w1118,m,2,1
34.67,251.21,34,1.172,2,w1118,m,2,1
12.71,273.87,34,1.172,2,w1118,m,2,1
10.96,233.74,34,1.172,2,w1118,m,2,1
6.83,283.3,34,1.172,2,w1118,m,2,1
103.2,215.99,35,1.207,2,w1118,m,2,1
74.76,288.97,35,1.207,2,w1118,m,2,1
64.91,310.76,35,1.207,2,w1118,m,2,1
62.67,266.69,35,1.207,2,w1118,m,2,1
49.35,218.24,35,1.207,2,w1118,m,2,1
38.8,220.24,35,1.207,2,w1118,m,2,1
34.84,251.12,35,1.207,2,w1118,m,2,1
12.71,270.29,35,1.207,2,w1118,m,2,1
11.64,232.12,35,1.207,2,w1118,m,2,1
7.84,283.62,35,1.207,2,w1118,m,2,1
105.71,216.05,36,1.241,2,w1118,m,2,1
76.76,288.15,36,1.241,2,w1118,m,2,1
70.58,310.83,36,1.241,2,w1118,m,2,1
65.76,265.25,36,1.241,2,w1118,m,2,1
48.59,218.34,36,1.241,2,w1118,m,2,1
39.86,220.24,36,1.241,2,w1118,m,2,1
36.75,250.81,36,1.241,2,w1118,m,2,1
12.5,270.14,36,1.241,2,w1118,m,2,1
11.88,230.94,36,1.241,2,w1118,m,2,1
9.8,283.1,36,1.241,2,w1118,m,2,1
106.77,216.03,37,1.276,2,w1118,m,2,1
78.77,287.85,37,1.276,2,w1118,m,2,1
70.62,263.83,37,1.276,2,w1118,m,2,1
69.78,310.92,37,1.276,2,w1118,m,2,1
41.78,220.12,37,1.276,2,w1118,m,2,1
37.75,250.77,37,1.276,2,w1118,m,2,1
13.26,226.34,37,1.276,2,w1118,m,2,1
12.33,269.14,37,1.276,2,w1118,m,2,1
10.79,283.39,37,1.276,2,w1118,m,2,1
107.12,216.16,38,1.31,2,w1118,m,2,1
83.6,286.9,38,1.31,2,w1118,m,2,1
74.27,263.35,38,1.31,2,w1118,m,2,1
70.96,310.56,38,1.31,2,w1118,m,2,1
44.35,249.88,38,1.31,2,w1118,m,2,1
43.82,220.09,38,1.31,2,w1118,m,2,1
12.77,225.0,38,1.31,2,w1118,m,2,1
12.67,283.42,38,1.31,2,w1118,m,2,1
12.02,269.79,38,1.31,2,w1118,m,2,1
110.59,216.85,39,1.345,2,w1118,m,2,1
86.31,286.26,39,1.345,2,w1118,m,2,1
76.32,263.77,39,1.345,2,w1118,m,2,1
73.77,311.09,39,1.345,2,w1118,m,2,1
46.54,249.29,39,1.345,2,w1118,m,2,1
45.78,219.63,39,1.345,2,w1118,m,2,1
13.45,223.18,39,1.345,2,w1118,m,2,1
13.45,283.43,39,1.345,2,w1118,m,2,1
11.67,266.24,39,1.345,2,w1118,m,2,1
112.53,216.94,40,1.379,2,w1118,m,2,1
88.48,286.23,40,1.379,2,w1118,m,2,1
74.79,310.98,40,1.379,2,w1118,m,2,1
73.78,263.83,40,1.379,2,w1118,m,2,1
52.36,218.9,40,1.379,2,w1118,m,2,1
44.76,249.03,40,1.379,2,w1118,m,2,1
19.69,284.19,40,1.379,2,w1118,m,2,1
13.86,223.21,40,1.379,2,w1118,m,2,1
11.5,265.13,40,1.379,2,w1118,m,2,1
114.16,217.13,41,1.414,2,w1118,m,2,1
91.43,286.29,41,1.414,2,w1118,m,2,1
80.62,310.77,41,1.414,2,w1118,m,2,1
76.68,263.08,41,1.414,2,w1118,m,2,1
53.24,219.71,41,1.414,2,w1118,m,2,1
47.78,248.27,41,1.414,2,w1118,m,2,1
20.0,283.9,41,1.414,2,w1118,m,2,1
13.51,223.7,41,1.414,2,w1118,m,2,1
10.89,263.87,41,1.414,2,w1118,m,2,1
115.32,217.56,42,1.448,2,w1118,m,2,1
94.19,286.02,42,1.448,2,w1118,m,2,1
82.68,310.79,42,1.448,2,w1118,m,2,1
78.71,262.92,42,1.448,2,w1118,m,2,1
55.5,247.14,42,1.448,2,w1118,m,2,1
49.02,219.79,42,1.448,2,w1118,m,2,1
20.56,284.03,42,1.448,2,w1118,m,2,1
13.53,223.79,42,1.448,2,w1118,m,2,1
10.48,260.93,42,1.448,2,w1118,m,2,1
115.56,217.61,43,1.483,2,w1118,m,2,1
96.31,285.96,43,1.483,2,w1118,m,2,1
85.6,310.97,43,1.483,2,w1118,m,2,1
80.7,263.18,43,1.483,2,w1118,m,2,1
54.76,247.03,43,1.483,2,w1118,m,2,1
50.9,219.5,43,1.483,2,w1118,m,2,1
20.18,284.09,43,1.483,2,w1118,m,2,1
18.71,222.29,43,1.483,2,w1118,m,2,1
10.27,257.11,43,1.483,2,w1118,m,2,1
115.7,217.93,44,1.517,2,w1118,m,2,1
96.72,286.34,44,1.517,2,w1118,m,2,1
86.68,310.78,44,1.517,2,w1118,m,2,1
82.79,261.95,44,1.517,2,w1118,m,2,1
55.86,246.44,44,1.517,2,w1118,m,2,1
52.77,218.89,44,1.517,2,w1118,m,2,1
20.28,284.63,44,1.517,2,w1118,m,2,1
19.59,221.97,44,1.517,2,w1118,m,2,1
9.85,256.72,44,1.517,2,w1118,m,2,1
115.8,217.92,45,1.552,2,w1118,m,2,1
98.74,286.7,45,1.552,2,w1118,m,2,1
89.52,310.71,45,1.552,2,w1118,m,2,1
85.73,260.95,45,1.552,2,w1118,m,2,1
58.8,245.45,45,1.552,2,w1118,m,2,1
58.72,220.88,45,1.552,2,w1118,m,2,1
21.06,284.77,45,1.552,2,w1118,m,2,1
19.88,221.97,45,1.552,2,w1118,m,2,1
9.06,250.45,45,1.552,2,w1118,m,2,1
118.44,218.68,46,1.586,2,w1118,m,2,1
101.64,286.27,46,1.586,2,w1118,m,2,1
