y,x,frame,t,vial,genotype,sex,day,rep
148.77,116.7,72,2.483,1,w1118,m,2,1
128.67,101.09,72,2.483,1,w1118,m,2,1
103.67,115.02,72,2.483,1,w1118,m,2,1
90.23,70.92,72,2.483,1,w1118,m,2,1
84.79,36.96,72,2.483,1,w1118,m,2,1
27.73,83.42,72,2.483,1,w1118,m,2,1
176.8,73.97,73,2.517,1,w1118,m,2,1
169.71,45.73,73,2.517,1,w1118,m,2,1
159.68,70.79,73,2.517,1,w1118,m,2,1
150.66,116.74,73,2.517,1,w1118,m,2,1
128.68,101.01,73,2.517,1,w1118,m,2,1
104.73,114.98,73,2.517,1,w1118,m,2,1
88.65,70.88,73,2.517,1,w1118,m,2,1
85.73,37.0,73,2.517,1,w1118,m,2,1
32.67,83.39,73,2.517,1,w1118,m,2,1
177.82,74.28,74,2.552,1,w1118,m,2,1
171.66,46.88,74,2.552,1,w1118,m,2,1
160.77,70.01,74,2.552,1,w1118,m,2,1
152.65,117.11,74,2.552,1,w1118,m,2,1
128.63,101.01,74,2.552,1,w1118,m,2,1
105.73,115.03,74,2.552,1,w1118,m,2,1
88.47,37.97,74,2.552,1,w1118,m,2,1
87.74,71.1,74,2.552,1,w1118,m,2,1
34.65,83.21,74,2.552,1,w1118,m,2,1
182.63,77.95,75,2.586,1,w1118,m,2,1
171.79,46.98,75,2.586,1,w1118,m,2,1
162.76,69.69,75,2.586,1,w1118,m,2,1
152.73,117.26,75,2.586,1,w1118,m,2,1
128.65,101.03,75,2.586,1,w1118,m,2,1
106.76,114.78,75,2.586,1,w1118,m,2,1
93.47,71.72,75,2.586,1,w1118,m,2,1
89.53,38.04,75,2.586,1,w1118,m,2,1
35.65,83.34,75,2.586,1,w1118,m,2,1
184.66,79.91,76,2.621,1,w1118,m,2,1
173.77,47.76,76,2.621,1,w1118,m,2,1
163.98,69.83,76,2.621,1,w1118,m,2,1
155.6,117.98,76,2.621,1,w1118,m,2,1
128.65,101.03,76,2.621,1,w1118,m,2,1
108.69,114.63,76,2.621,1,w1118,m,2,1
93.65,71.69,76,2.621,1,w1118,m,2,1
88.85,37.12,76,2.621,1,w1118,m,2,1
37.66,84.13,76,2.621,1,w1118,m,2,1
183.74,79.03,77,2.655,1,w1118,m,2,1
174.73,47.53,77,2.655,1,w1118,m,2,1
165.99,69.03,77,2.655,1,w1118,m,2,1
155.72,118.13,77,2.655,1,w1118,m,2,1
132.39,101.98,77,2.655,1,w1118,m,2,1
110.7,114.21,77,2.655,1,w1118,m,2,1
91.72,71.33,77,2.655,1,w1118,m,2,1
88.95,37.15,77,2.655,1,w1118,m,2,1
41.51,84.66,77,2.655,1,w1118,m,2,1
185.84,80.74,78,2.69,1,w1118,m,2,1
176.75,48.06,78,2.69,1,w1118,m,2,1
168.68,68.07,78,2.69,1,w1118,m,2,1
156.7,118.3,78,2.69,1,w1118,m,2,1
127.77,100.92,78,2.69,1,w1118,m,2,1
112.69,114.12,78,2.69,1,w1118,m,2,1
97.28,71.72,78,2.69,1,w1118,m,2,1
90.63,37.34,78,2.69,1,w1118,m,2,1
41.67,83.98,78,2.69,1,w1118,m,2,1
187.59,82.07,79,2.724,1,w1118,m,2,1
177.88,48.18,79,2.724,1,w1118,m,2,1
169.93,67.41,79,2.724,1,w1118,m,2,1
158.69,118.14,79,2.724,1,w1118,m,2,1
128.62,101.05,79,2.724,1,w1118,m,2,1
114.62,114.03,79,2.724,1,w1118,m,2,1
98.33,71.91,79,2.724,1,w1118,m,2,1
91.85,37.99,79,2.724,1,w1118,m,2,1
44.51,83.71,79,2.724,1,w1118,m,2,1
189.65,84.0,80,2.759,1,w1118,m,2,1
180.58,49.14,80,2.759,1,w1118,m,2,1
171.83,67.67,80,2.759,1,w1118,m,2,1
161.51,118.89,80,2.759,1,w1118,m,2,1
128.65,101.08,80,2.759,1,w1118,m,2,1
115.73,113.9,80,2.759,1,w1118,m,2,1
94.73,71.7,80,2.759,1,w1118,m,2,1
92.86,38.2,80,2.759,1,w1118,m,2,1
47.19,84.34,80,2.759,1,w1118,m,2,1
190.96,83.89,81,2.793,1,w1118,m,2,1
181.65,49.24,81,2.793,1,w1118,m,2,1
176.61,66.89,81,2.793,1,w1118,m,2,1
160.71,118.92,81,2.793,1,w1118,m,2,1
128.65,101.08,81,2.793,1,w1118,m,2,1
120.55,113.2,81,2.793,1,w1118,m,2,1
102.12,72.88,81,2.793,1,w1118,m,2,1
93.86,38.15,81,2.793,1,w1118,m,2,1
48.49,84.65,81,2.793,1,w1118,m,2,1
193.68,85.12,82,2.828,1,w1118,m,2,1
183.64,50.08,82,2.828,1,w1118,m,2,1
178.58,66.04,82,2.828,1,w1118,m,2,1
161.7,119.08,82,2.828,1,w1118,m,2,1
128.61,101.07,82,2.828,1,w1118,m,2,1
121.64,113.29,82,2.828,1,w1118,m,2,1
103.47,72.91,82,2.828,1,w1118,m,2,1
97.62,39.98,82,2.828,1,w1118,m,2,1
47.62,84.84,82,2.828,1,w1118,m,2,1
194.74,86.92,83,2.862,1,w1118,m,2,1
184.58,50.39,83,2.862,1,w1118,m,2,1
177.79,65.69,83,2.862,1,w1118,m,2,1
166.34,120.01,83,2.862,1,w1118,m,2,1
128.62,101.09,83,2.862,1,w1118,m,2,1
120.74,113.98,83,2.862,1,w1118,m,2,1
105.51,73.23,83,2.862,1,w1118,m,2,1
96.81,39.31,83,2.862,1,w1118,m,2,1
49.61,84.94,83,2.862,1,w1118,m,2,1
199.41,89.86,84,2.897,1,w1118,m,2,1
186.56,51.38,84,2.897,1,w1118,m,2,1
179.79,65.39,84,2.897,1,w1118,m,2,1
167.5,119.86,84,2.897,1,w1118,m,2,1
128.63,101.1,84,2.897,1,w1118,m,2,1
125.52,113.28,84,2.897,1,w1118,m,2,1
106.65,73.39,84,2.897,1,w1118,m,2,1
98.82,39.96,84,2.897,1,w1118,m,2,1
51.61,84.84,84,2.897,1,w1118,m,2,1
201.54,89.95,85,2.931,1,w1118,m,2,1
188.72,51.93,85,2.931,1,w1118,m,2,1
184.6,64.85,85,2.931,1,w1118,m,2,1
168.51,120.03,85,2.931,1,w1118,m,2,1
127.8,100.95,85,2.931,1,w1118,m,2,1
127.39,113.14,85,2.931,1,w1118,m,2,1
108.49,73.9,85,2.931,1,w1118,m,2,1
99.85,39.98,85,2.931,1,w1118,m,2,1
53.65,84.92,85,2.931,1,w1118,m,2,1
203.63,90.86,86,2.966,1,w1118,m,2,1
189.87,52.82,86,2.966,1,w1118,m,2,1
185.66,64.05,86,2.966,1,w1118,m,2,1
166.78,120.0,86,2.966,1,w1118,m,2,1
127.82,100.3,86,2.966,1,w1118,m,2,1
126.66,113.13,86,2.966,1,w1118,m,2,1
105.67,73.91,86,2.966,1,w1118,m,2,1
100.63,40.17,86,2.966,1,w1118,m,2,1
54.66,85.18,86,2.966,1,w1118,m,2,1
201.75,91.01,87,3.0,1,w1118,m,2,1
190.72,53.42,87,3.0,1,w1118,m,2,1
186.59,63.88,87,3.0,1,w1118,m,2,1
171.38,120.96,87,3.0,1,w1118,m,2,1
131.58,101.09,87,3.0,1,w1118,m,2,1
128.69,113.22,87,3.0,1,w1118,m,2,1
106.71,74.67,87,3.0,1,w1118,m,2,1
102.67,41.04,87,3.0,1,w1118,m,2,1
53.86,84.95,87,3.0,1,w1118,m,2,1
203.82,91.86,88,3.034,1,w1118,m,2,1
193.68,54.88,88,3.034,1,w1118,m,2,1
191.14,63.28,88,3.034,1,w1118,m,2,1
170.7,120.87,88,3.034,1,w1118,m,2,1
131.59,113.06,88,3.034,1,w1118,m,2,1
128.79,100.13,88,3.034,1,w1118,m,2,1
107.81,74.71,88,3.034,1,w1118,m,2,1
102.78,41.14,88,3.034,1,w1118,m,2,1
57.66,84.89,88,3.034,1,w1118,m,2,1
205.81,92.17,89,3.069,1,w1118,m,2,1
194.77,54.93,89,3.069,1,w1118,m,2,1
192.47,63.46,89,3.069,1,w1118,m,2,1
172.63,120.77,89,3.069,1,w1118,m,2,1
130.66,113.03,89,3.069,1,w1118,m,2,1
128.79,100.1,89,3.069,1,w1118,m,2,1
108.82,75.07,89,3.069,1,w1118,m,2,1
104.67,41.96,89,3.069,1,w1118,m,2,1
62.59,85.09,89,3.069,1,w1118,m,2,1
210.55,93.07,90,3.103,1,w1118,m,2,1
196.5,55.4,90,3.103,1,w1118,m,2,1
193.34,63.98,90,3.103,1,w1118,m,2,1
174.58,120.9,90,3.103,1,w1118,m,2,1
131.73,112.99,90,3.103,1,w1118,m,2,1
128.84,100.04,90,3.103,1,w1118,m,2,1
116.16,76.56,90,3.103,1,w1118,m,2,1
105.67,42.01,90,3.103,1,w1118,m,2,1
65.41,84.98,90,3.103,1,w1118,m,2,1
212.56,95.07,91,3.138,1,w1118,m,2,1
197.6,55.38,91,3.138,1,w1118,m,2,1
189.77,65.02,91,3.138,1,w1118,m,2,1
177.45,121.84,91,3.138,1,w1118,m,2,1
131.87,112.99,91,3.138,1,w1118,m,2,1
131.63,100.91,91,3.138,1,w1118,m,2,1
117.39,77.11,91,3.138,1,w1118,m,2,1
105.82,42.14,91,3.138,1,w1118,m,2,1
65.62,84.96,91,3.138,1,w1118,m,2,1
214.57,96.08,92,3.172,1,w1118,m,2,1
199.62,55.44,92,3.172,1,w1118,m,2,1
194.63,64.88,92,3.172,1,w1118,m,2,1
174.72,121.38,92,3.172,1,w1118,m,2,1
133.88,112.98,92,3.172,1,w1118,m,2,1
129.63,100.17,92,3.172,1,w1118,m,2,1
114.75,76.84,92,3.172,1,w1118,m,2,1
107.8,42.84,92,3.172,1,w1118,m,2,1
68.47,84.81,92,3.172,1,w1118,m,2,1
217.29,96.11,93,3.207,1,w1118,m,2,1
201.8,55.98,93,3.207,1,w1118,m,2,1
191.8,64.93,93,3.207,1,w1118,m,2,1
176.77,122.0,93,3.207,1,w1118,m,2,1
136.72,112.26,93,3.207,1,w1118,m,2,1
131.64,100.89,93,3.207,1,w1118,m,2,1
116.7,77.23,93,3.207,1,w1118,m,2,1
108.78,42.94,93,3.207,1,w1118,m,2,1
65.78,84.16,93,3.207,1,w1118,m,2,1
218.63,96.06,94,3.241,1,w1118,m,2,1
203.58,57.37,94,3.241,1,w1118,m,2,1
195.58,65.03,94,3.241,1,w1118,m,2,1
177.85,122.17,94,3.241,1,w1118,m,2,1
141.38,111.06,94,3.241,1,w1118,m,2,1
131.65,100.87,94,3.241,1,w1118,m,2,1
123.31,78.76,94,3.241,1,w1118,m,2,1
111.61,43.97,94,3.241,1,w1118,m,2,1
66.83,84.15,94,3.241,1,w1118,m,2,1
219.62,97.03,95,3.276,1,w1118,m,2,1
204.69,58.11,95,3.276,1,w1118,m,2,1
199.55,65.58,95,3.276,1,w1118,m,2,1
178.91,122.08,95,3.276,1,w1118,m,2,1
141.68,111.13,95,3.276,1,w1118,m,2,1
129.69,100.06,95,3.276,1,w1118,m,2,1
123.61,78.98,95,3.276,1,w1118,m,2,1
111.69,43.83,95,3.276,1,w1118,m,2,1
69.75,84.34,95,3.276,1,w1118,m,2,1
223.36,98.01,96,3.31,1,w1118,m,2,1
206.78,59.0,96,3.31,1,w1118,m,2,1
194.87,65.9,96,3.31,1,w1118,m,2,1
183.61,122.95,96,3.31,1,w1118,m,2,1
142.66,111.13,96,3.31,1,w1118,m,2,1
128.89,99.86,96,3.31,1,w1118,m,2,1
121.85,79.13,96,3.31,1,w1118,m,2,1
111.77,43.95,96,3.31,1,w1118,m,2,1
74.65,84.69,96,3.31,1,w1118,m,2,1
221.77,97.37,97,3.345,1,w1118,m,2,1
209.87,59.76,97,3.345,1,w1118,m,2,1
195.86,65.68,97,3.345,1,w1118,m,2,1
181.74,123.09,97,3.345,1,w1118,m,2,1
144.65,110.97,97,3.345,1,w1118,m,2,1
129.72,100.04,97,3.345,1,w1118,m,2,1
124.65,78.91,97,3.345,1,w1118,m,2,1
113.76,44.85,97,3.345,1,w1118,m,2,1
72.94,84.62,97,3.345,1,w1118,m,2,1
223.81,97.44,98,3.379,1,w1118,m,2,1
211.61,60.98,98,3.379,1,w1118,m,2,1
196.76,66.08,98,3.379,1,w1118,m,2,1
184.68,123.24,98,3.379,1,w1118,m,2,1
144.65,111.16,98,3.379,1,w1118,m,2,1
129.76,99.93,98,3.379,1,w1118,m,2,1
125.67,78.87,98,3.379,1,w1118,m,2,1
113.81,44.91,98,3.379,1,w1118,m,2,1
77.64,84.64,98,3.379,1,w1118,m,2,1
225.73,98.58,99,3.414,1,w1118,m,2,1
216.13,63.76,99,3.414,1,w1118,m,2,1
198.74,67.17,99,3.414,1,w1118,m,2,1
188.22,123.84,99,3.414,1,w1118,m,2,1
145.69,111.03,99,3.414,1,w1118,m,2,1
134.28,99.3,99,3.414,1,w1118,m,2,1
126.82,79.32,99,3.414,1,w1118,m,2,1
114.66,45.11,99,3.414,1,w1118,m,2,1
79.64,84.4,99,3.414,1,w1118,m,2,1
227.73,99.69,100,3.448,1,w1118,m,2,1
213.5,61.41,100,3.448,1,w1118,m,2,1
198.92,67.42,100,3.448,1,w1118,m,2,1
185.84,123.0,100,3.448,1,w1118,m,2,1
146.72,111.06,100,3.448,1,w1118,m,2,1
130.94,99.01,100,3.448,1,w1118,m,2,1
129.62,79.68,100,3.448,1,w1118,m,2,1
114.88,44.93,100,3.448,1,w1118,m,2,1
77.78,84.64,100,3.448,1,w1118,m,2,1
230.68,99.28,101,3.483,1,w1118,m,2,1
214.83,62.06,101,3.483,1,w1118,m,2,1
204.67,67.37,101,3.483,1,w1118,m,2,1
190.58,123.69,101,3.483,1,w1118,m,2,1
147.82,111.08,101,3.483,1,w1118,m,2,1
134.6,97.01,101,3.483,1,w1118,m,2,1
129.83,79.81,101,3.483,1,w1118,m,2,1
115.84,45.81,101,3.483,1,w1118,m,2,1
79.73,85.27,101,3.483,1,w1118,m,2,1
233.63,99.2,102,3.517,1,w1118,m,2,1
220.44,66.01,102,3.517,1,w1118,m,2,1
206.59,67.07,102,3.517,1,w1118,m,2,1
193.29,124.08,102,3.517,1,w1118,m,2,1
149.7,110.87,102,3.517,1,w1118,m,2,1
138.65,93.3,102,3.517,1,w1118,m,2,1
136.34,80.81,102,3.517,1,w1118,m,2,1
117.69,46.95,102,3.517,1,w1118,m,2,1
80.89,85.4,102,3.517,1,w1118,m,2,1
236.52,99.93,103,3.552,1,w1118,m,2,1
217.6,64.13,103,3.552,1,w1118,m,2,1
208.39,67.01,103,3.552,1,w1118,m,2,1
194.53,124.32,103,3.552,1,w1118,m,2,1
150.62,110.81,103,3.552,1,w1118,m,2,1
135.05,96.02,103,3.552,1,w1118,m,2,1
132.91,79.84,103,3.552,1,w1118,m,2,1
116.77,46.22,103,3.552,1,w1118,m,2,1
82.77,85.27,103,3.552,1,w1118,m,2,1
236.68,100.47,104,3.586,1,w1118,m,2,1
219.52,65.25,104,3.586,1,w1118,m,2,1
204.81,67.21,104,3.586,1,w1118,m,2,1
195.56,124.35,104,3.586,1,w1118,m,2,1
152.72,110.08,104,3.586,1,w1118,m,2,1
139.4,81.05,104,3.586,1,w1118,m,2,1
136.94,95.07,104,3.586,1,w1118,m,2,1
117.88,46.9,104,3.586,1,w1118,m,2,1
83.73,85.18,104,3.586,1,w1118,m,2,1
239.62,100.65,105,3.621,1,w1118,m,2,1
221.57,65.26,105,3.621,1,w1118,m,2,1
205.81,67.63,105,3.621,1,w1118,m,2,1
197.57,124.01,105,3.621,1,w1118,m,2,1
157.47,108.6,105,3.621,1,w1118,m,2,1
139.03,93.19,105,3.621,1,w1118,m,2,1
136.77,80.93,105,3.621,1,w1118,m,2,1
118.66,47.2,105,3.621,1,w1118,m,2,1
90.35,85.04,105,3.621,1,w1118,m,2,1
237.78,100.35,106,3.655,1,w1118,m,2,1
224.67,67.04,106,3.655,1,w1118,m,2,1
206.7,68.14,106,3.655,1,w1118,m,2,1
195.76,124.29,106,3.655,1,w1118,m,2,1
156.68,109.17,106,3.655,1,w1118,m,2,1
140.74,91.91,106,3.655,1,w1118,m,2,1
137.79,80.16,106,3.655,1,w1118,m,2,1
118.85,47.17,106,3.655,1,w1118,m,2,1
87.78,85.19,106,3.655,1,w1118,m,2,1
242.64,100.16,107,3.69,1,w1118,m,2,1
225.54,68.06,107,3.69,1,w1118,m,2,1
213.21,68.99,107,3.69,1,w1118,m,2,1
199.51,124.91,107,3.69,1,w1118,m,2,1
157.7,109.29,107,3.69,1,w1118,m,2,1
142.6,90.94,107,3.69,1,w1118,m,2,1
139.84,79.83,107,3.69,1,w1118,m,2,1
120.7,48.08,107,3.69,1,w1118,m,2,1
94.39,85.17,107,3.69,1,w1118,m,2,1
240.79,100.93,108,3.724,1,w1118,m,2,1
229.63,70.82,108,3.724,1,w1118,m,2,1
214.35,69.13,108,3.724,1,w1118,m,2,1
200.56,124.93,108,3.724,1,w1118,m,2,1
158.62,108.84,108,3.724,1,w1118,m,2,1
143.64,80.3,108,3.724,1,w1118,m,2,1
143.57,90.98,108,3.724,1,w1118,m,2,1
121.81,48.85,108,3.724,1,w1118,m,2,1
96.38,85.2,108,3.724,1,w1118,m,2,1
242.73,101.41,109,3.759,1,w1118,m,2,1
227.88,68.86,109,3.759,1,w1118,m,2,1
215.52,69.14,109,3.759,1,w1118,m,2,1
201.65,124.96,109,3.759,1,w1118,m,2,1
160.72,108.11,109,3.759,1,w1118,m,2,1
147.42,80.28,109,3.759,1,w1118,m,2,1
146.62,89.0,109,3.759,1,w1118,m,2,1
122.8,48.92,109,3.759,1,w1118,m,2,1
92.87,85.15,109,3.759,1,w1118,m,2,1
244.8,101.21,110,3.793,1,w1118,m,2,1
229.67,70.14,110,3.793,1,w1118,m,2,1
211.79,69.19,110,3.793,1,w1118,m,2,1
198.9,124.85,110,3.793,1,w1118,m,2,1
162.66,107.19,110,3.793,1,w1118,m,2,1
149.36,79.25,110,3.793,1,w1118,m,2,1
142.88,91.9,110,3.793,1,w1118,m,2,1
122.9,48.93,110,3.793,1,w1118,m,2,1
96.66,85.23,110,3.793,1,w1118,m,2,1
246.73,101.09,111,3.828,1,w1118,m,2,1
230.58,71.09,111,3.828,1,w1118,m,2,1
218.5,70.09,111,3.828,1,w1118,m,2,1
204.56,124.63,111,3.828,1,w1118,m,2,1
163.71,107.12,111,3.828,1,w1118,m,2,1
151.22,78.05,111,3.828,1,w1118,m,2,1
143.9,91.21,111,3.828,1,w1118,m,2,1
123.77,49.15,111,3.828,1,w1118,m,2,1
96.91,85.38,111,3.828,1,w1118,m,2,1
251.64,101.29,112,3.862,1,w1118,m,2,1
231.79,71.95,112,3.862,1,w1118,m,2,1
214.83,69.92,112,3.862,1,w1118,m,2,1
205.6,124.71,112,3.862,1,w1118,m,2,1
164.69,107.17,112,3.862,1,w1118,m,2,1
147.77,78.1,112,3.862,1,w1118,m,2,1
144.57,90.9,112,3.862,1,w1118,m,2,1
124.87,49.87,112,3.862,1,w1118,m,2,1
104.38,84.85,112,3.862,1,w1118,m,2,1
253.65,101.91,113,3.897,1,w1118,m,2,1
232.88,72.1,113,3.897,1,w1118,m,2,1
216.76,69.74,113,3.897,1,w1118,m,2,1
203.83,124.91,113,3.897,1,w1118,m,2,1
166.71,106.2,113,3.897,1,w1118,m,2,1
150.64,77.92,113,3.897,1,w1118,m,2,1
144.64,90.95,113,3.897,1,w1118,m,2,1
125.52,50.36,113,3.897,1,w1118,m,2,1
100.91,85.0,113,3.897,1,w1118,m,2,1
256.56,101.92,114,3.931,1,w1118,m,2,1
234.7,73.06,114,3.931,1,w1118,m,2,1
217.92,69.85,114,3.931,1,w1118,m,2,1
205.76,125.1,114,3.931,1,w1118,m,2,1
171.25,105.04,114,3.931,1,w1118,m,2,1
149.9,77.9,114,3.931,1,w1118,m,2,1
144.82,90.86,114,3.931,1,w1118,m,2,1
126.62,51.08,114,3.931,1,w1118,m,2,1
105.67,84.4,114,3.931,1,w1118,m,2,1
258.37,101.7,115,3.966,1,w1118,m,2,1
235.78,74.08,115,3.966,1,w1118,m,2,1
225.17,71.05,115,3.966,1,w1118,m,2,1
206.84,124.92,115,3.966,1,w1118,m,2,1
170.64,105.12,115,3.966,1,w1118,m,2,1
151.86,77.21,115,3.966,1,w1118,m,2,1
150.5,89.04,115,3.966,1,w1118,m,2,1
127.74,51.87,115,3.966,1,w1118,m,2,1
109.5,84.85,115,3.966,1,w1118,m,2,1
260.34,101.44,116,4.0,1,w1118,m,2,1
236.73,75.07,116,4.0,1,w1118,m,2,1
226.39,71.29,116,4.0,1,w1118,m,2,1
213.52,124.27,116,4.0,1,w1118,m,2,1
172.63,104.93,116,4.0,1,w1118,m,2,1
157.64,75.96,116,4.0,1,w1118,m,2,1
149.65,89.15,116,4.0,1,w1118,m,2,1
127.9,51.85,116,4.0,1,w1118,m,2,1
109.68,85.02,116,4.0,1,w1118,m,2,1
261.52,102.18,117,4.034,1,w1118,m,2,1
237.71,75.22,117,4.034,1,w1118,m,2,1
222.75,71.09,117,4.034,1,w1118,m,2,1
214.57,124.27,117,4.034,1,w1118,m,2,1
172.66,105.07,117,4.034,1,w1118,m,2,1
156.71,75.79,117,4.034,1,w1118,m,2,1
148.72,89.11,117,4.034,1,w1118,m,2,1
127.9,51.93,117,4.034,1,w1118,m,2,1
111.68,84.83,117,4.034,1,w1118,m,2,1
262.57,102.39,118,4.069,1,w1118,m,2,1
240.56,76.03,118,4.069,1,w1118,m,2,1
226.65,70.84,118,4.069,1,w1118,m,2,1
212.8,124.87,118,4.069,1,w1118,m,2,1
172.63,104.92,118,4.069,1,w1118,m,2,1
157.8,75.88,118,4.069,1,w1118,m,2,1
148.87,89.14,118,4.069,1,w1118,m,2,1
127.89,52.02,118,4.069,1,w1118,m,2,1
110.75,84.74,118,4.069,1,w1118,m,2,1
262.67,102.1,119,4.103,1,w1118,m,2,1
241.73,77.06,119,4.103,1,w1118,m,2,1
223.78,70.02,119,4.103,1,w1118,m,2,1
214.73,125.06,119,4.103,1,w1118,m,2,1
174.69,104.15,119,4.103,1,w1118,m,2,1
164.44,74.16,119,4.103,1,w1118,m,2,1
149.86,89.15,119,4.103,1,w1118,m,2,1
128.79,52.84,119,4.103,1,w1118,m,2,1
116.4,83.74,119,4.103,1,w1118,m,2,1
262.71,102.07,120,4.138,1,w1118,m,2,1
243.59,78.98,120,4.138,1,w1118,m,2,1
228.53,70.07,120,4.138,1,w1118,m,2,1
215.79,124.72,120,4.138,1,w1118,m,2,1
178.53,103.17,120,4.138,1,w1118,m,2,1
160.87,74.99,120,4.138,1,w1118,m,2,1
150.76,88.93,120,4.138,1,w1118,m,2,1
128.79,53.0,120,4.138,1,w1118,m,2,1
116.64,83.92,120,4.138,1,w1118,m,2,1
264.73,102.11,121,4.172,1,w1118,m,2,1
245.66,79.93,121,4.172,1,w1118,m,2,1
225.69,70.08,121,4.172,1,w1118,m,2,1
217.84,124.71,121,4.172,1,w1118,m,2,1
179.51,102.97,121,4.172,1,w1118,m,2,1
164.67,74.2,121,4.172,1,w1118,m,2,1
151.81,88.49,121,4.172,1,w1118,m,2,1
128.83,53.14,121,4.172,1,w1118,m,2,1
115.81,84.13,121,4.172,1,w1118,m,2,1
269.66,102.23,122,4.207,1,w1118,m,2,1
246.78,80.08,122,4.207,1,w1118,m,2,1
225.95,70.15,122,4.207,1,w1118,m,2,1
224.39,124.61,122,4.207,1,w1118,m,2,1
177.77,103.31,122,4.207,1,w1118,m,2,1
164.8,74.29,122,4.207,1,w1118,m,2,1
152.68,88.29,122,4.207,1,w1118,m,2,1
128.76,53.31,122,4.207,1,w1118,m,2,1
122.39,83.3,122,4.207,1,w1118,m,2,1
272.65,101.86,123,4.241,1,w1118,m,2,1
247.8,81.24,123,4.241,1,w1118,m,2,1
231.63,69.75,123,4.241,1,w1118,m,2,1
226.24,124.66,123,4.241,1,w1118,m,2,1
178.68,103.03,123,4.241,1,w1118,m,2,1
167.73,74.19,123,4.241,1,w1118,m,2,1
152.77,88.21,123,4.241,1,w1118,m,2,1
128.76,53.32,123,4.241,1,w1118,m,2,1
124.34,82.8,123,4.241,1,w1118,m,2,1
273.62,101.39,124,4.276,1,w1118,m,2,1
248.76,82.12,124,4.276,1,w1118,m,2,1
232.62,69.2,124,4.276,1,w1118,m,2,1
224.72,124.88,124,4.276,1,w1118,m,2,1
178.79,103.04,124,4.276,1,w1118,m,2,1
173.41,72.96,124,4.276,1,w1118,m,2,1
152.87,88.01,124,4.276,1,w1118,m,2,1
129.7,53.91,124,4.276,1,w1118,m,2,1
120.82,83.08,124,4.276,1,w1118,m,2,1
275.53,101.06,125,4.31,1,w1118,m,2,1
250.69,83.28,125,4.31,1,w1118,m,2,1
234.6,68.84,125,4.31,1,w1118,m,2,1
226.74,124.72,125,4.31,1,w1118,m,2,1
179.76,102.83,125,4.31,1,w1118,m,2,1
169.85,73.12,125,4.31,1,w1118,m,2,1
155.65,87.39,125,4.31,1,w1118,m,2,1
129.61,54.01,125,4.31,1,w1118,m,2,1
122.84,82.97,125,4.31,1,w1118,m,2,1
278.38,101.24,126,4.345,1,w1118,m,2,1
252.71,83.97,126,4.345,1,w1118,m,2,1
236.51,68.17,126,4.345,1,w1118,m,2,1
229.72,124.18,126,4.345,1,w1118,m,2,1
182.7,101.11,126,4.345,1,w1118,m,2,1
171.85,73.24,126,4.345,1,w1118,m,2,1
154.75,87.4,126,4.345,1,w1118,m,2,1
129.64,54.0,126,4.345,1,w1118,m,2,1
124.8,83.24,126,4.345,1,w1118,m,2,1
279.54,101.79,127,4.379,1,w1118,m,2,1
254.7,85.12,127,4.379,1,w1118,m,2,1
238.24,68.08,127,4.379,1,w1118,m,2,1
230.74,124.67,127,4.379,1,w1118,m,2,1
187.43,100.01,127,4.379,1,w1118,m,2,1
173.75,73.2,127,4.379,1,w1118,m,2,1
154.81,87.46,127,4.379,1,w1118,m,2,1
129.62,54.04,127,4.379,1,w1118,m,2,1
126.84,82.88,127,4.379,1,w1118,m,2,1
281.53,101.02,128,4.414,1,w1118,m,2,1
257.63,87.59,128,4.414,1,w1118,m,2,1
237.62,68.27,128,4.414,1,w1118,m,2,1
231.74,124.84,128,4.414,1,w1118,m,2,1
184.71,101.05,128,4.414,1,w1118,m,2,1
179.56,72.1,128,4.414,1,w1118,m,2,1
160.31,86.92,128,4.414,1,w1118,m,2,1
130.66,82.37,128,4.414,1,w1118,m,2,1
129.67,54.09,128,4.414,1,w1118,m,2,1
283.38,100.25,129,4.448,1,w1118,m,2,1
256.66,86.98,129,4.448,1,w1118,m,2,1
239.62,68.1,129,4.448,1,w1118,m,2,1
232.74,124.85,129,4.448,1,w1118,m,2,1
189.47,98.87,129,4.448,1,w1118,m,2,1
181.42,71.98,129,4.448,1,w1118,m,2,1
155.81,87.46,129,4.448,1,w1118,m,2,1
134.47,82.14,129,4.448,1,w1118,m,2,1
129.67,53.95,129,4.448,1,w1118,m,2,1
284.6,100.1,130,4.483,1,w1118,m,2,1
257.63,87.08,130,4.483,1,w1118,m,2,1
237.85,67.68,130,4.483,1,w1118,m,2,1
235.67,124.43,130,4.483,1,w1118,m,2,1
187.7,99.12,130,4.483,1,w1118,m,2,1
183.31,71.85,130,4.483,1,w1118,m,2,1
155.85,87.41,130,4.483,1,w1118,m,2,1
132.72,82.09,130,4.483,1,w1118,m,2,1
129.66,54.09,130,4.483,1,w1118,m,2,1
286.49,100.34,131,4.517,1,w1118,m,2,1
258.65,87.4,131,4.517,1,w1118,m,2,1
238.92,66.84,131,4.517,1,w1118,m,2,1
237.68,124.06,131,4.517,1,w1118,m,2,1
187.73,99.01,131,4.517,1,w1118,m,2,1
184.47,71.95,131,4.517,1,w1118,m,2,1
155.84,87.32,131,4.517,1,w1118,m,2,1
138.3,82.26,131,4.517,1,w1118,m,2,1
129.67,54.07,131,4.517,1,w1118,m,2,1
