y,x,frame,t,vial,climbing,5
8.53,29.25,23,0.793,1.0,climbing,5
7.57,59.27,23,0.793,1.0,climbing,5
34.68,9.14,24,0.828,1.0,climbing,5
19.43,69.01,24,0.828,1.0,climbing,5
17.63,59.0,24,0.828,1.0,climbing,5
9.71,16.88,24,0.828,1.0,climbing,5
8.61,29.12,24,0.828,1.0,climbing,5
7.95,60.0,24,0.828,1.0,climbing,5
20.35,69.07,25,0.862,1.0,climbing,5
18.36,59.02,25,0.862,1.0,climbing,5
10.68,17.77,25,0.862,1.0,climbing,5
8.44,29.1,25,0.862,1.0,climbing,5
7.99,59.85,25,0.862,1.0,climbing,5
21.28,69.17,26,0.897,1.0,climbing,5
18.45,58.87,26,0.897,1.0,climbing,5
10.8,18.3,26,0.897,1.0,climbing,5
8.01,60.03,26,0.897,1.0,climbing,5
22.2,69.15,27,0.931,1.0,climbing,5
9.99,18.22,27,0.931,1.0,climbing,5
8.69,60.89,27,0.931,1.0,climbing,5
8.42,72.41,27,0.931,1.0,climbing,5
34.43,9.01,28,0.966,1.0,climbing,5
22.55,69.1,28,0.966,1.0,climbing,5
9.86,18.42,28,0.966,1.0,climbing,5
8.39,72.79,28,0.966,1.0,climbing,5
34.72,8.74,29,1.0,1.0,climbing,5
22.05,69.04,29,1.0,1.0,climbing,5
10.85,18.67,29,1.0,1.0,climbing,5
8.31,73.3,29,1.0,1.0,climbing,5
34.76,8.88,30,1.034,1.0,climbing,5
24.6,67.87,30,1.034,1.0,climbing,5
17.74,40.78,30,1.034,1.0,climbing,5
11.32,18.7,30,1.034,1.0,climbing,5
8.39,72.82,30,1.034,1.0,climbing,5
34.8,8.86,31,1.069,1.0,climbing,5
25.68,67.56,31,1.069,1.0,climbing,5
17.92,40.98,31,1.069,1.0,climbing,5
16.75,59.33,31,1.069,1.0,climbing,5
12.24,19.06,31,1.069,1.0,climbing,5
8.01,73.0,31,1.069,1.0,climbing,5
34.82,9.07,32,1.103,1.0,climbing,5
26.53,67.34,32,1.103,1.0,climbing,5
17.96,40.92,32,1.103,1.0,climbing,5
17.4,59.19,32,1.103,1.0,climbing,5
15.71,19.85,32,1.103,1.0,climbing,5
7.94,73.31,32,1.103,1.0,climbing,5
7.33,57.03,32,1.103,1.0,climbing,5
34.84,9.25,33,1.138,1.0,climbing,5
26.72,67.45,33,1.138,1.0,climbing,5
17.95,40.89,33,1.138,1.0,climbing,5
17.36,59.39,33,1.138,1.0,climbing,5
13.92,19.72,33,1.138,1.0,climbing,5
34.81,9.05,34,1.172,1.0,climbing,5
27.6,67.31,34,1.172,1.0,climbing,5
18.44,40.83,34,1.172,1.0,climbing,5
17.46,59.15,34,1.172,1.0,climbing,5
14.22,19.46,34,1.172,1.0,climbing,5
7.27,57.38,34,1.172,1.0,climbing,5
34.01,10.03,35,1.207,1.0,climbing,5
28.42,66.22,35,1.207,1.0,climbing,5
18.51,40.77,35,1.207,1.0,climbing,5
17.25,59.15,35,1.207,1.0,climbing,5
14.3,19.85,35,1.207,1.0,climbing,5
7.17,57.95,35,1.207,1.0,climbing,5
25.08,64.65,36,1.241,1.0,climbing,5
18.63,40.78,36,1.241,1.0,climbing,5
17.28,19.78,36,1.241,1.0,climbing,5
16.96,58.93,36,1.241,1.0,climbing,5
7.57,59.24,36,1.241,1.0,climbing,5
35.76,9.15,37,1.276,1.0,climbing,5
23.96,64.63,37,1.276,1.0,climbing,5
18.48,40.84,37,1.276,1.0,climbing,5
16.9,58.79,37,1.276,1.0,climbing,5
7.74,42.2,37,1.276,1.0,climbing,5
7.43,59.29,37,1.276,1.0,climbing,5
24.76,64.82,38,1.31,1.0,climbing,5
20.68,28.53,38,1.31,1.0,climbing,5
18.49,40.82,38,1.31,1.0,climbing,5
7.41,59.92,38,1.31,1.0,climbing,5
34.45,8.95,39,1.345,1.0,climbing,5
24.81,64.95,39,1.345,1.0,climbing,5
21.62,28.16,39,1.345,1.0,climbing,5
18.67,40.74,39,1.345,1.0,climbing,5
8.63,44.99,39,1.345,1.0,climbing,5
34.55,9.13,40,1.379,1.0,climbing,5
24.8,65.07,40,1.379,1.0,climbing,5
21.66,28.13,40,1.379,1.0,climbing,5
18.57,40.78,40,1.379,1.0,climbing,5
8.52,45.28,40,1.379,1.0,climbing,5
34.71,9.08,41,1.414,1.0,climbing,5
23.84,65.17,41,1.414,1.0,climbing,5
22.34,28.26,41,1.414,1.0,climbing,5
18.62,40.82,41,1.414,1.0,climbing,5
34.74,8.79,42,1.448,1.0,climbing,5
23.75,64.91,42,1.448,1.0,climbing,5
20.8,28.55,42,1.448,1.0,climbing,5
18.6,40.67,42,1.448,1.0,climbing,5
17.35,57.16,42,1.448,1.0,climbing,5
34.94,8.86,43,1.483,1.0,climbing,5
24.42,64.31,43,1.483,1.0,climbing,5
33.61,11.1,44,1.517,1.0,climbing,5
23.73,64.76,44,1.517,1.0,climbing,5
16.6,19.53,44,1.517,1.0,climbing,5
24.55,64.83,45,1.552,1.0,climbing,5
18.13,11.2,45,1.552,1.0,climbing,5
27.36,12.01,46,1.586,1.0,climbing,5
24.6,64.79,46,1.586,1.0,climbing,5
29.5,62.83,47,1.621,1.0,climbing,5
22.93,64.88,48,1.655,1.0,climbing,5
23.57,64.97,49,1.69,1.0,climbing,5
17.83,55.7,49,1.69,1.0,climbing,5
29.19,70.94,50,1.724,1.0,climbing,5
23.76,65.01,50,1.724,1.0,climbing,5
18.91,55.06,50,1.724,1.0,climbing,5
24.53,64.94,51,1.759,1.0,climbing,5
19.77,54.93,51,1.759,1.0,climbing,5
18.63,10.64,51,1.759,1.0,climbing,5
24.67,64.98,52,1.793,1.0,climbing,5
21.64,55.24,52,1.793,1.0,climbing,5
18.84,10.62,52,1.793,1.0,climbing,5
14.67,19.61,52,1.793,1.0,climbing,5
24.73,64.93,53,1.828,1.0,climbing,5
20.33,55.67,53,1.828,1.0,climbing,5
19.36,10.49,53,1.828,1.0,climbing,5
14.07,19.4,53,1.828,1.0,climbing,5
7.84,69.29,53,1.828,1.0,climbing,5
24.75,65.0,54,1.862,1.0,climbing,5
19.73,55.65,54,1.862,1.0,climbing,5
14.85,19.25,54,1.862,1.0,climbing,5
7.96,69.48,54,1.862,1.0,climbing,5
24.82,64.96,55,1.897,1.0,climbing,5
20.29,55.49,55,1.897,1.0,climbing,5
14.13,19.03,55,1.897,1.0,climbing,5
8.34,70.38,55,1.897,1.0,climbing,5
24.94,64.98,56,1.931,1.0,climbing,5
20.47,13.44,56,1.931,1.0,climbing,5
20.42,55.71,56,1.931,1.0,climbing,5
8.33,70.19,56,1.931,1.0,climbing,5
25.77,64.95,57,1.966,1.0,climbing,5
20.58,13.28,57,1.966,1.0,climbing,5
20.3,55.84,57,1.966,1.0,climbing,5
8.42,69.94,57,1.966,1.0,climbing,5
30.33,72.74,58,2.0,1.0,climbing,5
25.63,64.91,58,2.0,1.0,climbing,5
20.82,13.61,58,2.0,1.0,climbing,5
20.36,56.05,58,2.0,1.0,climbing,5
30.55,72.93,59,2.034,1.0,climbing,5
26.43,64.95,59,2.034,1.0,climbing,5
20.76,13.47,59,2.034,1.0,climbing,5
19.86,55.97,59,2.034,1.0,climbing,5
31.51,72.69,60,2.069,1.0,climbing,5
25.68,64.94,60,2.069,1.0,climbing,5
20.7,13.42,60,2.069,1.0,climbing,5
19.81,56.24,60,2.069,1.0,climbing,5
31.52,72.83,61,2.103,1.0,climbing,5
26.45,64.89,61,2.103,1.0,climbing,5
20.51,13.67,61,2.103,1.0,climbing,5
20.31,56.79,61,2.103,1.0,climbing,5
20.28,29.06,61,2.103,1.0,climbing,5
10.71,8.06,61,2.103,1.0,climbing,5
7.75,25.97,61,2.103,1.0,climbing,5
31.46,73.05,62,2.138,1.0,climbing,5
25.81,64.92,62,2.138,1.0,climbing,5
21.0,29.17,62,2.138,1.0,climbing,5
20.45,56.87,62,2.138,1.0,climbing,5
20.44,13.48,62,2.138,1.0,climbing,5
8.28,24.8,62,2.138,1.0,climbing,5
31.57,72.94,63,2.172,1.0,climbing,5
26.59,64.92,63,2.172,1.0,climbing,5
21.77,29.08,63,2.172,1.0,climbing,5
20.66,56.99,63,2.172,1.0,climbing,5
20.35,13.25,63,2.172,1.0,climbing,5
8.72,23.64,63,2.172,1.0,climbing,5
31.64,72.9,64,2.207,1.0,climbing,5
26.64,64.95,64,2.207,1.0,climbing,5
22.02,28.93,64,2.207,1.0,climbing,5
20.63,57.36,64,2.207,1.0,climbing,5
20.23,71.72,64,2.207,1.0,climbing,5
10.32,8.17,64,2.207,1.0,climbing,5
8.44,24.02,64,2.207,1.0,climbing,5
32.33,72.85,65,2.241,1.0,climbing,5
26.72,64.92,65,2.241,1.0,climbing,5
23.84,29.2,65,2.241,1.0,climbing,5
20.95,58.0,65,2.241,1.0,climbing,5
20.36,71.84,65,2.241,1.0,climbing,5
20.32,13.0,65,2.241,1.0,climbing,5
10.56,8.75,65,2.241,1.0,climbing,5
8.39,24.26,65,2.241,1.0,climbing,5
31.81,72.93,66,2.276,1.0,climbing,5
24.07,30.15,66,2.276,1.0,climbing,5
23.53,59.05,66,2.276,1.0,climbing,5
20.52,71.44,66,2.276,1.0,climbing,5
11.01,8.77,66,2.276,1.0,climbing,5
7.92,23.01,66,2.276,1.0,climbing,5
5.92,70.63,66,2.276,1.0,climbing,5
31.86,72.93,67,2.31,1.0,climbing,5
23.82,59.0,67,2.31,1.0,climbing,5
23.35,31.19,67,2.31,1.0,climbing,5
20.53,71.44,67,2.31,1.0,climbing,5
10.91,8.4,67,2.31,1.0,climbing,5
8.68,21.22,67,2.31,1.0,climbing,5
4.47,59.75,67,2.31,1.0,climbing,5
52.39,37.96,68,2.345,1.0,climbing,5
32.46,72.75,68,2.345,1.0,climbing,5
24.52,59.0,68,2.345,1.0,climbing,5
23.34,31.06,68,2.345,1.0,climbing,5
17.58,65.41,68,2.345,1.0,climbing,5
11.12,8.27,68,2.345,1.0,climbing,5
8.67,21.83,68,2.345,1.0,climbing,5
4.75,68.94,68,2.345,1.0,climbing,5
4.04,60.09,68,2.345,1.0,climbing,5
32.48,72.81,69,2.379,1.0,climbing,5
26.42,30.4,69,2.379,1.0,climbing,5
24.62,58.94,69,2.379,1.0,climbing,5
11.22,8.41,69,2.379,1.0,climbing,5
8.69,21.89,69,2.379,1.0,climbing,5
4.31,60.19,69,2.379,1.0,climbing,5
32.69,72.54,70,2.414,1.0,climbing,5
27.45,30.2,70,2.414,1.0,climbing,5
24.85,59.32,70,2.414,1.0,climbing,5
9.07,21.82,70,2.414,1.0,climbing,5
4.17,60.83,70,2.414,1.0,climbing,5
32.51,72.49,71,2.448,1.0,climbing,5
28.33,30.21,71,2.448,1.0,climbing,5
25.15,59.56,71,2.448,1.0,climbing,5
9.02,20.72,71,2.448,1.0,climbing,5
4.23,60.88,71,2.448,1.0,climbing,5
32.5,72.41,72,2.483,1.0,climbing,5
28.4,29.73,72,2.483,1.0,climbing,5
26.75,59.77,72,2.483,1.0,climbing,5
9.11,20.31,72,2.483,1.0,climbing,5
4.41,61.05,72,2.483,1.0,climbing,5
32.61,72.43,73,2.517,1.0,climbing,5
28.56,60.05,73,2.517,1.0,climbing,5
26.09,29.68,73,2.517,1.0,climbing,5
16.82,62.96,73,2.517,1.0,climbing,5
10.09,20.02,73,2.517,1.0,climbing,5
4.96,60.72,73,2.517,1.0,climbing,5
32.59,72.1,74,2.552,1.0,climbing,5
26.92,29.79,74,2.552,1.0,climbing,5
16.77,62.99,74,2.552,1.0,climbing,5
11.92,20.18,74,2.552,1.0,climbing,5
5.11,60.78,74,2.552,1.0,climbing,5
32.57,72.09,75,2.586,1.0,climbing,5
27.12,29.67,75,2.586,1.0,climbing,5
16.82,62.99,75,2.586,1.0,climbing,5
12.2,20.0,75,2.586,1.0,climbing,5
7.74,41.05,75,2.586,1.0,climbing,5
4.86,61.27,75,2.586,1.0,climbing,5
27.23,29.05,76,2.621,1.0,climbing,5
15.61,62.05,76,2.621,1.0,climbing,5
13.82,19.72,76,2.621,1.0,climbing,5
7.81,40.32,76,2.621,1.0,climbing,5
4.8,61.26,76,2.621,1.0,climbing,5
27.2,29.03,77,2.655,1.0,climbing,5
24.41,70.08,77,2.655,1.0,climbing,5
16.35,62.02,77,2.655,1.0,climbing,5
13.99,19.69,77,2.655,1.0,climbing,5
7.73,40.03,77,2.655,1.0,climbing,5
4.89,61.17,77,2.655,1.0,climbing,5
27.92,28.86,78,2.69,1.0,climbing,5
24.62,70.46,78,2.69,1.0,climbing,5
15.62,61.65,78,2.69,1.0,climbing,5
14.05,19.62,78,2.69,1.0,climbing,5
7.57,40.82,78,2.69,1.0,climbing,5
4.89,61.04,78,2.69,1.0,climbing,5
28.01,28.75,79,2.724,1.0,climbing,5
24.4,70.97,79,2.724,1.0,climbing,5
19.26,8.41,79,2.724,1.0,climbing,5
15.56,61.57,79,2.724,1.0,climbing,5
7.61,40.97,79,2.724,1.0,climbing,5
4.88,61.05,79,2.724,1.0,climbing,5
27.92,28.54,80,2.759,1.0,climbing,5
24.66,70.47,80,2.759,1.0,climbing,5
19.29,8.16,80,2.759,1.0,climbing,5
16.37,61.31,80,2.759,1.0,climbing,5
10.25,15.33,80,2.759,1.0,climbing,5
8.52,35.92,80,2.759,1.0,climbing,5
4.89,60.41,80,2.759,1.0,climbing,5
28.07,28.7,81,2.793,1.0,climbing,5
21.24,49.17,81,2.793,1.0,climbing,5
19.28,8.18,81,2.793,1.0,climbing,5
15.83,61.75,81,2.793,1.0,climbing,5
10.01,15.26,81,2.793,1.0,climbing,5
7.79,38.03,81,2.793,1.0,climbing,5
4.93,60.3,81,2.793,1.0,climbing,5
28.09,28.7,82,2.828,1.0,climbing,5
23.53,71.79,82,2.828,1.0,climbing,5
21.34,49.23,82,2.828,1.0,climbing,5
19.36,8.2,82,2.828,1.0,climbing,5
15.87,61.75,82,2.828,1.0,climbing,5
10.18,15.1,82,2.828,1.0,climbing,5
7.93,37.09,82,2.828,1.0,climbing,5
4.53,64.75,82,2.828,1.0,climbing,5
28.37,28.31,83,2.862,1.0,climbing,5
23.49,71.84,83,2.862,1.0,climbing,5
21.46,49.2,83,2.862,1.0,climbing,5
15.97,61.71,83,2.862,1.0,climbing,5
9.61,14.95,83,2.862,1.0,climbing,5
8.5,36.14,83,2.862,1.0,climbing,5
4.76,61.38,83,2.862,1.0,climbing,5
32.41,28.27,84,2.897,1.0,climbing,5
21.7,49.09,84,2.897,1.0,climbing,5
18.66,69.25,84,2.897,1.0,climbing,5
17.67,61.07,84,2.897,1.0,climbing,5
8.44,35.85,84,2.897,1.0,climbing,5
4.23,61.44,84,2.897,1.0,climbing,5
32.66,28.11,85,2.931,1.0,climbing,5
23.52,71.23,85,2.931,1.0,climbing,5
21.76,49.11,85,2.931,1.0,climbing,5
17.58,61.16,85,2.931,1.0,climbing,5
8.8,14.9,85,2.931,1.0,climbing,5
8.8,35.95,85,2.931,1.0,climbing,5
4.72,61.31,85,2.931,1.0,climbing,5
31.95,27.95,86,2.966,1.0,climbing,5
23.51,71.19,86,2.966,1.0,climbing,5
21.72,49.13,86,2.966,1.0,climbing,5
17.61,61.13,86,2.966,1.0,climbing,5
9.73,36.06,86,2.966,1.0,climbing,5
8.36,14.71,86,2.966,1.0,climbing,5
4.94,62.28,86,2.966,1.0,climbing,5
34.49,27.18,87,3.0,1.0,climbing,5
23.47,71.24,87,3.0,1.0,climbing,5
21.84,49.18,87,3.0,1.0,climbing,5
16.27,61.69,87,3.0,1.0,climbing,5
9.13,36.04,87,3.0,1.0,climbing,5
8.79,14.6,87,3.0,1.0,climbing,5
5.8,62.79,87,3.0,1.0,climbing,5
32.14,27.5,88,3.034,1.0,climbing,5
23.56,71.25,88,3.034,1.0,climbing,5
21.85,49.36,88,3.034,1.0,climbing,5
17.08,61.02,88,3.034,1.0,climbing,5
9.97,35.7,88,3.034,1.0,climbing,5
9.08,14.69,88,3.034,1.0,climbing,5
6.11,63.22,88,3.034,1.0,climbing,5
32.88,27.54,89,3.069,1.0,climbing,5
23.63,71.17,89,3.069,1.0,climbing,5
21.4,49.47,89,3.069,1.0,climbing,5
16.8,61.17,89,3.069,1.0,climbing,5
10.26,35.64,89,3.069,1.0,climbing,5
8.99,14.67,89,3.069,1.0,climbing,5
6.81,62.96,89,3.069,1.0,climbing,5
32.07,28.07,90,3.103,1.0,climbing,5
19.24,69.33,90,3.103,1.0,climbing,5
11.84,35.35,90,3.103,1.0,climbing,5
9.28,54.66,90,3.103,1.0,climbing,5
8.98,14.93,90,3.103,1.0,climbing,5
5.56,61.77,90,3.103,1.0,climbing,5
25.93,31.38,91,3.138,1.0,climbing,5
21.26,50.28,91,3.138,1.0,climbing,5
19.21,69.1,91,3.138,1.0,climbing,5
11.93,35.42,91,3.138,1.0,climbing,5
8.84,14.82,91,3.138,1.0,climbing,5
6.72,60.88,91,3.138,1.0,climbing,5
31.33,70.08,92,3.172,1.0,climbing,5
27.68,28.63,92,3.172,1.0,climbing,5
20.85,50.27,92,3.172,1.0,climbing,5
19.78,69.23,92,3.172,1.0,climbing,5
12.03,35.66,92,3.172,1.0,climbing,5
10.55,52.41,92,3.172,1.0,climbing,5
9.02,14.77,92,3.172,1.0,climbing,5
5.89,61.39,92,3.172,1.0,climbing,5
31.94,70.14,93,3.207,1.0,climbing,5
27.64,29.69,93,3.207,1.0,climbing,5
21.79,8.56,93,3.207,1.0,climbing,5
21.68,70.12,93,3.207,1.0,climbing,5
20.72,50.63,93,3.207,1.0,climbing,5
11.23,35.63,93,3.207,1.0,climbing,5
10.89,52.41,93,3.207,1.0,climbing,5
9.05,14.65,93,3.207,1.0,climbing,5
4.89,62.3,93,3.207,1.0,climbing,5
31.93,70.03,94,3.241,1.0,climbing,5
26.99,30.41,94,3.241,1.0,climbing,5
23.77,70.75,94,3.241,1.0,climbing,5
22.5,8.84,94,3.241,1.0,climbing,5
20.67,50.73,94,3.241,1.0,climbing,5
11.99,35.63,94,3.241,1.0,climbing,5
11.71,52.27,94,3.241,1.0,climbing,5
10.8,14.08,94,3.241,1.0,climbing,5
4.79,63.06,94,3.241,1.0,climbing,5
32.22,69.96,95,3.276,1.0,climbing,5
26.74,29.88,95,3.276,1.0,climbing,5
23.53,9.08,95,3.276,1.0,climbing,5
20.83,69.37,95,3.276,1.0,climbing,5
20.73,50.78,95,3.276,1.0,climbing,5
12.1,35.68,95,3.276,1.0,climbing,5
11.67,52.09,95,3.276,1.0,climbing,5
10.73,13.92,95,3.276,1.0,climbing,5
4.79,63.84,95,3.276,1.0,climbing,5
31.81,69.87,96,3.31,1.0,climbing,5
26.83,29.82,96,3.31,1.0,climbing,5
24.49,8.86,96,3.31,1.0,climbing,5
21.9,69.35,96,3.31,1.0,climbing,5
20.67,51.03,96,3.31,1.0,climbing,5
12.11,35.83,96,3.31,1.0,climbing,5
11.84,52.11,96,3.31,1.0,climbing,5
10.16,13.47,96,3.31,1.0,climbing,5
5.0,64.89,96,3.31,1.0,climbing,5
31.73,55.0,97,3.345,1.0,climbing,5
27.06,29.71,97,3.345,1.0,climbing,5
24.81,8.52,97,3.345,1.0,climbing,5
24.51,70.01,97,3.345,1.0,climbing,5
15.64,15.78,97,3.345,1.0,climbing,5
12.87,36.05,97,3.345,1.0,climbing,5
11.95,52.06,97,3.345,1.0,climbing,5
5.92,65.95,97,3.345,1.0,climbing,5
32.78,72.25,98,3.379,1.0,climbing,5
27.16,29.53,98,3.379,1.0,climbing,5
25.55,8.7,98,3.379,1.0,climbing,5
23.79,69.41,98,3.379,1.0,climbing,5
15.76,15.88,98,3.379,1.0,climbing,5
12.62,51.43,98,3.379,1.0,climbing,5
11.96,36.01,98,3.379,1.0,climbing,5
6.75,66.76,98,3.379,1.0,climbing,5
33.38,72.09,99,3.414,1.0,climbing,5
27.91,28.98,99,3.414,1.0,climbing,5
26.64,9.02,99,3.414,1.0,climbing,5
23.8,69.4,99,3.414,1.0,climbing,5
16.46,16.05,99,3.414,1.0,climbing,5
6.8,67.82,99,3.414,1.0,climbing,5
33.9,72.06,100,3.448,1.0,climbing,5
28.26,28.62,100,3.448,1.0,climbing,5
26.92,9.01,100,3.448,1.0,climbing,5
22.98,69.31,100,3.448,1.0,climbing,5
16.56,16.22,100,3.448,1.0,climbing,5
13.03,60.64,100,3.448,1.0,climbing,5
10.17,51.41,100,3.448,1.0,climbing,5
7.72,69.03,100,3.448,1.0,climbing,5
33.58,71.1,101,3.483,1.0,climbing,5
31.66,27.36,101,3.483,1.0,climbing,5
23.81,69.25,101,3.483,1.0,climbing,5
19.06,55.08,101,3.483,1.0,climbing,5
16.65,16.19,101,3.483,1.0,climbing,5
8.78,70.07,101,3.483,1.0,climbing,5
29.04,28.95,102,3.517,1.0,climbing,5
23.87,69.35,102,3.517,1.0,climbing,5
19.22,56.11,102,3.517,1.0,climbing,5
16.56,16.81,102,3.517,1.0,climbing,5
9.92,69.95,102,3.517,1.0,climbing,5
32.34,27.99,103,3.552,1.0,climbing,5
24.02,69.37,103,3.552,1.0,climbing,5
16.59,16.97,103,3.552,1.0,climbing,5
12.81,50.45,103,3.552,1.0,climbing,5
29.23,28.9,104,3.586,1.0,climbing,5
24.77,69.42,104,3.586,1.0,climbing,5
