y,x,frame,t,vial,geno,sex,day,rep
188.15,244.2,86,2.966,2,w1118,m,2,1
180.16,303.97,86,2.966,2,w1118,m,2,1
175.16,259.84,86,2.966,2,w1118,m,2,1
126.98,217.07,86,2.966,2,w1118,m,2,1
106.31,251.8,86,2.966,2,w1118,m,2,1
93.18,300.08,86,2.966,2,w1118,m,2,1
85.43,216.8,86,2.966,2,w1118,m,2,1
49.97,234.8,86,2.966,2,w1118,m,2,1
208.5,294.2,87,3.0,2,w1118,m,2,1
189.14,243.03,87,3.0,2,w1118,m,2,1
182.05,303.71,87,3.0,2,w1118,m,2,1
176.77,262.11,87,3.0,2,w1118,m,2,1
125.2,216.88,87,3.0,2,w1118,m,2,1
106.15,251.99,87,3.0,2,w1118,m,2,1
94.01,300.13,87,3.0,2,w1118,m,2,1
84.84,216.98,87,3.0,2,w1118,m,2,1
51.04,234.98,87,3.0,2,w1118,m,2,1
207.17,293.68,88,3.034,2,w1118,m,2,1
192.04,242.01,88,3.034,2,w1118,m,2,1
183.24,303.71,88,3.034,2,w1118,m,2,1
177.04,263.04,88,3.034,2,w1118,m,2,1
129.98,217.2,88,3.034,2,w1118,m,2,1
106.18,251.87,88,3.034,2,w1118,m,2,1
96.91,300.99,88,3.034,2,w1118,m,2,1
85.41,216.89,88,3.034,2,w1118,m,2,1
73.12,219.88,88,3.034,2,w1118,m,2,1
54.91,234.9,88,3.034,2,w1118,m,2,1
212.47,294.65,89,3.069,2,w1118,m,2,1
198.6,241.19,89,3.069,2,w1118,m,2,1
189.84,302.3,89,3.069,2,w1118,m,2,1
177.32,263.89,89,3.069,2,w1118,m,2,1
128.04,216.44,89,3.069,2,w1118,m,2,1
106.2,251.86,89,3.069,2,w1118,m,2,1
95.14,301.04,89,3.069,2,w1118,m,2,1
85.48,216.88,89,3.069,2,w1118,m,2,1
72.48,219.93,89,3.069,2,w1118,m,2,1
55.01,234.88,89,3.069,2,w1118,m,2,1
211.05,294.86,90,3.103,2,w1118,m,2,1
197.95,241.91,90,3.103,2,w1118,m,2,1
190.9,301.96,90,3.103,2,w1118,m,2,1
179.1,266.8,90,3.103,2,w1118,m,2,1
129.06,216.77,90,3.103,2,w1118,m,2,1
106.26,251.79,90,3.103,2,w1118,m,2,1
99.67,302.09,90,3.103,2,w1118,m,2,1
85.47,216.9,90,3.103,2,w1118,m,2,1
72.47,219.92,90,3.103,2,w1118,m,2,1
56.97,235.09,90,3.103,2,w1118,m,2,1
215.45,295.94,91,3.138,2,w1118,m,2,1
196.23,241.93,91,3.138,2,w1118,m,2,1
190.13,302.19,91,3.138,2,w1118,m,2,1
179.98,267.93,91,3.138,2,w1118,m,2,1
130.09,216.8,91,3.138,2,w1118,m,2,1
106.18,251.86,91,3.138,2,w1118,m,2,1
96.19,301.08,91,3.138,2,w1118,m,2,1
85.45,216.88,91,3.138,2,w1118,m,2,1
60.89,235.73,91,3.138,2,w1118,m,2,1
216.76,296.2,92,3.172,2,w1118,m,2,1
200.95,239.91,92,3.172,2,w1118,m,2,1
192.09,302.16,92,3.172,2,w1118,m,2,1
180.69,269.23,92,3.172,2,w1118,m,2,1
131.09,216.25,92,3.172,2,w1118,m,2,1
106.23,251.81,92,3.172,2,w1118,m,2,1
97.04,301.31,92,3.172,2,w1118,m,2,1
85.47,216.86,92,3.172,2,w1118,m,2,1
61.01,235.14,92,3.172,2,w1118,m,2,1
218.9,296.01,93,3.207,2,w1118,m,2,1
199.17,239.77,93,3.207,2,w1118,m,2,1
193.15,301.89,93,3.207,2,w1118,m,2,1
181.36,269.88,93,3.207,2,w1118,m,2,1
137.85,217.02,93,3.207,2,w1118,m,2,1
106.24,251.78,93,3.207,2,w1118,m,2,1
100.69,302.15,93,3.207,2,w1118,m,2,1
84.85,217.03,93,3.207,2,w1118,m,2,1
62.99,235.1,93,3.207,2,w1118,m,2,1
219.85,296.81,94,3.241,2,w1118,m,2,1
202.07,239.2,94,3.241,2,w1118,m,2,1
196.05,300.95,94,3.241,2,w1118,m,2,1
182.91,271.15,94,3.241,2,w1118,m,2,1
138.87,216.89,94,3.241,2,w1118,m,2,1
106.26,251.76,94,3.241,2,w1118,m,2,1
97.08,300.98,94,3.241,2,w1118,m,2,1
85.43,216.91,94,3.241,2,w1118,m,2,1
64.12,235.29,94,3.241,2,w1118,m,2,1
220.04,296.99,95,3.276,2,w1118,m,2,1
204.07,239.3,95,3.276,2,w1118,m,2,1
198.95,300.12,95,3.276,2,w1118,m,2,1
183.97,272.21,95,3.276,2,w1118,m,2,1
134.3,216.17,95,3.276,2,w1118,m,2,1
106.29,251.72,95,3.276,2,w1118,m,2,1
96.15,301.15,95,3.276,2,w1118,m,2,1
85.5,217.01,95,3.276,2,w1118,m,2,1
65.14,235.45,95,3.276,2,w1118,m,2,1
221.99,297.13,96,3.31,2,w1118,m,2,1
206.92,237.92,96,3.31,2,w1118,m,2,1
199.95,300.06,96,3.31,2,w1118,m,2,1
186.97,275.82,96,3.31,2,w1118,m,2,1
136.08,216.28,96,3.31,2,w1118,m,2,1
106.28,251.71,96,3.31,2,w1118,m,2,1
96.11,301.18,96,3.31,2,w1118,m,2,1
85.53,217.04,96,3.31,2,w1118,m,2,1
68.04,235.14,96,3.31,2,w1118,m,2,1
224.04,297.12,97,3.345,2,w1118,m,2,1
209.95,236.05,97,3.345,2,w1118,m,2,1
200.05,300.16,97,3.345,2,w1118,m,2,1
187.01,275.89,97,3.345,2,w1118,m,2,1
137.19,216.28,97,3.345,2,w1118,m,2,1
105.93,251.27,97,3.345,2,w1118,m,2,1
97.02,301.29,97,3.345,2,w1118,m,2,1
85.49,217.1,97,3.345,2,w1118,m,2,1
69.99,234.92,97,3.345,2,w1118,m,2,1
227.0,298.12,98,3.379,2,w1118,m,2,1
208.11,236.01,98,3.379,2,w1118,m,2,1
204.86,298.42,98,3.379,2,w1118,m,2,1
188.13,276.9,98,3.379,2,w1118,m,2,1
140.94,216.02,98,3.379,2,w1118,m,2,1
106.25,251.7,98,3.379,2,w1118,m,2,1
97.98,301.21,98,3.379,2,w1118,m,2,1
85.67,217.15,98,3.379,2,w1118,m,2,1
73.2,219.9,98,3.379,2,w1118,m,2,1
71.97,235.18,98,3.379,2,w1118,m,2,1
228.04,298.34,99,3.414,2,w1118,m,2,1
209.32,236.04,99,3.414,2,w1118,m,2,1
205.89,297.93,99,3.414,2,w1118,m,2,1
191.75,279.77,99,3.414,2,w1118,m,2,1
139.16,216.06,99,3.414,2,w1118,m,2,1
105.92,251.28,99,3.414,2,w1118,m,2,1
99.94,300.88,99,3.414,2,w1118,m,2,1
85.45,217.05,99,3.414,2,w1118,m,2,1
73.17,219.91,99,3.414,2,w1118,m,2,1
73.01,235.27,99,3.414,2,w1118,m,2,1
231.81,298.67,100,3.448,2,w1118,m,2,1
211.22,235.95,100,3.448,2,w1118,m,2,1
206.04,298.06,100,3.448,2,w1118,m,2,1
191.04,279.07,100,3.448,2,w1118,m,2,1
140.95,216.2,100,3.448,2,w1118,m,2,1
105.94,251.26,100,3.448,2,w1118,m,2,1
100.97,300.78,100,3.448,2,w1118,m,2,1
85.56,217.13,100,3.448,2,w1118,m,2,1
75.06,235.06,100,3.448,2,w1118,m,2,1
73.18,219.9,100,3.448,2,w1118,m,2,1
233.93,298.2,101,3.483,2,w1118,m,2,1
213.08,234.95,101,3.483,2,w1118,m,2,1
210.76,296.57,101,3.483,2,w1118,m,2,1
192.01,280.0,101,3.483,2,w1118,m,2,1
141.19,216.03,101,3.483,2,w1118,m,2,1
105.92,251.28,101,3.483,2,w1118,m,2,1
103.66,300.26,101,3.483,2,w1118,m,2,1
85.53,217.09,101,3.483,2,w1118,m,2,1
77.06,235.1,101,3.483,2,w1118,m,2,1
234.97,298.82,102,3.517,2,w1118,m,2,1
214.99,233.01,102,3.517,2,w1118,m,2,1
209.01,297.0,102,3.517,2,w1118,m,2,1
193.25,280.9,102,3.517,2,w1118,m,2,1
142.03,216.08,102,3.517,2,w1118,m,2,1
106.28,251.7,102,3.517,2,w1118,m,2,1
103.82,300.17,102,3.517,2,w1118,m,2,1
85.51,217.11,102,3.517,2,w1118,m,2,1
79.11,235.37,102,3.517,2,w1118,m,2,1
235.08,299.22,103,3.552,2,w1118,m,2,1
220.62,230.42,103,3.552,2,w1118,m,2,1
209.15,296.87,103,3.552,2,w1118,m,2,1
195.13,281.95,103,3.552,2,w1118,m,2,1
147.04,216.26,103,3.552,2,w1118,m,2,1
106.29,251.7,103,3.552,2,w1118,m,2,1
102.96,300.03,103,3.552,2,w1118,m,2,1
85.49,217.13,103,3.552,2,w1118,m,2,1
81.05,235.65,103,3.552,2,w1118,m,2,1
73.14,219.84,103,3.552,2,w1118,m,2,1
237.08,299.24,104,3.586,2,w1118,m,2,1
222.48,230.23,104,3.586,2,w1118,m,2,1
214.75,294.33,104,3.586,2,w1118,m,2,1
197.81,284.08,104,3.586,2,w1118,m,2,1
147.07,216.3,104,3.586,2,w1118,m,2,1
105.92,251.26,104,3.586,2,w1118,m,2,1
103.01,300.04,104,3.586,2,w1118,m,2,1
85.55,217.15,104,3.586,2,w1118,m,2,1
82.15,235.41,104,3.586,2,w1118,m,2,1
240.91,298.87,105,3.621,2,w1118,m,2,1
224.43,230.19,105,3.621,2,w1118,m,2,1
215.93,294.17,105,3.621,2,w1118,m,2,1
199.6,285.93,105,3.621,2,w1118,m,2,1
148.97,216.55,105,3.621,2,w1118,m,2,1
107.6,299.12,105,3.621,2,w1118,m,2,1
105.93,251.25,105,3.621,2,w1118,m,2,1
85.64,217.17,105,3.621,2,w1118,m,2,1
84.04,235.44,105,3.621,2,w1118,m,2,1
242.94,298.97,106,3.655,2,w1118,m,2,1
223.93,229.93,106,3.655,2,w1118,m,2,1
215.02,294.87,106,3.655,2,w1118,m,2,1
199.93,286.04,106,3.655,2,w1118,m,2,1
147.99,216.4,106,3.655,2,w1118,m,2,1
107.95,298.86,106,3.655,2,w1118,m,2,1
105.96,251.29,106,3.655,2,w1118,m,2,1
86.95,235.85,106,3.655,2,w1118,m,2,1
85.54,217.18,106,3.655,2,w1118,m,2,1
73.16,219.89,106,3.655,2,w1118,m,2,1
243.99,299.18,107,3.69,2,w1118,m,2,1
222.14,230.1,107,3.69,2,w1118,m,2,1
218.79,292.94,107,3.69,2,w1118,m,2,1
200.92,286.21,107,3.69,2,w1118,m,2,1
151.77,216.49,107,3.69,2,w1118,m,2,1
107.02,299.19,107,3.69,2,w1118,m,2,1
106.28,251.74,107,3.69,2,w1118,m,2,1
87.97,236.07,107,3.69,2,w1118,m,2,1
85.62,217.01,107,3.69,2,w1118,m,2,1
73.2,219.87,107,3.69,2,w1118,m,2,1
245.13,299.2,108,3.724,2,w1118,m,2,1
224.02,228.99,108,3.724,2,w1118,m,2,1
218.1,293.18,108,3.724,2,w1118,m,2,1
203.84,287.92,108,3.724,2,w1118,m,2,1
147.07,216.14,108,3.724,2,w1118,m,2,1
107.98,299.23,108,3.724,2,w1118,m,2,1
106.28,251.72,108,3.724,2,w1118,m,2,1
93.66,236.91,108,3.724,2,w1118,m,2,1
85.58,217.02,108,3.724,2,w1118,m,2,1
73.16,219.86,108,3.724,2,w1118,m,2,1
247.99,298.64,109,3.759,2,w1118,m,2,1
229.71,228.05,109,3.759,2,w1118,m,2,1
219.15,292.95,109,3.759,2,w1118,m,2,1
204.83,288.93,109,3.759,2,w1118,m,2,1
147.99,216.14,109,3.759,2,w1118,m,2,1
108.98,298.74,109,3.759,2,w1118,m,2,1
106.27,251.71,109,3.759,2,w1118,m,2,1
93.9,236.88,109,3.759,2,w1118,m,2,1
85.57,217.04,109,3.759,2,w1118,m,2,1
73.19,219.86,109,3.759,2,w1118,m,2,1
250.93,298.46,110,3.793,2,w1118,m,2,1
227.1,228.8,110,3.793,2,w1118,m,2,1
221.93,292.03,110,3.793,2,w1118,m,2,1
205.13,288.97,110,3.793,2,w1118,m,2,1
148.04,216.26,110,3.793,2,w1118,m,2,1
109.12,298.77,110,3.793,2,w1118,m,2,1
106.28,251.71,110,3.793,2,w1118,m,2,1
94.0,236.8,110,3.793,2,w1118,m,2,1
85.5,217.18,110,3.793,2,w1118,m,2,1
73.2,219.86,110,3.793,2,w1118,m,2,1
251.97,298.87,111,3.828,2,w1118,m,2,1
231.88,226.05,111,3.828,2,w1118,m,2,1
223.03,291.13,111,3.828,2,w1118,m,2,1
208.76,290.15,111,3.828,2,w1118,m,2,1
148.98,216.06,111,3.828,2,w1118,m,2,1
114.76,297.74,111,3.828,2,w1118,m,2,1
106.29,251.71,111,3.828,2,w1118,m,2,1
95.93,237.11,111,3.828,2,w1118,m,2,1
85.6,217.08,111,3.828,2,w1118,m,2,1
73.17,219.79,111,3.828,2,w1118,m,2,1
253.03,298.85,112,3.862,2,w1118,m,2,1
230.95,226.09,112,3.862,2,w1118,m,2,1
223.93,290.67,112,3.862,2,w1118,m,2,1
210.84,291.04,112,3.862,2,w1118,m,2,1
149.13,216.07,112,3.862,2,w1118,m,2,1
112.99,298.0,112,3.862,2,w1118,m,2,1
105.94,251.26,112,3.862,2,w1118,m,2,1
96.07,237.3,112,3.862,2,w1118,m,2,1
85.56,217.12,112,3.862,2,w1118,m,2,1
255.92,298.25,113,3.897,2,w1118,m,2,1
232.98,225.14,113,3.897,2,w1118,m,2,1
225.07,290.76,113,3.897,2,w1118,m,2,1
211.85,291.99,113,3.897,2,w1118,m,2,1
150.06,215.93,113,3.897,2,w1118,m,2,1
114.01,298.12,113,3.897,2,w1118,m,2,1
106.28,251.7,113,3.897,2,w1118,m,2,1
98.05,237.28,113,3.897,2,w1118,m,2,1
85.6,217.23,113,3.897,2,w1118,m,2,1
256.03,297.97,114,3.931,2,w1118,m,2,1
235.89,224.87,114,3.931,2,w1118,m,2,1
227.91,289.87,114,3.931,2,w1118,m,2,1
213.72,292.8,114,3.931,2,w1118,m,2,1
154.99,216.04,114,3.931,2,w1118,m,2,1
114.99,298.04,114,3.931,2,w1118,m,2,1
106.27,251.7,114,3.931,2,w1118,m,2,1
100.03,237.37,114,3.931,2,w1118,m,2,1
85.56,217.19,114,3.931,2,w1118,m,2,1
73.04,219.74,114,3.931,2,w1118,m,2,1
257.15,297.84,115,3.966,2,w1118,m,2,1
237.84,223.92,115,3.966,2,w1118,m,2,1
228.25,289.87,115,3.966,2,w1118,m,2,1
213.06,292.21,115,3.966,2,w1118,m,2,1
153.99,216.05,115,3.966,2,w1118,m,2,1
117.98,297.33,115,3.966,2,w1118,m,2,1
106.27,251.71,115,3.966,2,w1118,m,2,1
102.96,237.97,115,3.966,2,w1118,m,2,1
85.71,217.29,115,3.966,2,w1118,m,2,1
73.87,219.8,115,3.966,2,w1118,m,2,1
259.11,298.05,116,4.0,2,w1118,m,2,1
238.8,222.0,116,4.0,2,w1118,m,2,1
229.98,288.7,116,4.0,2,w1118,m,2,1
217.61,293.72,116,4.0,2,w1118,m,2,1
153.98,216.16,116,4.0,2,w1118,m,2,1
117.03,297.76,116,4.0,2,w1118,m,2,1
105.93,251.26,116,4.0,2,w1118,m,2,1
104.13,238.26,116,4.0,2,w1118,m,2,1
85.57,217.12,116,4.0,2,w1118,m,2,1
262.03,297.85,117,4.034,2,w1118,m,2,1
240.73,220.17,117,4.034,2,w1118,m,2,1
231.17,288.17,117,4.034,2,w1118,m,2,1
217.81,294.12,117,4.034,2,w1118,m,2,1
152.01,216.17,117,4.034,2,w1118,m,2,1
121.0,297.12,117,4.034,2,w1118,m,2,1
106.32,251.7,117,4.034,2,w1118,m,2,1
106.08,237.78,117,4.034,2,w1118,m,2,1
81.47,217.11,117,4.034,2,w1118,m,2,1
265.02,296.87,118,4.069,2,w1118,m,2,1
239.31,221.08,118,4.069,2,w1118,m,2,1
233.05,287.81,118,4.069,2,w1118,m,2,1
217.96,294.1,118,4.069,2,w1118,m,2,1
152.1,216.31,118,4.069,2,w1118,m,2,1
121.95,296.97,118,4.069,2,w1118,m,2,1
108.98,238.05,118,4.069,2,w1118,m,2,1
105.95,251.23,118,4.069,2,w1118,m,2,1
81.58,217.09,118,4.069,2,w1118,m,2,1
267.98,296.15,119,4.103,2,w1118,m,2,1
243.72,218.96,119,4.103,2,w1118,m,2,1
238.03,286.05,119,4.103,2,w1118,m,2,1
219.97,294.14,119,4.103,2,w1118,m,2,1
152.14,216.21,119,4.103,2,w1118,m,2,1
122.08,297.09,119,4.103,2,w1118,m,2,1
110.05,238.36,119,4.103,2,w1118,m,2,1
106.3,251.71,119,4.103,2,w1118,m,2,1
87.43,218.04,119,4.103,2,w1118,m,2,1
73.2,219.73,119,4.103,2,w1118,m,2,1
270.8,296.13,120,4.138,2,w1118,m,2,1
244.61,218.01,120,4.138,2,w1118,m,2,1
238.98,285.02,120,4.138,2,w1118,m,2,1
220.05,294.1,120,4.138,2,w1118,m,2,1
153.04,216.07,120,4.138,2,w1118,m,2,1
125.0,296.24,120,4.138,2,w1118,m,2,1
112.05,238.78,120,4.138,2,w1118,m,2,1
106.28,251.76,120,4.138,2,w1118,m,2,1
87.81,218.0,120,4.138,2,w1118,m,2,1
73.96,219.65,120,4.138,2,w1118,m,2,1
272.82,296.2,121,4.172,2,w1118,m,2,1
243.98,218.0,121,4.172,2,w1118,m,2,1
240.77,284.19,121,4.172,2,w1118,m,2,1
222.97,294.22,121,4.172,2,w1118,m,2,1
153.12,216.03,121,4.172,2,w1118,m,2,1
125.93,296.07,121,4.172,2,w1118,m,2,1
114.97,238.79,121,4.172,2,w1118,m,2,1
106.29,251.75,121,4.172,2,w1118,m,2,1
88.79,218.02,121,4.172,2,w1118,m,2,1
73.26,219.77,121,4.172,2,w1118,m,2,1
272.03,295.9,122,4.207,2,w1118,m,2,1
244.12,217.84,122,4.207,2,w1118,m,2,1
238.98,284.91,122,4.207,2,w1118,m,2,1
225.83,294.99,122,4.207,2,w1118,m,2,1
154.02,216.02,122,4.207,2,w1118,m,2,1
127.93,296.03,122,4.207,2,w1118,m,2,1
117.96,239.02,122,4.207,2,w1118,m,2,1
106.25,251.73,122,4.207,2,w1118,m,2,1
88.91,218.24,122,4.207,2,w1118,m,2,1
73.19,219.75,122,4.207,2,w1118,m,2,1
274.91,295.36,123,4.241,2,w1118,m,2,1
246.05,217.03,123,4.241,2,w1118,m,2,1
243.86,283.21,123,4.241,2,w1118,m,2,1
227.85,295.03,123,4.241,2,w1118,m,2,1
157.97,216.23,123,4.241,2,w1118,m,2,1
128.01,296.02,123,4.241,2,w1118,m,2,1
118.03,238.87,123,4.241,2,w1118,m,2,1
105.91,251.27,123,4.241,2,w1118,m,2,1
88.98,218.21,123,4.241,2,w1118,m,2,1
276.89,295.33,124,4.276,2,w1118,m,2,1
247.95,215.97,124,4.276,2,w1118,m,2,1
242.16,284.11,124,4.276,2,w1118,m,2,1
229.79,294.81,124,4.276,2,w1118,m,2,1
157.98,216.28,124,4.276,2,w1118,m,2,1
129.01,296.17,124,4.276,2,w1118,m,2,1
119.97,239.16,124,4.276,2,w1118,m,2,1
106.26,251.71,124,4.276,2,w1118,m,2,1
89.06,218.18,124,4.276,2,w1118,m,2,1
73.23,219.68,124,4.276,2,w1118,m,2,1
276.07,295.76,125,4.31,2,w1118,m,2,1
248.86,215.0,125,4.31,2,w1118,m,2,1
243.2,282.99,125,4.31,2,w1118,m,2,1
230.05,294.65,125,4.31,2,w1118,m,2,1
155.05,216.08,125,4.31,2,w1118,m,2,1
130.0,296.05,125,4.31,2,w1118,m,2,1
121.99,238.88,125,4.31,2,w1118,m,2,1
106.26,251.72,125,4.31,2,w1118,m,2,1
90.07,217.8,125,4.31,2,w1118,m,2,1
278.09,296.05,126,4.345,2,w1118,m,2,1
248.24,214.87,126,4.345,2,w1118,m,2,1
245.04,281.98,126,4.345,2,w1118,m,2,1
231.05,295.21,126,4.345,2,w1118,m,2,1
156.05,216.02,126,4.345,2,w1118,m,2,1
131.08,295.8,126,4.345,2,w1118,m,2,1
125.0,238.88,126,4.345,2,w1118,m,2,1
106.27,251.73,126,4.345,2,w1118,m,2,1
92.96,217.96,126,4.345,2,w1118,m,2,1
73.27,219.68,126,4.345,2,w1118,m,2,1
280.04,295.99,127,4.379,2,w1118,m,2,1
249.96,213.97,127,4.379,2,w1118,m,2,1
248.85,279.95,127,4.379,2,w1118,m,2,1
236.71,295.73,127,4.379,2,w1118,m,2,1
156.15,215.83,127,4.379,2,w1118,m,2,1
132.08,295.73,127,4.379,2,w1118,m,2,1
125.96,239.23,127,4.379,2,w1118,m,2,1
105.97,251.22,127,4.379,2,w1118,m,2,1
92.09,218.29,127,4.379,2,w1118,m,2,1
281.09,295.61,128,4.414,2,w1118,m,2,1
251.02,213.56,128,4.414,2,w1118,m,2,1
250.96,279.32,128,4.414,2,w1118,m,2,1
237.88,295.22,128,4.414,2,w1118,m,2,1
157.07,215.6,128,4.414,2,w1118,m,2,1
133.09,296.08,128,4.414,2,w1118,m,2,1
127.97,239.69,128,4.414,2,w1118,m,2,1
105.95,251.25,128,4.414,2,w1118,m,2,1
94.13,217.95,128,4.414,2,w1118,m,2,1
284.9,295.15,129,4.448,2,w1118,m,2,1
252.97,212.9,129,4.448,2,w1118,m,2,1
250.97,279.06,129,4.448,2,w1118,m,2,1
239.85,295.21,129,4.448,2,w1118,m,2,1
158.03,215.62,129,4.448,2,w1118,m,2,1
135.93,295.27,129,4.448,2,w1118,m,2,1
128.98,239.73,129,4.448,2,w1118,m,2,1
105.92,251.24,129,4.448,2,w1118,m,2,1
95.14,217.82,129,4.448,2,w1118,m,2,1
284.19,295.66,130,4.483,2,w1118,m,2,1
253.56,277.19,130,4.483,2,w1118,m,2,1
253.13,212.89,130,4.483,2,w1118,m,2,1
240.97,295.3,130,4.483,2,w1118,m,2,1
158.04,215.32,130,4.483,2,w1118,m,2,1
137.0,295.1,130,4.483,2,w1118,m,2,1
129.2,239.25,130,4.483,2,w1118,m,2,1
105.95,251.25,130,4.483,2,w1118,m,2,1
96.27,217.99,130,4.483,2,w1118,m,2,1
287.04,295.66,131,4.517,2,w1118,m,2,1
254.81,212.02,131,4.517,2,w1118,m,2,1
253.14,277.24,131,4.517,2,w1118,m,2,1
240.04,295.65,131,4.517,2,w1118,m,2,1
161.97,215.86,131,4.517,2,w1118,m,2,1
137.93,294.89,131,4.517,2,w1118,m,2,1
131.91,239.87,131,4.517,2,w1118,m,2,1
105.92,251.27,131,4.517,2,w1118,m,2,1
100.0,218.83,131,4.517,2,w1118,m,2,1
72.92,216.55,131,4.517,2,w1118,m,2,1
290.91,294.85,132,4.552,2,w1118,m,2,1
255.75,276.08,132,4.552,2,w1118,m,2,1
255.06,212.26,132,4.552,2,w1118,m,2,1
244.74,295.9,132,4.552,2,w1118,m,2,1
160.99,215.73,132,4.552,2,w1118,m,2,1
138.05,294.89,132,4.552,2,w1118,m,2,1
132.98,240.2,132,4.552,2,w1118,m,2,1
105.92,251.27,132,4.552,2,w1118,m,2,1
99.23,218.45,132,4.552,2,w1118,m,2,1
73.09,216.42,132,4.552,2,w1118,m,2,1
292.86,294.16,133,4.586,2,w1118,m,2,1
257.68,275.36,133,4.586,2,w1118,m,2,1
256.96,211.77,133,4.586,2,w1118,m,2,1
246.7,295.84,133,4.586,2,w1118,m,2,1
162.98,215.93,133,4.586,2,w1118,m,2,1
139.97,294.72,133,4.586,2,w1118,m,2,1
134.99,240.88,133,4.586,2,w1118,m,2,1
106.28,251.72,133,4.586,2,w1118,m,2,1
101.14,218.71,133,4.586,2,w1118,m,2,1
74.26,216.25,133,4.586,2,w1118,m,2,1
294.75,294.04,134,4.621,2,w1118,m,2,1
258.93,211.2,134,4.621,2,w1118,m,2,1
255.25,277.08,134,4.621,2,w1118,m,2,1
247.86,295.89,134,4.621,2,w1118,m,2,1
163.97,216.11,134,4.621,2,w1118,m,2,1
141.93,294.0,134,4.621,2,w1118,m,2,1
135.98,240.97,134,4.621,2,w1118,m,2,1
106.27,251.72,134,4.621,2,w1118,m,2,1
103.08,218.83,134,4.621,2,w1118,m,2,1
75.25,216.53,134,4.621,2,w1118,m,2,1
295.9,294.28,135,4.655,2,w1118,m,2,1
258.96,211.22,135,4.655,2,w1118,m,2,1
256.13,275.78,135,4.655,2,w1118,m,2,1
250.59,296.03,135,4.655,2,w1118,m,2,1
164.0,215.9,135,4.655,2,w1118,m,2,1
142.97,293.93,135,4.655,2,w1118,m,2,1
140.68,241.69,135,4.655,2,w1118,m,2,1
106.27,251.73,135,4.655,2,w1118,m,2,1
104.15,219.21,135,4.655,2,w1118,m,2,1
76.28,216.67,135,4.655,2,w1118,m,2,1
295.12,294.8,136,4.69,2,w1118,m,2,1
259.03,211.19,136,4.69,2,w1118,m,2,1
257.23,275.01,136,4.69,2,w1118,m,2,1
250.0,296.3,136,4.69,2,w1118,m,2,1
164.97,215.67,136,4.69,2,w1118,m,2,1
143.07,294.01,136,4.69,2,w1118,m,2,1
140.89,241.94,136,4.69,2,w1118,m,2,1
106.27,251.72,136,4.69,2,w1118,m,2,1
106.21,219.16,136,4.69,2,w1118,m,2,1
77.25,216.63,136,4.69,2,w1118,m,2,1
297.02,294.04,137,4.724,2,w1118,m,2,1
259.21,211.17,137,4.724,2,w1118,m,2,1
259.14,273.95,137,4.724,2,w1118,m,2,1
251.97,296.19,137,4.724,2,w1118,m,2,1
161.1,215.12,137,4.724,2,w1118,m,2,1
145.97,293.2,137,4.724,2,w1118,m,2,1
140.97,241.97,137,4.724,2,w1118,m,2,1
109.01,219.11,137,4.724,2,w1118,m,2,1
106.28,251.71,137,4.724,2,w1118,m,2,1
78.28,216.6,137,4.724,2,w1118,m,2,1
300.85,292.96,138,4.759,2,w1118,m,2,1
263.69,271.07,138,4.759,2,w1118,m,2,1
261.9,210.8,138,4.759,2,w1118,m,2,1
253.93,295.98,138,4.759,2,w1118,m,2,1
161.11,215.08,138,4.759,2,w1118,m,2,1
146.95,293.03,138,4.759,2,w1118,m,2,1
141.07,242.11,138,4.759,2,w1118,m,2,1
112.94,219.91,138,4.759,2,w1118,m,2,1
105.92,251.26,138,4.759,2,w1118,m,2,1
80.09,217.03,138,4.759,2,w1118,m,2,1
298.18,293.88,139,4.793,2,w1118,m,2,1
263.66,210.82,139,4.793,2,w1118,m,2,1
261.96,271.91,139,4.793,2,w1118,m,2,1
255.87,295.73,139,4.793,2,w1118,m,2,1
161.05,215.21,139,4.793,2,w1118,m,2,1
150.56,292.31,139,4.793,2,w1118,m,2,1
143.05,241.98,139,4.793,2,w1118,m,2,1
112.98,220.09,139,4.793,2,w1118,m,2,1
105.92,251.24,139,4.793,2,w1118,m,2,1
80.96,216.86,139,4.793,2,w1118,m,2,1
304.74,292.86,140,4.828,2,w1118,m,2,1
265.07,269.26,140,4.828,2,w1118,m,2,1
263.89,210.89,140,4.828,2,w1118,m,2,1
256.96,295.9,140,4.828,2,w1118,m,2,1
160.2,215.12,140,4.828,2,w1118,m,2,1
148.03,293.12,140,4.828,2,w1118,m,2,1
144.9,242.25,140,4.828,2,w1118,m,2,1
115.03,220.84,140,4.828,2,w1118,m,2,1
105.92,251.23,140,4.828,2,w1118,m,2,1
81.45,216.82,140,4.828,2,w1118,m,2,1
305.0,292.87,141,4.862,2,w1118,m,2,1
264.82,210.85,141,4.862,2,w1118,m,2,1
263.98,269.99,141,4.862,2,w1118,m,2,1
258.9,296.1,141,4.862,2,w1118,m,2,1
164.01,215.53,141,4.862,2,w1118,m,2,1
149.14,293.02,141,4.862,2,w1118,m,2,1
147.05,242.81,141,4.862,2,w1118,m,2,1
114.19,220.06,141,4.862,2,w1118,m,2,1
106.31,251.71,141,4.862,2,w1118,m,2,1
87.86,218.02,141,4.862,2,w1118,m,2,1
306.9,292.15,142,4.897,2,w1118,m,2,1
268.61,267.19,142,4.897,2,w1118,m,2,1
