y,x,frame,t,vial,geno,sex,day,rep
186.55,105.04,114,3.931,1,w1118,m,2,1
165.2,77.9,114,3.931,1,w1118,m,2,1
160.12,90.86,114,3.931,1,w1118,m,2,1
141.92,51.08,114,3.931,1,w1118,m,2,1
120.97,84.4,114,3.931,1,w1118,m,2,1
273.67,101.7,115,3.966,1,w1118,m,2,1
251.08,74.08,115,3.966,1,w1118,m,2,1
240.47,71.05,115,3.966,1,w1118,m,2,1
222.14,124.92,115,3.966,1,w1118,m,2,1
185.94,105.12,115,3.966,1,w1118,m,2,1
167.16,77.21,115,3.966,1,w1118,m,2,1
165.8,89.04,115,3.966,1,w1118,m,2,1
143.04,51.87,115,3.966,1,w1118,m,2,1
124.8,84.85,115,3.966,1,w1118,m,2,1
275.64,101.44,116,4.0,1,w1118,m,2,1
252.03,75.07,116,4.0,1,w1118,m,2,1
241.69,71.29,116,4.0,1,w1118,m,2,1
228.82,124.27,116,4.0,1,w1118,m,2,1
187.93,104.93,116,4.0,1,w1118,m,2,1
172.94,75.96,116,4.0,1,w1118,m,2,1
164.95,89.15,116,4.0,1,w1118,m,2,1
143.2,51.85,116,4.0,1,w1118,m,2,1
124.98,85.02,116,4.0,1,w1118,m,2,1
276.82,102.18,117,4.034,1,w1118,m,2,1
253.01,75.22,117,4.034,1,w1118,m,2,1
238.05,71.09,117,4.034,1,w1118,m,2,1
229.87,124.27,117,4.034,1,w1118,m,2,1
187.96,105.07,117,4.034,1,w1118,m,2,1
172.01,75.79,117,4.034,1,w1118,m,2,1
164.02,89.11,117,4.034,1,w1118,m,2,1
143.2,51.93,117,4.034,1,w1118,m,2,1
126.98,84.83,117,4.034,1,w1118,m,2,1
277.87,102.39,118,4.069,1,w1118,m,2,1
255.86,76.03,118,4.069,1,w1118,m,2,1
241.95,70.84,118,4.069,1,w1118,m,2,1
228.1,124.87,118,4.069,1,w1118,m,2,1
187.93,104.92,118,4.069,1,w1118,m,2,1
173.1,75.88,118,4.069,1,w1118,m,2,1
164.17,89.14,118,4.069,1,w1118,m,2,1
143.19,52.02,118,4.069,1,w1118,m,2,1
126.05,84.74,118,4.069,1,w1118,m,2,1
277.97,102.1,119,4.103,1,w1118,m,2,1
257.03,77.06,119,4.103,1,w1118,m,2,1
239.08,70.02,119,4.103,1,w1118,m,2,1
230.03,125.06,119,4.103,1,w1118,m,2,1
189.99,104.15,119,4.103,1,w1118,m,2,1
179.74,74.16,119,4.103,1,w1118,m,2,1
165.16,89.15,119,4.103,1,w1118,m,2,1
144.09,52.84,119,4.103,1,w1118,m,2,1
131.7,83.74,119,4.103,1,w1118,m,2,1
278.01,102.07,120,4.138,1,w1118,m,2,1
258.89,78.98,120,4.138,1,w1118,m,2,1
243.83,70.07,120,4.138,1,w1118,m,2,1
231.09,124.72,120,4.138,1,w1118,m,2,1
193.83,103.17,120,4.138,1,w1118,m,2,1
176.17,74.99,120,4.138,1,w1118,m,2,1
166.06,88.93,120,4.138,1,w1118,m,2,1
144.09,53.0,120,4.138,1,w1118,m,2,1
131.94,83.92,120,4.138,1,w1118,m,2,1
280.03,102.11,121,4.172,1,w1118,m,2,1
260.96,79.93,121,4.172,1,w1118,m,2,1
240.99,70.08,121,4.172,1,w1118,m,2,1
233.14,124.71,121,4.172,1,w1118,m,2,1
194.81,102.97,121,4.172,1,w1118,m,2,1
179.97,74.2,121,4.172,1,w1118,m,2,1
167.11,88.49,121,4.172,1,w1118,m,2,1
144.13,53.14,121,4.172,1,w1118,m,2,1
131.11,84.13,121,4.172,1,w1118,m,2,1
284.96,102.23,122,4.207,1,w1118,m,2,1
262.08,80.08,122,4.207,1,w1118,m,2,1
241.25,70.15,122,4.207,1,w1118,m,2,1
239.69,124.61,122,4.207,1,w1118,m,2,1
193.07,103.31,122,4.207,1,w1118,m,2,1
180.1,74.29,122,4.207,1,w1118,m,2,1
167.98,88.29,122,4.207,1,w1118,m,2,1
144.06,53.31,122,4.207,1,w1118,m,2,1
137.69,83.3,122,4.207,1,w1118,m,2,1
287.95,101.86,123,4.241,1,w1118,m,2,1
263.1,81.24,123,4.241,1,w1118,m,2,1
246.93,69.75,123,4.241,1,w1118,m,2,1
241.54,124.66,123,4.241,1,w1118,m,2,1
193.98,103.03,123,4.241,1,w1118,m,2,1
183.03,74.19,123,4.241,1,w1118,m,2,1
168.07,88.21,123,4.241,1,w1118,m,2,1
144.06,53.32,123,4.241,1,w1118,m,2,1
139.64,82.8,123,4.241,1,w1118,m,2,1
288.92,101.39,124,4.276,1,w1118,m,2,1
264.06,82.12,124,4.276,1,w1118,m,2,1
247.92,69.2,124,4.276,1,w1118,m,2,1
240.02,124.88,124,4.276,1,w1118,m,2,1
194.09,103.04,124,4.276,1,w1118,m,2,1
188.71,72.96,124,4.276,1,w1118,m,2,1
168.17,88.01,124,4.276,1,w1118,m,2,1
145.0,53.91,124,4.276,1,w1118,m,2,1
136.12,83.08,124,4.276,1,w1118,m,2,1
290.83,101.06,125,4.31,1,w1118,m,2,1
265.99,83.28,125,4.31,1,w1118,m,2,1
249.9,68.84,125,4.31,1,w1118,m,2,1
242.04,124.72,125,4.31,1,w1118,m,2,1
195.06,102.83,125,4.31,1,w1118,m,2,1
185.15,73.12,125,4.31,1,w1118,m,2,1
170.95,87.39,125,4.31,1,w1118,m,2,1
144.91,54.01,125,4.31,1,w1118,m,2,1
138.14,82.97,125,4.31,1,w1118,m,2,1
293.68,101.24,126,4.345,1,w1118,m,2,1
268.01,83.97,126,4.345,1,w1118,m,2,1
251.81,68.17,126,4.345,1,w1118,m,2,1
245.02,124.18,126,4.345,1,w1118,m,2,1
198.0,101.11,126,4.345,1,w1118,m,2,1
187.15,73.24,126,4.345,1,w1118,m,2,1
170.05,87.4,126,4.345,1,w1118,m,2,1
144.94,54.0,126,4.345,1,w1118,m,2,1
140.1,83.24,126,4.345,1,w1118,m,2,1
294.84,101.79,127,4.379,1,w1118,m,2,1
270.0,85.12,127,4.379,1,w1118,m,2,1
253.54,68.08,127,4.379,1,w1118,m,2,1
246.04,124.67,127,4.379,1,w1118,m,2,1
202.73,100.01,127,4.379,1,w1118,m,2,1
189.05,73.2,127,4.379,1,w1118,m,2,1
170.11,87.46,127,4.379,1,w1118,m,2,1
144.92,54.04,127,4.379,1,w1118,m,2,1
142.14,82.88,127,4.379,1,w1118,m,2,1
296.83,101.02,128,4.414,1,w1118,m,2,1
272.93,87.59,128,4.414,1,w1118,m,2,1
252.92,68.27,128,4.414,1,w1118,m,2,1
247.04,124.84,128,4.414,1,w1118,m,2,1
200.01,101.05,128,4.414,1,w1118,m,2,1
194.86,72.1,128,4.414,1,w1118,m,2,1
175.61,86.92,128,4.414,1,w1118,m,2,1
145.96,82.37,128,4.414,1,w1118,m,2,1
144.97,54.09,128,4.414,1,w1118,m,2,1
298.68,100.25,129,4.448,1,w1118,m,2,1
271.96,86.98,129,4.448,1,w1118,m,2,1
254.92,68.1,129,4.448,1,w1118,m,2,1
248.04,124.85,129,4.448,1,w1118,m,2,1
204.77,98.87,129,4.448,1,w1118,m,2,1
196.72,71.98,129,4.448,1,w1118,m,2,1
171.11,87.46,129,4.448,1,w1118,m,2,1
149.77,82.14,129,4.448,1,w1118,m,2,1
144.97,53.95,129,4.448,1,w1118,m,2,1
299.9,100.1,130,4.483,1,w1118,m,2,1
272.93,87.08,130,4.483,1,w1118,m,2,1
253.15,67.68,130,4.483,1,w1118,m,2,1
250.97,124.43,130,4.483,1,w1118,m,2,1
203.0,99.12,130,4.483,1,w1118,m,2,1
198.61,71.85,130,4.483,1,w1118,m,2,1
171.15,87.41,130,4.483,1,w1118,m,2,1
148.02,82.09,130,4.483,1,w1118,m,2,1
144.96,54.09,130,4.483,1,w1118,m,2,1
301.79,100.34,131,4.517,1,w1118,m,2,1
273.95,87.4,131,4.517,1,w1118,m,2,1
254.22,66.84,131,4.517,1,w1118,m,2,1
252.98,124.06,131,4.517,1,w1118,m,2,1
203.03,99.01,131,4.517,1,w1118,m,2,1
199.77,71.95,131,4.517,1,w1118,m,2,1
171.14,87.32,131,4.517,1,w1118,m,2,1
153.6,82.26,131,4.517,1,w1118,m,2,1
144.97,54.07,131,4.517,1,w1118,m,2,1
303.7,100.22,132,4.552,1,w1118,m,2,1
274.98,88.3,132,4.552,1,w1118,m,2,1
258.92,65.86,132,4.552,1,w1118,m,2,1
254.88,124.4,132,4.552,1,w1118,m,2,1
204.07,98.94,132,4.552,1,w1118,m,2,1
197.0,73.05,132,4.552,1,w1118,m,2,1
171.16,87.38,132,4.552,1,w1118,m,2,1
155.72,81.94,132,4.552,1,w1118,m,2,1
144.31,53.8,132,4.552,1,w1118,m,2,1
302.05,100.16,133,4.586,1,w1118,m,2,1
276.15,89.14,133,4.586,1,w1118,m,2,1
259.9,65.77,133,4.586,1,w1118,m,2,1
256.02,124.37,133,4.586,1,w1118,m,2,1
205.15,98.89,133,4.586,1,w1118,m,2,1
199.95,72.07,133,4.586,1,w1118,m,2,1
171.14,87.38,133,4.586,1,w1118,m,2,1
153.0,81.8,133,4.586,1,w1118,m,2,1
144.28,53.83,133,4.586,1,w1118,m,2,1
306.87,98.68,134,4.621,1,w1118,m,2,1
277.19,89.06,134,4.621,1,w1118,m,2,1
260.02,65.92,134,4.621,1,w1118,m,2,1
257.94,124.25,134,4.621,1,w1118,m,2,1
209.93,96.95,134,4.621,1,w1118,m,2,1
200.09,71.74,134,4.621,1,w1118,m,2,1
171.17,87.4,134,4.621,1,w1118,m,2,1
156.98,81.31,134,4.621,1,w1118,m,2,1
144.3,53.82,134,4.621,1,w1118,m,2,1
307.02,98.97,135,4.655,1,w1118,m,2,1
279.08,89.31,135,4.655,1,w1118,m,2,1
260.15,65.68,135,4.655,1,w1118,m,2,1
259.86,124.18,135,4.655,1,w1118,m,2,1
208.93,96.94,135,4.655,1,w1118,m,2,1
206.73,70.96,135,4.655,1,w1118,m,2,1
171.12,87.4,135,4.655,1,w1118,m,2,1
156.1,81.22,135,4.655,1,w1118,m,2,1
144.94,54.06,135,4.655,1,w1118,m,2,1
309.01,99.22,136,4.69,1,w1118,m,2,1
281.04,90.13,136,4.69,1,w1118,m,2,1
261.74,123.82,136,4.69,1,w1118,m,2,1
261.23,64.95,136,4.69,1,w1118,m,2,1
210.97,96.14,136,4.69,1,w1118,m,2,1
203.16,72.04,136,4.69,1,w1118,m,2,1
176.51,86.99,136,4.69,1,w1118,m,2,1
157.24,81.33,136,4.69,1,w1118,m,2,1
144.96,54.07,136,4.69,1,w1118,m,2,1
311.01,99.18,137,4.724,1,w1118,m,2,1
282.01,90.87,137,4.724,1,w1118,m,2,1
263.09,64.25,137,4.724,1,w1118,m,2,1
258.17,124.87,137,4.724,1,w1118,m,2,1
211.89,95.93,137,4.724,1,w1118,m,2,1
205.21,71.95,137,4.724,1,w1118,m,2,1
171.16,87.42,137,4.724,1,w1118,m,2,1
160.13,80.75,137,4.724,1,w1118,m,2,1
145.0,54.05,137,4.724,1,w1118,m,2,1
314.52,97.17,138,4.759,1,w1118,m,2,1
283.07,91.05,138,4.759,1,w1118,m,2,1
264.99,63.98,138,4.759,1,w1118,m,2,1
263.88,124.71,138,4.759,1,w1118,m,2,1
212.07,96.14,138,4.759,1,w1118,m,2,1
211.66,70.08,138,4.759,1,w1118,m,2,1
171.18,87.38,138,4.759,1,w1118,m,2,1
162.02,80.18,138,4.759,1,w1118,m,2,1
145.0,54.03,138,4.759,1,w1118,m,2,1
315.77,97.32,139,4.793,1,w1118,m,2,1
285.01,90.99,139,4.793,1,w1118,m,2,1
266.04,63.93,139,4.793,1,w1118,m,2,1
265.95,124.41,139,4.793,1,w1118,m,2,1
213.08,95.98,139,4.793,1,w1118,m,2,1
208.05,70.45,139,4.793,1,w1118,m,2,1
176.6,86.95,139,4.793,1,w1118,m,2,1
166.91,79.09,139,4.793,1,w1118,m,2,1
144.96,54.06,139,4.793,1,w1118,m,2,1
315.96,97.79,140,4.828,1,w1118,m,2,1
287.03,91.25,140,4.828,1,w1118,m,2,1
267.93,124.34,140,4.828,1,w1118,m,2,1
267.12,64.0,140,4.828,1,w1118,m,2,1
217.78,94.14,140,4.828,1,w1118,m,2,1
209.15,70.9,140,4.828,1,w1118,m,2,1
176.59,86.88,140,4.828,1,w1118,m,2,1
164.07,78.82,140,4.828,1,w1118,m,2,1
144.95,54.08,140,4.828,1,w1118,m,2,1
317.91,97.76,141,4.862,1,w1118,m,2,1
287.97,91.98,141,4.862,1,w1118,m,2,1
270.88,62.76,141,4.862,1,w1118,m,2,1
269.83,123.93,141,4.862,1,w1118,m,2,1
215.06,95.01,141,4.862,1,w1118,m,2,1
211.06,70.79,141,4.862,1,w1118,m,2,1
171.2,87.21,141,4.862,1,w1118,m,2,1
165.11,78.84,141,4.862,1,w1118,m,2,1
144.97,54.09,141,4.862,1,w1118,m,2,1
318.93,97.97,142,4.897,1,w1118,m,2,1
289.01,92.8,142,4.897,1,w1118,m,2,1
272.92,62.03,142,4.897,1,w1118,m,2,1
270.03,123.95,142,4.897,1,w1118,m,2,1
217.05,94.03,142,4.897,1,w1118,m,2,1
212.3,69.83,142,4.897,1,w1118,m,2,1
171.2,87.23,142,4.897,1,w1118,m,2,1
170.84,77.89,142,4.897,1,w1118,m,2,1
144.98,54.11,142,4.897,1,w1118,m,2,1
319.01,98.14,143,4.931,1,w1118,m,2,1
291.0,92.99,143,4.931,1,w1118,m,2,1
275.73,61.12,143,4.931,1,w1118,m,2,1
271.9,124.23,143,4.931,1,w1118,m,2,1
218.15,94.0,143,4.931,1,w1118,m,2,1
214.97,69.18,143,4.931,1,w1118,m,2,1
176.71,87.01,143,4.931,1,w1118,m,2,1
172.82,77.08,143,4.931,1,w1118,m,2,1
144.98,54.08,143,4.931,1,w1118,m,2,1
319.96,98.04,144,4.966,1,w1118,m,2,1
293.95,93.02,144,4.966,1,w1118,m,2,1
277.56,60.89,144,4.966,1,w1118,m,2,1
272.98,124.06,144,4.966,1,w1118,m,2,1
219.98,93.94,144,4.966,1,w1118,m,2,1
215.1,69.05,144,4.966,1,w1118,m,2,1
176.72,86.97,144,4.966,1,w1118,m,2,1
170.96,77.26,144,4.966,1,w1118,m,2,1
144.33,53.84,144,4.966,1,w1118,m,2,1
45.78,249.06,0,0.0,2,w1118,m,2,1
33.04,283.99,0,0.0,2,w1118,m,2,1
28.12,309.52,0,0.0,2,w1118,m,2,1
25.8,289.32,0,0.0,2,w1118,m,2,1
25.3,222.0,0,0.0,2,w1118,m,2,1
24.11,270.05,0,0.0,2,w1118,m,2,1
23.82,257.84,0,0.0,2,w1118,m,2,1
46.81,248.59,1,0.034,2,w1118,m,2,1
33.93,287.73,1,0.034,2,w1118,m,2,1
28.26,309.61,1,0.034,2,w1118,m,2,1
26.59,220.37,1,0.034,2,w1118,m,2,1
25.83,290.2,1,0.034,2,w1118,m,2,1
24.5,268.04,1,0.034,2,w1118,m,2,1
23.68,256.89,1,0.034,2,w1118,m,2,1
47.26,247.13,2,0.069,2,w1118,m,2,1
34.3,289.05,2,0.069,2,w1118,m,2,1
28.67,309.64,2,0.069,2,w1118,m,2,1
27.6,221.13,2,0.069,2,w1118,m,2,1
26.57,291.3,2,0.069,2,w1118,m,2,1
26.47,251.72,2,0.069,2,w1118,m,2,1
24.87,268.14,2,0.069,2,w1118,m,2,1
16.71,253.11,2,0.069,2,w1118,m,2,1
54.5,244.86,3,0.103,2,w1118,m,2,1
34.3,292.88,3,0.103,2,w1118,m,2,1
28.79,309.52,3,0.103,2,w1118,m,2,1
27.76,220.98,3,0.103,2,w1118,m,2,1
25.67,251.24,3,0.103,2,w1118,m,2,1
24.8,290.96,3,0.103,2,w1118,m,2,1
24.21,268.92,3,0.103,2,w1118,m,2,1
57.79,243.3,4,0.138,2,w1118,m,2,1
34.29,295.88,4,0.138,2,w1118,m,2,1
28.91,307.77,4,0.138,2,w1118,m,2,1
27.7,220.67,4,0.138,2,w1118,m,2,1
24.72,250.99,4,0.138,2,w1118,m,2,1
24.12,267.84,4,0.138,2,w1118,m,2,1
22.94,290.43,4,0.138,2,w1118,m,2,1
57.06,241.97,5,0.172,2,w1118,m,2,1
34.81,298.61,5,0.172,2,w1118,m,2,1
29.18,306.93,5,0.172,2,w1118,m,2,1
28.06,273.67,5,0.172,2,w1118,m,2,1
27.91,220.16,5,0.172,2,w1118,m,2,1
25.99,296.23,5,0.172,2,w1118,m,2,1
24.94,249.03,5,0.172,2,w1118,m,2,1
24.79,264.26,5,0.172,2,w1118,m,2,1
60.08,241.04,6,0.207,2,w1118,m,2,1
35.14,296.16,6,0.207,2,w1118,m,2,1
29.17,306.86,6,0.207,2,w1118,m,2,1
28.34,273.76,6,0.207,2,w1118,m,2,1
28.03,220.21,6,0.207,2,w1118,m,2,1
25.96,298.83,6,0.207,2,w1118,m,2,1
25.27,263.98,6,0.207,2,w1118,m,2,1
25.13,245.01,6,0.207,2,w1118,m,2,1
23.48,254.79,6,0.207,2,w1118,m,2,1
23.07,290.24,6,0.207,2,w1118,m,2,1
17.65,267.87,6,0.207,2,w1118,m,2,1
64.06,240.14,7,0.241,2,w1118,m,2,1
35.37,296.9,7,0.241,2,w1118,m,2,1
27.98,273.77,7,0.241,2,w1118,m,2,1
26.23,221.03,7,0.241,2,w1118,m,2,1
25.68,264.29,7,0.241,2,w1118,m,2,1
25.3,299.9,7,0.241,2,w1118,m,2,1
24.98,242.04,7,0.241,2,w1118,m,2,1
22.79,289.25,7,0.241,2,w1118,m,2,1
22.69,253.08,7,0.241,2,w1118,m,2,1
65.14,238.18,8,0.276,2,w1118,m,2,1
35.41,296.94,8,0.276,2,w1118,m,2,1
27.71,273.71,8,0.276,2,w1118,m,2,1
26.14,220.77,8,0.276,2,w1118,m,2,1
25.44,263.12,8,0.276,2,w1118,m,2,1
24.71,301.02,8,0.276,2,w1118,m,2,1
23.99,238.39,8,0.276,2,w1118,m,2,1
22.28,252.96,8,0.276,2,w1118,m,2,1
22.24,288.95,8,0.276,2,w1118,m,2,1
68.19,237.14,9,0.31,2,w1118,m,2,1
35.44,297.01,9,0.31,2,w1118,m,2,1
28.09,220.11,9,0.31,2,w1118,m,2,1
27.98,304.78,9,0.31,2,w1118,m,2,1
27.95,273.66,9,0.31,2,w1118,m,2,1
24.97,262.06,9,0.31,2,w1118,m,2,1
23.7,235.12,9,0.31,2,w1118,m,2,1
23.35,289.11,9,0.31,2,w1118,m,2,1
22.22,252.23,9,0.31,2,w1118,m,2,1
75.8,235.3,10,0.345,2,w1118,m,2,1
39.78,298.24,10,0.345,2,w1118,m,2,1
29.08,219.78,10,0.345,2,w1118,m,2,1
28.76,304.94,10,0.345,2,w1118,m,2,1
28.2,273.67,10,0.345,2,w1118,m,2,1
25.95,286.07,10,0.345,2,w1118,m,2,1
24.19,261.89,10,0.345,2,w1118,m,2,1
23.97,233.07,10,0.345,2,w1118,m,2,1
21.57,251.85,10,0.345,2,w1118,m,2,1
77.74,233.5,11,0.379,2,w1118,m,2,1
39.02,297.89,11,0.379,2,w1118,m,2,1
29.97,219.23,11,0.379,2,w1118,m,2,1
28.96,304.01,11,0.379,2,w1118,m,2,1
27.49,273.83,11,0.379,2,w1118,m,2,1
25.91,285.02,11,0.379,2,w1118,m,2,1
23.92,259.23,11,0.379,2,w1118,m,2,1
22.89,231.03,11,0.379,2,w1118,m,2,1
20.93,250.83,11,0.379,2,w1118,m,2,1
79.75,232.1,12,0.414,2,w1118,m,2,1
42.82,297.95,12,0.414,2,w1118,m,2,1
29.41,219.01,12,0.414,2,w1118,m,2,1
28.06,304.67,12,0.414,2,w1118,m,2,1
27.94,284.93,12,0.414,2,w1118,m,2,1
27.39,274.37,12,0.414,2,w1118,m,2,1
23.83,258.26,12,0.414,2,w1118,m,2,1
23.04,225.18,12,0.414,2,w1118,m,2,1
21.8,249.71,12,0.414,2,w1118,m,2,1
81.82,231.22,13,0.448,2,w1118,m,2,1
43.93,298.03,13,0.448,2,w1118,m,2,1
34.92,219.13,13,0.448,2,w1118,m,2,1
34.78,280.71,13,0.448,2,w1118,m,2,1
34.25,306.44,13,0.448,2,w1118,m,2,1
26.81,274.68,13,0.448,2,w1118,m,2,1
23.27,259.74,13,0.448,2,w1118,m,2,1
23.05,228.98,13,0.448,2,w1118,m,2,1
21.97,248.98,13,0.448,2,w1118,m,2,1
84.79,230.3,14,0.483,2,w1118,m,2,1
46.66,298.24,14,0.483,2,w1118,m,2,1
35.92,279.97,14,0.483,2,w1118,m,2,1
35.85,219.05,14,0.483,2,w1118,m,2,1
35.17,306.42,14,0.483,2,w1118,m,2,1
26.31,274.86,14,0.483,2,w1118,m,2,1
23.28,257.83,14,0.483,2,w1118,m,2,1
23.02,229.03,14,0.483,2,w1118,m,2,1
21.35,249.68,14,0.483,2,w1118,m,2,1
82.15,230.81,15,0.517,2,w1118,m,2,1
46.09,297.87,15,0.517,2,w1118,m,2,1
36.05,218.98,15,0.517,2,w1118,m,2,1
35.45,280.99,15,0.517,2,w1118,m,2,1
35.21,306.47,15,0.517,2,w1118,m,2,1
25.77,275.14,15,0.517,2,w1118,m,2,1
24.61,249.33,15,0.517,2,w1118,m,2,1
22.44,227.89,15,0.517,2,w1118,m,2,1
84.21,229.88,16,0.552,2,w1118,m,2,1
48.08,297.81,16,0.552,2,w1118,m,2,1
37.07,306.95,16,0.552,2,w1118,m,2,1
37.0,219.1,16,0.552,2,w1118,m,2,1
36.21,280.06,16,0.552,2,w1118,m,2,1
29.24,302.89,16,0.552,2,w1118,m,2,1
25.23,275.84,16,0.552,2,w1118,m,2,1
23.14,226.79,16,0.552,2,w1118,m,2,1
22.61,254.08,16,0.552,2,w1118,m,2,1
86.25,229.18,17,0.586,2,w1118,m,2,1
51.97,297.25,17,0.586,2,w1118,m,2,1
42.83,275.98,17,0.586,2,w1118,m,2,1
39.13,307.09,17,0.586,2,w1118,m,2,1
37.11,218.81,17,0.586,2,w1118,m,2,1
29.4,302.96,17,0.586,2,w1118,m,2,1
27.82,224.8,17,0.586,2,w1118,m,2,1
26.67,248.26,17,0.586,2,w1118,m,2,1
24.69,276.55,17,0.586,2,w1118,m,2,1
88.18,228.05,18,0.621,2,w1118,m,2,1
53.1,296.65,18,0.621,2,w1118,m,2,1
42.17,276.3,18,0.621,2,w1118,m,2,1
42.05,307.34,18,0.621,2,w1118,m,2,1
38.98,218.97,18,0.621,2,w1118,m,2,1
29.48,301.91,18,0.621,2,w1118,m,2,1
27.9,224.22,18,0.621,2,w1118,m,2,1
27.62,248.99,18,0.621,2,w1118,m,2,1
24.23,277.06,18,0.621,2,w1118,m,2,1
90.16,226.97,19,0.655,2,w1118,m,2,1
57.91,296.18,19,0.655,2,w1118,m,2,1
44.11,308.07,19,0.655,2,w1118,m,2,1
44.09,276.25,19,0.655,2,w1118,m,2,1
39.98,219.04,19,0.655,2,w1118,m,2,1
29.42,300.77,19,0.655,2,w1118,m,2,1
28.73,223.71,19,0.655,2,w1118,m,2,1
28.63,249.3,19,0.655,2,w1118,m,2,1
23.47,277.93,19,0.655,2,w1118,m,2,1
93.18,226.23,20,0.69,2,w1118,m,2,1
58.01,296.17,20,0.69,2,w1118,m,2,1
50.82,308.45,20,0.69,2,w1118,m,2,1
49.93,273.52,20,0.69,2,w1118,m,2,1
42.0,218.92,20,0.69,2,w1118,m,2,1
34.47,223.93,20,0.69,2,w1118,m,2,1
29.47,298.73,20,0.69,2,w1118,m,2,1
22.86,278.69,20,0.69,2,w1118,m,2,1
98.78,223.87,21,0.724,2,w1118,m,2,1
60.09,295.64,21,0.724,2,w1118,m,2,1
50.04,273.25,21,0.724,2,w1118,m,2,1
49.1,308.6,21,0.724,2,w1118,m,2,1
42.95,218.94,21,0.724,2,w1118,m,2,1
35.05,223.87,21,0.724,2,w1118,m,2,1
34.83,249.73,21,0.724,2,w1118,m,2,1
29.57,297.31,21,0.724,2,w1118,m,2,1
23.23,247.49,21,0.724,2,w1118,m,2,1
22.37,279.56,21,0.724,2,w1118,m,2,1
99.89,223.05,22,0.759,2,w1118,m,2,1
62.08,295.13,22,0.759,2,w1118,m,2,1
53.87,271.88,22,0.759,2,w1118,m,2,1
51.23,308.84,22,0.759,2,w1118,m,2,1
45.01,218.82,22,0.759,2,w1118,m,2,1
35.0,222.96,22,0.759,2,w1118,m,2,1
34.39,250.12,22,0.759,2,w1118,m,2,1
30.33,290.78,22,0.759,2,w1118,m,2,1
23.81,245.03,22,0.759,2,w1118,m,2,1
21.95,280.06,22,0.759,2,w1118,m,2,1
100.13,222.4,23,0.793,2,w1118,m,2,1
64.98,294.92,23,0.793,2,w1118,m,2,1
55.88,271.59,23,0.793,2,w1118,m,2,1
53.21,309.02,23,0.793,2,w1118,m,2,1
46.12,218.89,23,0.793,2,w1118,m,2,1
35.23,249.7,23,0.793,2,w1118,m,2,1
35.15,223.03,23,0.793,2,w1118,m,2,1
29.81,289.03,23,0.793,2,w1118,m,2,1
24.03,244.27,23,0.793,2,w1118,m,2,1
21.18,280.9,23,0.793,2,w1118,m,2,1
102.15,222.08,24,0.828,2,w1118,m,2,1
67.86,294.1,24,0.828,2,w1118,m,2,1
60.63,309.69,24,0.828,2,w1118,m,2,1
58.56,270.93,24,0.828,2,w1118,m,2,1
48.09,218.82,24,0.828,2,w1118,m,2,1
41.9,250.94,24,0.828,2,w1118,m,2,1
36.07,222.35,24,0.828,2,w1118,m,2,1
29.82,287.03,24,0.828,2,w1118,m,2,1
24.05,243.99,24,0.828,2,w1118,m,2,1
21.06,282.01,24,0.828,2,w1118,m,2,1
104.15,220.41,25,0.862,2,w1118,m,2,1
68.11,293.92,25,0.862,2,w1118,m,2,1
60.8,270.07,25,0.862,2,w1118,m,2,1
58.22,309.3,25,0.862,2,w1118,m,2,1
50.06,218.96,25,0.862,2,w1118,m,2,1
41.94,251.03,25,0.862,2,w1118,m,2,1
38.02,222.06,25,0.862,2,w1118,m,2,1
29.76,286.08,25,0.862,2,w1118,m,2,1
24.14,243.04,25,0.862,2,w1118,m,2,1
21.39,282.05,25,0.862,2,w1118,m,2,1
105.1,219.85,26,0.897,2,w1118,m,2,1
70.13,293.86,26,0.897,2,w1118,m,2,1
63.82,270.24,26,0.897,2,w1118,m,2,1
60.25,309.34,26,0.897,2,w1118,m,2,1
51.93,218.92,26,0.897,2,w1118,m,2,1
43.96,251.04,26,0.897,2,w1118,m,2,1
39.16,221.9,26,0.897,2,w1118,m,2,1
24.66,240.3,26,0.897,2,w1118,m,2,1
21.77,282.78,26,0.897,2,w1118,m,2,1
106.4,219.68,27,0.931,2,w1118,m,2,1
73.95,292.98,27,0.931,2,w1118,m,2,1
64.91,270.86,27,0.931,2,w1118,m,2,1
63.15,309.88,27,0.931,2,w1118,m,2,1
53.1,218.79,27,0.931,2,w1118,m,2,1
45.93,251.02,27,0.931,2,w1118,m,2,1
40.38,221.43,27,0.931,2,w1118,m,2,1
24.58,240.01,27,0.931,2,w1118,m,2,1
21.71,282.27,27,0.931,2,w1118,m,2,1
108.25,218.89,28,0.966,2,w1118,m,2,1
74.13,292.65,28,0.966,2,w1118,m,2,1
68.81,310.2,28,0.966,2,w1118,m,2,1
67.8,269.41,28,0.966,2,w1118,m,2,1
55.0,218.84,28,0.966,2,w1118,m,2,1
48.93,251.78,28,0.966,2,w1118,m,2,1
43.02,221.24,28,0.966,2,w1118,m,2,1
24.64,239.18,28,0.966,2,w1118,m,2,1
21.84,282.15,28,0.966,2,w1118,m,2,1
110.04,218.22,29,1.0,2,w1118,m,2,1
77.1,291.82,29,1.0,2,w1118,m,2,1
70.85,310.36,29,1.0,2,w1118,m,2,1
64.08,269.94,29,1.0,2,w1118,m,2,1
56.09,218.71,29,1.0,2,w1118,m,2,1
46.98,251.26,29,1.0,2,w1118,m,2,1
