y,x,frame,t,vial,climbing,2
17.17,89.15,6,0.207,1.0,climbing,2
15.28,53.67,6,0.207,1.0,climbing,2
47.22,51.07,7,0.241,1.0,climbing,2
39.98,43.33,7,0.241,1.0,climbing,2
29.57,125.23,7,0.241,1.0,climbing,2
23.68,61.83,7,0.241,1.0,climbing,2
22.76,117.02,7,0.241,1.0,climbing,2
21.67,79.01,7,0.241,1.0,climbing,2
21.24,127.68,7,0.241,1.0,climbing,2
20.0,50.33,7,0.241,1.0,climbing,2
17.26,89.31,7,0.241,1.0,climbing,2
51.23,53.75,8,0.276,1.0,climbing,2
38.46,43.15,8,0.276,1.0,climbing,2
31.05,126.97,8,0.276,1.0,climbing,2
27.83,57.13,8,0.276,1.0,climbing,2
27.03,116.38,8,0.276,1.0,climbing,2
21.75,77.87,8,0.276,1.0,climbing,2
21.21,48.51,8,0.276,1.0,climbing,2
21.09,128.03,8,0.276,1.0,climbing,2
18.37,91.28,8,0.276,1.0,climbing,2
51.32,54.86,9,0.31,1.0,climbing,2
39.37,43.22,9,0.31,1.0,climbing,2
31.22,128.72,9,0.31,1.0,climbing,2
27.26,56.34,9,0.31,1.0,climbing,2
25.98,111.94,9,0.31,1.0,climbing,2
23.65,87.12,9,0.31,1.0,climbing,2
21.24,74.96,9,0.31,1.0,climbing,2
21.08,48.28,9,0.31,1.0,climbing,2
19.04,93.95,9,0.31,1.0,climbing,2
51.4,54.25,10,0.345,1.0,climbing,2
42.22,43.96,10,0.345,1.0,climbing,2
32.31,130.04,10,0.345,1.0,climbing,2
27.81,56.27,10,0.345,1.0,climbing,2
26.97,109.86,10,0.345,1.0,climbing,2
25.92,120.51,10,0.345,1.0,climbing,2
24.0,87.18,10,0.345,1.0,climbing,2
21.55,73.12,10,0.345,1.0,climbing,2
21.14,51.86,10,0.345,1.0,climbing,2
19.91,95.02,10,0.345,1.0,climbing,2
19.5,125.33,10,0.345,1.0,climbing,2
53.28,57.06,11,0.379,1.0,climbing,2
42.51,43.92,11,0.379,1.0,climbing,2
32.21,131.69,11,0.379,1.0,climbing,2
27.88,56.18,11,0.379,1.0,climbing,2
27.1,108.31,11,0.379,1.0,climbing,2
22.01,69.29,11,0.379,1.0,climbing,2
20.21,95.23,11,0.379,1.0,climbing,2
20.17,130.83,11,0.379,1.0,climbing,2
53.51,58.82,12,0.414,1.0,climbing,2
44.47,45.16,12,0.414,1.0,climbing,2
31.68,132.88,12,0.414,1.0,climbing,2
27.87,55.13,12,0.414,1.0,climbing,2
27.29,106.12,12,0.414,1.0,climbing,2
24.39,121.28,12,0.414,1.0,climbing,2
21.72,67.84,12,0.414,1.0,climbing,2
20.99,95.91,12,0.414,1.0,climbing,2
20.37,134.04,12,0.414,1.0,climbing,2
19.51,47.38,12,0.414,1.0,climbing,2
55.33,60.96,13,0.448,1.0,climbing,2
47.14,46.07,13,0.448,1.0,climbing,2
31.64,134.6,13,0.448,1.0,climbing,2
28.42,52.83,13,0.448,1.0,climbing,2
27.65,105.16,13,0.448,1.0,climbing,2
26.75,72.27,13,0.448,1.0,climbing,2
26.44,122.8,13,0.448,1.0,climbing,2
23.81,88.45,13,0.448,1.0,climbing,2
21.4,96.29,13,0.448,1.0,climbing,2
20.5,47.45,13,0.448,1.0,climbing,2
20.48,136.9,13,0.448,1.0,climbing,2
55.04,62.97,14,0.483,1.0,climbing,2
48.03,47.1,14,0.483,1.0,climbing,2
31.25,135.73,14,0.483,1.0,climbing,2
29.24,51.68,14,0.483,1.0,climbing,2
27.31,104.17,14,0.483,1.0,climbing,2
26.86,122.97,14,0.483,1.0,climbing,2
26.21,71.13,14,0.483,1.0,climbing,2
22.9,85.92,14,0.483,1.0,climbing,2
21.55,96.99,14,0.483,1.0,climbing,2
20.22,47.27,14,0.483,1.0,climbing,2
19.5,132.09,14,0.483,1.0,climbing,2
12.34,53.82,14,0.483,1.0,climbing,2
54.21,66.8,15,0.517,1.0,climbing,2
48.55,47.8,15,0.517,1.0,climbing,2
29.89,136.93,15,0.517,1.0,climbing,2
29.58,49.1,15,0.517,1.0,climbing,2
27.42,102.97,15,0.517,1.0,climbing,2
27.02,123.25,15,0.517,1.0,climbing,2
26.76,70.15,15,0.517,1.0,climbing,2
22.61,82.87,15,0.517,1.0,climbing,2
19.99,46.32,15,0.517,1.0,climbing,2
14.49,82.14,15,0.517,1.0,climbing,2
12.4,53.78,15,0.517,1.0,climbing,2
54.54,67.81,16,0.552,1.0,climbing,2
49.38,48.11,16,0.552,1.0,climbing,2
32.78,48.02,16,0.552,1.0,climbing,2
29.16,137.79,16,0.552,1.0,climbing,2
27.73,103.1,16,0.552,1.0,climbing,2
27.25,123.53,16,0.552,1.0,climbing,2
26.94,69.08,16,0.552,1.0,climbing,2
22.09,78.26,16,0.552,1.0,climbing,2
19.99,46.27,16,0.552,1.0,climbing,2
13.5,78.25,16,0.552,1.0,climbing,2
12.17,53.92,16,0.552,1.0,climbing,2
54.07,67.06,17,0.586,1.0,climbing,2
49.59,48.96,17,0.586,1.0,climbing,2
29.84,46.35,17,0.586,1.0,climbing,2
28.02,104.33,17,0.586,1.0,climbing,2
27.42,123.25,17,0.586,1.0,climbing,2
27.4,137.33,17,0.586,1.0,climbing,2
27.29,68.31,17,0.586,1.0,climbing,2
21.68,79.02,17,0.586,1.0,climbing,2
19.29,47.02,17,0.586,1.0,climbing,2
53.92,69.02,18,0.621,1.0,climbing,2
50.41,50.04,18,0.621,1.0,climbing,2
36.82,46.62,18,0.621,1.0,climbing,2
28.27,104.85,18,0.621,1.0,climbing,2
28.23,137.97,18,0.621,1.0,climbing,2
27.8,121.17,18,0.621,1.0,climbing,2
27.21,66.1,18,0.621,1.0,climbing,2
21.68,80.03,18,0.621,1.0,climbing,2
18.45,46.26,18,0.621,1.0,climbing,2
54.01,71.07,19,0.655,1.0,climbing,2
51.21,51.88,19,0.655,1.0,climbing,2
39.14,45.37,19,0.655,1.0,climbing,2
28.43,138.15,19,0.655,1.0,climbing,2
28.26,105.41,19,0.655,1.0,climbing,2
27.88,119.01,19,0.655,1.0,climbing,2
27.21,65.24,19,0.655,1.0,climbing,2
21.37,80.26,19,0.655,1.0,climbing,2
20.47,123.09,19,0.655,1.0,climbing,2
17.51,45.98,19,0.655,1.0,climbing,2
53.17,73.97,20,0.69,1.0,climbing,2
50.94,52.18,20,0.69,1.0,climbing,2
37.41,45.23,20,0.69,1.0,climbing,2
32.93,138.19,20,0.69,1.0,climbing,2
28.87,106.31,20,0.69,1.0,climbing,2
28.13,118.3,20,0.69,1.0,climbing,2
28.04,64.51,20,0.69,1.0,climbing,2
21.48,81.25,20,0.69,1.0,climbing,2
17.12,45.13,20,0.69,1.0,climbing,2
16.37,100.98,20,0.69,1.0,climbing,2
13.07,81.85,20,0.69,1.0,climbing,2
52.42,77.86,21,0.724,1.0,climbing,2
51.01,54.99,21,0.724,1.0,climbing,2
44.76,44.09,21,0.724,1.0,climbing,2
34.15,138.82,21,0.724,1.0,climbing,2
29.02,106.22,21,0.724,1.0,climbing,2
28.53,117.92,21,0.724,1.0,climbing,2
28.48,65.08,21,0.724,1.0,climbing,2
21.11,82.1,21,0.724,1.0,climbing,2
17.29,45.11,21,0.724,1.0,climbing,2
16.95,67.11,21,0.724,1.0,climbing,2
12.75,83.0,21,0.724,1.0,climbing,2
0.0,140.87,21,0.724,1.0,climbing,2
52.35,79.88,22,0.759,1.0,climbing,2
50.65,55.89,22,0.759,1.0,climbing,2
41.38,44.99,22,0.759,1.0,climbing,2
35.29,138.67,22,0.759,1.0,climbing,2
29.37,65.0,22,0.759,1.0,climbing,2
29.15,117.01,22,0.759,1.0,climbing,2
28.47,106.12,22,0.759,1.0,climbing,2
26.7,138.78,22,0.759,1.0,climbing,2
20.15,82.28,22,0.759,1.0,climbing,2
17.34,46.94,22,0.759,1.0,climbing,2
16.53,67.83,22,0.759,1.0,climbing,2
52.35,80.02,23,0.793,1.0,climbing,2
50.63,57.89,23,0.793,1.0,climbing,2
48.8,42.41,23,0.793,1.0,climbing,2
37.13,138.66,23,0.793,1.0,climbing,2
29.48,116.99,23,0.793,1.0,climbing,2
29.32,63.92,23,0.793,1.0,climbing,2
28.46,106.16,23,0.793,1.0,climbing,2
27.03,138.82,23,0.793,1.0,climbing,2
20.4,82.03,23,0.793,1.0,climbing,2
17.22,45.21,23,0.793,1.0,climbing,2
51.29,82.93,24,0.828,1.0,climbing,2
50.9,58.84,24,0.828,1.0,climbing,2
49.83,41.8,24,0.828,1.0,climbing,2
38.22,138.3,24,0.828,1.0,climbing,2
28.89,116.92,24,0.828,1.0,climbing,2
28.86,62.89,24,0.828,1.0,climbing,2
28.53,106.02,24,0.828,1.0,climbing,2
25.02,70.88,24,0.828,1.0,climbing,2
20.39,81.78,24,0.828,1.0,climbing,2
16.36,44.99,24,0.828,1.0,climbing,2
51.84,40.98,25,0.862,1.0,climbing,2
51.16,84.99,25,0.862,1.0,climbing,2
51.05,58.97,25,0.862,1.0,climbing,2
38.11,138.09,25,0.862,1.0,climbing,2
32.22,61.88,25,0.862,1.0,climbing,2
29.41,116.89,25,0.862,1.0,climbing,2
28.33,105.8,25,0.862,1.0,climbing,2
25.49,72.68,25,0.862,1.0,climbing,2
22.55,112.08,25,0.862,1.0,climbing,2
21.52,138.49,25,0.862,1.0,climbing,2
19.97,81.79,25,0.862,1.0,climbing,2
16.45,47.92,25,0.862,1.0,climbing,2
53.96,41.11,26,0.897,1.0,climbing,2
51.55,59.04,26,0.897,1.0,climbing,2
51.26,86.08,26,0.897,1.0,climbing,2
37.98,137.26,26,0.897,1.0,climbing,2
36.09,60.18,26,0.897,1.0,climbing,2
35.08,116.3,26,0.897,1.0,climbing,2
28.54,101.22,26,0.897,1.0,climbing,2
25.6,75.81,26,0.897,1.0,climbing,2
23.21,111.72,26,0.897,1.0,climbing,2
21.69,138.25,26,0.897,1.0,climbing,2
16.21,47.99,26,0.897,1.0,climbing,2
53.39,41.26,27,0.931,1.0,climbing,2
51.95,62.94,27,0.931,1.0,climbing,2
50.15,91.01,27,0.931,1.0,climbing,2
38.73,59.75,27,0.931,1.0,climbing,2
36.48,136.31,27,0.931,1.0,climbing,2
36.0,116.05,27,0.931,1.0,climbing,2
28.41,98.26,27,0.931,1.0,climbing,2
26.13,78.12,27,0.931,1.0,climbing,2
23.52,110.08,27,0.931,1.0,climbing,2
21.56,138.23,27,0.931,1.0,climbing,2
15.61,48.18,27,0.931,1.0,climbing,2
56.25,41.78,28,0.966,1.0,climbing,2
53.3,65.91,28,0.966,1.0,climbing,2
50.44,93.94,28,0.966,1.0,climbing,2
40.98,59.04,28,0.966,1.0,climbing,2
36.23,135.88,28,0.966,1.0,climbing,2
35.21,116.76,28,0.966,1.0,climbing,2
28.11,96.04,28,0.966,1.0,climbing,2
26.92,80.71,28,0.966,1.0,climbing,2
23.86,109.01,28,0.966,1.0,climbing,2
22.5,136.99,28,0.966,1.0,climbing,2
15.42,49.94,28,0.966,1.0,climbing,2
57.45,41.32,29,1.0,1.0,climbing,2
54.09,67.77,29,1.0,1.0,climbing,2
50.43,95.93,29,1.0,1.0,climbing,2
42.92,57.37,29,1.0,1.0,climbing,2
40.19,114.21,29,1.0,1.0,climbing,2
35.31,135.28,29,1.0,1.0,climbing,2
28.1,94.03,29,1.0,1.0,climbing,2
27.37,82.57,29,1.0,1.0,climbing,2
24.22,107.85,29,1.0,1.0,climbing,2
23.45,135.12,29,1.0,1.0,climbing,2
15.53,51.65,29,1.0,1.0,climbing,2
58.37,41.39,30,1.034,1.0,climbing,2
54.17,69.9,30,1.034,1.0,climbing,2
50.7,98.03,30,1.034,1.0,climbing,2
42.35,56.89,30,1.034,1.0,climbing,2
42.0,113.0,30,1.034,1.0,climbing,2
35.16,135.24,30,1.034,1.0,climbing,2
28.51,82.62,30,1.034,1.0,climbing,2
28.28,93.02,30,1.034,1.0,climbing,2
24.16,107.01,30,1.034,1.0,climbing,2
23.11,135.01,30,1.034,1.0,climbing,2
14.37,51.3,30,1.034,1.0,climbing,2
63.02,41.24,31,1.069,1.0,climbing,2
54.58,70.12,31,1.069,1.0,climbing,2
52.62,99.12,31,1.069,1.0,climbing,2
44.26,54.95,31,1.069,1.0,climbing,2
41.27,113.01,31,1.069,1.0,climbing,2
35.37,135.09,31,1.069,1.0,climbing,2
28.38,81.91,31,1.069,1.0,climbing,2
28.1,91.21,31,1.069,1.0,climbing,2
25.02,105.96,31,1.069,1.0,climbing,2
21.25,130.39,31,1.069,1.0,climbing,2
15.44,53.04,31,1.069,1.0,climbing,2
65.12,41.54,32,1.103,1.0,climbing,2
55.29,73.0,32,1.103,1.0,climbing,2
53.37,101.18,32,1.103,1.0,climbing,2
45.19,53.13,32,1.103,1.0,climbing,2
44.09,110.11,32,1.103,1.0,climbing,2
35.14,135.21,32,1.103,1.0,climbing,2
28.68,81.81,32,1.103,1.0,climbing,2
27.58,90.96,32,1.103,1.0,climbing,2
24.51,106.72,32,1.103,1.0,climbing,2
21.12,129.22,32,1.103,1.0,climbing,2
19.05,89.94,32,1.103,1.0,climbing,2
15.66,52.89,32,1.103,1.0,climbing,2
60.87,41.84,33,1.138,1.0,climbing,2
56.13,77.88,33,1.138,1.0,climbing,2
55.32,103.01,33,1.138,1.0,climbing,2
47.16,51.5,33,1.138,1.0,climbing,2
45.15,107.29,33,1.138,1.0,climbing,2
35.22,135.21,33,1.138,1.0,climbing,2
29.35,81.69,33,1.138,1.0,climbing,2
24.56,106.76,33,1.138,1.0,climbing,2
21.41,127.35,33,1.138,1.0,climbing,2
16.7,92.96,33,1.138,1.0,climbing,2
16.21,53.1,33,1.138,1.0,climbing,2
71.1,41.68,34,1.172,1.0,climbing,2
60.89,41.56,34,1.172,1.0,climbing,2
57.33,106.89,34,1.172,1.0,climbing,2
57.15,81.71,34,1.172,1.0,climbing,2
49.1,50.2,34,1.172,1.0,climbing,2
46.03,106.04,34,1.172,1.0,climbing,2
34.25,134.81,34,1.172,1.0,climbing,2
27.49,87.27,34,1.172,1.0,climbing,2
24.81,105.93,34,1.172,1.0,climbing,2
21.42,124.42,34,1.172,1.0,climbing,2
17.0,93.89,34,1.172,1.0,climbing,2
16.34,53.06,34,1.172,1.0,climbing,2
72.3,41.58,35,1.207,1.0,climbing,2
60.79,41.63,35,1.207,1.0,climbing,2
58.29,107.97,35,1.207,1.0,climbing,2
58.09,83.81,35,1.207,1.0,climbing,2
50.82,49.01,35,1.207,1.0,climbing,2
45.86,104.13,35,1.207,1.0,climbing,2
34.18,82.2,35,1.207,1.0,climbing,2
33.19,134.23,35,1.207,1.0,climbing,2
27.56,87.03,35,1.207,1.0,climbing,2
25.59,104.93,35,1.207,1.0,climbing,2
21.36,121.11,35,1.207,1.0,climbing,2
16.95,93.99,35,1.207,1.0,climbing,2
16.4,53.95,35,1.207,1.0,climbing,2
73.41,41.45,36,1.241,1.0,climbing,2
59.45,41.59,36,1.241,1.0,climbing,2
59.4,109.05,36,1.241,1.0,climbing,2
58.28,83.96,36,1.241,1.0,climbing,2
52.78,48.18,36,1.241,1.0,climbing,2
45.24,102.24,36,1.241,1.0,climbing,2
31.52,133.08,36,1.241,1.0,climbing,2
27.9,85.97,36,1.241,1.0,climbing,2
27.12,104.36,36,1.241,1.0,climbing,2
21.61,119.88,36,1.241,1.0,climbing,2
17.04,93.95,36,1.241,1.0,climbing,2
16.42,55.93,36,1.241,1.0,climbing,2
76.45,41.6,37,1.276,1.0,climbing,2
59.34,110.95,37,1.276,1.0,climbing,2
59.09,86.96,37,1.276,1.0,climbing,2
58.01,40.83,37,1.276,1.0,climbing,2
45.01,103.89,37,1.276,1.0,climbing,2
30.11,132.18,37,1.276,1.0,climbing,2
27.41,84.91,37,1.276,1.0,climbing,2
27.1,103.99,37,1.276,1.0,climbing,2
21.57,117.77,37,1.276,1.0,climbing,2
17.12,93.93,37,1.276,1.0,climbing,2
16.43,55.64,37,1.276,1.0,climbing,2
82.2,40.99,38,1.31,1.0,climbing,2
60.07,88.95,38,1.31,1.0,climbing,2
59.12,112.09,38,1.31,1.0,climbing,2
56.14,46.79,38,1.31,1.0,climbing,2
44.68,102.9,38,1.31,1.0,climbing,2
28.44,131.32,38,1.31,1.0,climbing,2
27.55,83.01,38,1.31,1.0,climbing,2
27.04,104.02,38,1.31,1.0,climbing,2
21.87,112.07,38,1.31,1.0,climbing,2
17.22,93.14,38,1.31,1.0,climbing,2
16.35,54.13,38,1.31,1.0,climbing,2
82.46,40.9,39,1.345,1.0,climbing,2
60.35,90.12,39,1.345,1.0,climbing,2
59.68,115.02,39,1.345,1.0,climbing,2
57.43,40.83,39,1.345,1.0,climbing,2
44.29,97.08,39,1.345,1.0,climbing,2
36.4,83.83,39,1.345,1.0,climbing,2
28.38,130.1,39,1.345,1.0,climbing,2
27.41,103.9,39,1.345,1.0,climbing,2
27.39,81.14,39,1.345,1.0,climbing,2
26.22,91.17,39,1.345,1.0,climbing,2
21.68,111.75,39,1.345,1.0,climbing,2
17.07,92.9,39,1.345,1.0,climbing,2
15.72,53.59,39,1.345,1.0,climbing,2
85.4,40.93,40,1.379,1.0,climbing,2
61.25,95.89,40,1.379,1.0,climbing,2
58.96,115.15,40,1.379,1.0,climbing,2
57.34,40.69,40,1.379,1.0,climbing,2
44.53,95.26,40,1.379,1.0,climbing,2
37.12,84.29,40,1.379,1.0,climbing,2
29.22,128.51,40,1.379,1.0,climbing,2
27.27,102.36,40,1.379,1.0,climbing,2
27.24,80.14,40,1.379,1.0,climbing,2
25.81,91.04,40,1.379,1.0,climbing,2
16.95,92.13,40,1.379,1.0,climbing,2
15.49,54.28,40,1.379,1.0,climbing,2
14.14,107.87,40,1.379,1.0,climbing,2
89.27,40.25,41,1.414,1.0,climbing,2
65.3,45.6,41,1.414,1.0,climbing,2
62.15,98.73,41,1.414,1.0,climbing,2
58.58,118.88,41,1.414,1.0,climbing,2
57.35,41.09,41,1.414,1.0,climbing,2
45.19,94.09,41,1.414,1.0,climbing,2
37.52,83.93,41,1.414,1.0,climbing,2
30.57,127.52,41,1.414,1.0,climbing,2
27.3,77.13,41,1.414,1.0,climbing,2
27.29,100.12,41,1.414,1.0,climbing,2
26.0,91.06,41,1.414,1.0,climbing,2
17.1,92.05,41,1.414,1.0,climbing,2
15.43,53.97,41,1.414,1.0,climbing,2
90.37,39.75,42,1.448,1.0,climbing,2
70.03,45.27,42,1.448,1.0,climbing,2
62.05,99.0,42,1.448,1.0,climbing,2
58.56,119.95,42,1.448,1.0,climbing,2
57.28,41.2,42,1.448,1.0,climbing,2
46.33,94.96,42,1.448,1.0,climbing,2
38.08,84.16,42,1.448,1.0,climbing,2
31.32,126.39,42,1.448,1.0,climbing,2
27.32,99.14,42,1.448,1.0,climbing,2
27.16,74.08,42,1.448,1.0,climbing,2
17.16,91.7,42,1.448,1.0,climbing,2
16.33,53.66,42,1.448,1.0,climbing,2
96.16,39.61,43,1.483,1.0,climbing,2
72.21,44.97,43,1.483,1.0,climbing,2
62.36,101.98,43,1.483,1.0,climbing,2
58.53,120.04,43,1.483,1.0,climbing,2
57.21,41.19,43,1.483,1.0,climbing,2
56.13,72.03,43,1.483,1.0,climbing,2
48.18,92.99,43,1.483,1.0,climbing,2
36.47,83.17,43,1.483,1.0,climbing,2
31.35,124.28,43,1.483,1.0,climbing,2
27.43,71.94,43,1.483,1.0,climbing,2
27.31,99.24,43,1.483,1.0,climbing,2
17.0,91.6,43,1.483,1.0,climbing,2
16.35,53.1,43,1.483,1.0,climbing,2
99.17,39.15,44,1.517,1.0,climbing,2
74.27,45.07,44,1.517,1.0,climbing,2
63.08,102.07,44,1.517,1.0,climbing,2
58.98,119.16,44,1.517,1.0,climbing,2
57.07,41.62,44,1.517,1.0,climbing,2
49.39,92.0,44,1.517,1.0,climbing,2
42.16,58.95,44,1.517,1.0,climbing,2
37.35,83.11,44,1.517,1.0,climbing,2
31.46,123.99,44,1.517,1.0,climbing,2
27.41,69.16,44,1.517,1.0,climbing,2
27.39,99.2,44,1.517,1.0,climbing,2
17.12,91.7,44,1.517,1.0,climbing,2
16.33,53.48,44,1.517,1.0,climbing,2
101.94,38.65,45,1.552,1.0,climbing,2
78.0,44.66,45,1.552,1.0,climbing,2
63.38,104.06,45,1.552,1.0,climbing,2
58.68,119.98,45,1.552,1.0,climbing,2
57.4,41.84,45,1.552,1.0,climbing,2
49.61,90.99,45,1.552,1.0,climbing,2
37.39,82.86,45,1.552,1.0,climbing,2
31.4,122.21,45,1.552,1.0,climbing,2
28.53,54.15,45,1.552,1.0,climbing,2
27.28,99.23,45,1.552,1.0,climbing,2
26.23,70.83,45,1.552,1.0,climbing,2
17.2,53.46,45,1.552,1.0,climbing,2
17.04,91.74,45,1.552,1.0,climbing,2
104.83,38.36,46,1.586,1.0,climbing,2
80.25,44.71,46,1.586,1.0,climbing,2
64.32,105.98,46,1.586,1.0,climbing,2
59.27,119.13,46,1.586,1.0,climbing,2
58.24,42.08,46,1.586,1.0,climbing,2
52.12,86.14,46,1.586,1.0,climbing,2
38.27,82.81,46,1.586,1.0,climbing,2
31.41,122.13,46,1.586,1.0,climbing,2
27.24,99.13,46,1.586,1.0,climbing,2
27.11,67.2,46,1.586,1.0,climbing,2
20.36,54.3,46,1.586,1.0,climbing,2
17.0,91.73,46,1.586,1.0,climbing,2
106.12,37.6,47,1.621,1.0,climbing,2
83.98,44.6,47,1.621,1.0,climbing,2
65.6,108.05,47,1.621,1.0,climbing,2
60.46,119.07,47,1.621,1.0,climbing,2
57.61,43.22,47,1.621,1.0,climbing,2
52.24,86.82,47,1.621,1.0,climbing,2
38.24,81.87,47,1.621,1.0,climbing,2
31.49,122.17,47,1.621,1.0,climbing,2
27.19,97.85,47,1.621,1.0,climbing,2
26.98,65.94,47,1.621,1.0,climbing,2
21.43,52.26,47,1.621,1.0,climbing,2
17.0,91.69,47,1.621,1.0,climbing,2
13.37,52.28,47,1.621,1.0,climbing,2
107.83,37.28,48,1.655,1.0,climbing,2
86.0,44.42,48,1.655,1.0,climbing,2
66.02,110.08,48,1.655,1.0,climbing,2
61.27,119.17,48,1.655,1.0,climbing,2
59.11,44.15,48,1.655,1.0,climbing,2
54.24,81.99,48,1.655,1.0,climbing,2
37.04,79.85,48,1.655,1.0,climbing,2
31.4,122.16,48,1.655,1.0,climbing,2
29.41,54.92,48,1.655,1.0,climbing,2
26.43,64.02,48,1.655,1.0,climbing,2
25.95,96.14,48,1.655,1.0,climbing,2
16.99,91.75,48,1.655,1.0,climbing,2
109.12,37.52,49,1.69,1.0,climbing,2
89.18,44.84,49,1.69,1.0,climbing,2
67.24,113.6,49,1.69,1.0,climbing,2
59.15,45.06,49,1.69,1.0,climbing,2
57.21,79.19,49,1.69,1.0,climbing,2
35.29,80.91,49,1.69,1.0,climbing,2
32.94,54.97,49,1.69,1.0,climbing,2
31.44,121.19,49,1.69,1.0,climbing,2
26.75,61.96,49,1.69,1.0,climbing,2
23.01,100.73,49,1.69,1.0,climbing,2
17.17,91.7,49,1.69,1.0,climbing,2
110.06,36.93,50,1.724,1.0,climbing,2
90.26,45.11,50,1.724,1.0,climbing,2
68.56,113.81,50,1.724,1.0,climbing,2
58.33,78.11,50,1.724,1.0,climbing,2
58.21,46.31,50,1.724,1.0,climbing,2
35.15,55.19,50,1.724,1.0,climbing,2
34.3,78.83,50,1.724,1.0,climbing,2
31.12,119.4,50,1.724,1.0,climbing,2
27.18,60.1,50,1.724,1.0,climbing,2
22.73,100.85,50,1.724,1.0,climbing,2
17.22,91.93,50,1.724,1.0,climbing,2
110.52,36.96,51,1.759,1.0,climbing,2
92.26,44.89,51,1.759,1.0,climbing,2
69.57,112.9,51,1.759,1.0,climbing,2
68.15,121.09,51,1.759,1.0,climbing,2
60.25,75.95,51,1.759,1.0,climbing,2
58.94,47.28,51,1.759,1.0,climbing,2
42.89,86.91,51,1.759,1.0,climbing,2
36.29,55.16,51,1.759,1.0,climbing,2
35.14,74.14,51,1.759,1.0,climbing,2
31.0,117.12,51,1.759,1.0,climbing,2
29.37,50.25,51,1.759,1.0,climbing,2
28.23,60.96,51,1.759,1.0,climbing,2
22.81,100.8,51,1.759,1.0,climbing,2
112.51,37.2,52,1.793,1.0,climbing,2
92.57,45.15,52,1.793,1.0,climbing,2
71.31,120.98,52,1.793,1.0,climbing,2
62.45,75.02,52,1.793,1.0,climbing,2
58.66,47.89,52,1.793,1.0,climbing,2
46.98,82.41,52,1.793,1.0,climbing,2
40.14,55.66,52,1.793,1.0,climbing,2
35.08,72.97,52,1.793,1.0,climbing,2
30.49,114.18,52,1.793,1.0,climbing,2
29.65,51.29,52,1.793,1.0,climbing,2
28.46,61.0,52,1.793,1.0,climbing,2
23.56,87.42,52,1.793,1.0,climbing,2
23.08,102.65,52,1.793,1.0,climbing,2
