geno,condition,rack,day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
SiI,Un,a,3,1,SiI_Un_a_all,80,132,0.9985,15.4875,0.9915,0.0,0.0113
SiI,Un,a,3,2,SiI_Un_a_1,20,72,1.9611,38.0777,0.985,0.0,0.0297
SiI,Un,a,3,2,SiI_Un_a_2,82,134,2.5058,-7.5926,0.9636,0.0,0.0602
SiI,Un,a,3,2,SiI_Un_a_3,0,52,1.0326,16.9802,0.9568,0.0,0.0272
SiI,Un,a,3,2,SiI_Un_a_4,84,136,0.6299,2.8036,0.9168,0.0,0.0238
SiI,Un,a,3,2,SiI_Un_a_5,81,133,1.1338,-5.6702,0.9658,0.0,0.0263
SiI,Un,a,3,2,SiI_Un_a_6,90,142,1.7549,-22.4151,0.9627,0.0,0.044000000000000004
SiI,Un,a,3,2,SiI_Un_a_all,32,84,1.0729,31.886999999999997,0.9867,0.0,0.0153
SiI,Un,a,3,3,SiI_Un_a_1,49,101,1.7549,76.2465,0.9072,0.0,0.0704
SiI,Un,a,3,3,SiI_Un_a_2,23,75,1.6182,52.3667,0.8906,0.0,0.0715
SiI,Un,a,3,3,SiI_Un_a_3,32,84,1.6289,23.0726,0.9878,0.0,0.0223
SiI,Un,a,3,3,SiI_Un_a_4,22,74,1.0955,24.128,0.9333,0.0,0.0365
SiI,Un,a,3,3,SiI_Un_a_5,24,76,1.0292,29.9696,0.9676,0.0,0.0233
SiI,Un,a,3,3,SiI_Un_a_6,91,143,1.9119,-15.9709,0.9272,0.0,0.0697
SiI,Un,a,3,3,SiI_Un_a_all,43,95,1.0997,49.8511,0.9598,0.0,0.0278
SiI,Un,b,3,1,SiI_Un_b_1,30,82,2.0673,40.3057,0.9628,0.0,0.0503
SiI,Un,b,3,1,SiI_Un_b_2,19,71,1.2386,13.2892,0.9855,0.0,0.0185
SiI,Un,b,3,1,SiI_Un_b_3,69,121,1.8027,-23.9602,0.9732,0.0,0.0369
SiI,Un,b,3,1,SiI_Un_b_4,51,103,2.4217,-13.6746,0.9973,0.0,0.0154
SiI,Un,b,3,1,SiI_Un_b_5,19,71,0.9372,20.9904,0.9557,0.0,0.025
SiI,Un,b,3,1,SiI_Un_b_6,44,96,1.6565,-2.3649,0.9825,0.0,0.0272
SiI,Un,b,3,1,SiI_Un_b_all,33,85,1.3897,20.9896,0.997,0.0,0.0093
SiI,Un,b,3,2,SiI_Un_b_1,3,55,2.7175,47.6404,0.9879,0.0,0.0369
SiI,Un,b,3,2,SiI_Un_b_2,7,59,2.4304,17.84,0.9895,0.0,0.0307
SiI,Un,b,3,2,SiI_Un_b_3,40,92,1.7248,24.1307,0.9864,0.0,0.0249
SiI,Un,b,3,2,SiI_Un_b_4,38,90,2.0761,-5.3971,0.9877,0.0,0.0285
SiI,Un,b,3,2,SiI_Un_b_5,0,52,1.4228,16.1614,0.9784,0.0,0.026000000000000002
SiI,Un,b,3,2,SiI_Un_b_6,29,81,2.2713,18.0106,0.9733,0.0,0.0464
SiI,Un,b,3,2,SiI_Un_b_all,22,74,1.8587,26.7905,0.9953,0.0,0.0156
SiI,Un,b,3,3,SiI_Un_b_1,42,94,2.6,57.4073,0.9935,0.0,0.0258
SiI,Un,b,3,3,SiI_Un_b_2,34,86,1.9486,17.9456,0.987,0.0,0.0275
SiI,Un,b,3,3,SiI_Un_b_3,41,93,1.3349,15.73,0.9838,0.0,0.0211
SiI,Un,b,3,3,SiI_Un_b_4,52,104,2.1917,-14.3341,0.9892,0.0,0.0282
SiI,Un,b,3,3,SiI_Un_b_5,29,81,0.9179,10.5002,0.9654,0.0,0.0215
SiI,Un,b,3,3,SiI_Un_b_6,8,60,1.3184,18.5704,0.9754,0.0,0.0258
SiI,Un,b,3,3,SiI_Un_b_all,20,72,1.6211,21.9328,0.9971,0.0,0.0106
Sm21,Ex,a,3,1,Sm21_Ex_a_1,1,53,2.1933,45.0523,0.9915,0.0,0.0249
Sm21,Ex,a,3,1,Sm21_Ex_a_2,15,67,1.4979,37.085,0.9845,0.0,0.0231
Sm21,Ex,a,3,1,Sm21_Ex_a_3,54,106,1.9297,-16.9677,0.9819,0.0,0.0322
Sm21,Ex,a,3,1,Sm21_Ex_a_4,0,52,0.9954,27.4927,0.9811,0.0,0.017
Sm21,Ex,a,3,1,Sm21_Ex_a_5,41,93,1.3229,16.379,0.9824,0.0,0.0218
Sm21,Ex,a,3,1,Sm21_Ex_a_6,41,93,1.2841,8.3448,0.9717,0.0,0.027000000000000003
Sm21,Ex,a,3,1,Sm21_Ex_a_all,2,54,1.15,34.3579,0.9959,0.0,0.0091
Sm21,Ex,a,3,2,Sm21_Ex_a_1,2,54,1.3357,145.5502,0.4145,0.002,0.2539
Sm21,Ex,a,3,2,Sm21_Ex_a_2,89,141,1.4515,52.9078,0.7946,0.0,0.096
Sm21,Ex,a,3,2,Sm21_Ex_a_3,58,110,1.5458,25.5927,0.9202,0.0,0.0569
Sm21,Ex,a,3,2,Sm21_Ex_a_4,88,140,1.0832,0.3037,0.9529,0.0,0.0299
Sm21,Ex,a,3,2,Sm21_Ex_a_5,58,110,2.3495,-3.6928,0.9585,0.0,0.0605
Sm21,Ex,a,3,2,Sm21_Ex_a_6,74,126,1.5847,30.4885,0.8973,0.0,0.0675
Sm21,Ex,a,3,2,Sm21_Ex_a_all,92,144,0.7193,88.4017,0.9441,0.0,0.0218
Sm21,Ex,a,3,3,Sm21_Ex_a_1,42,94,2.6239999999999997,83.9631,0.9822,0.0,0.0434
Sm21,Ex,a,3,3,Sm21_Ex_a_2,0,52,2.8619,46.2833,0.9765,0.0,0.0547
Sm21,Ex,a,3,3,Sm21_Ex_a_3,9,61,1.3051,33.693000000000005,0.985,0.0,0.0198
Sm21,Ex,a,3,3,Sm21_Ex_a_4,6,58,1.0823,29.0813,0.9482,0.0,0.0314
Sm21,Ex,a,3,3,Sm21_Ex_a_5,57,109,1.8461,11.6881,0.9862,0.0,0.0268
Sm21,Ex,a,3,3,Sm21_Ex_a_6,46,98,2.3523,19.3896,0.943,0.0,0.0718
Sm21,Ex,a,3,3,Sm21_Ex_a_all,7,59,1.8961,48.0114,0.9848,0.0,0.028999999999999998
Sm21,Ex,b,3,1,Sm21_Ex_b_1,92,144,1.6454,79.0239,0.7527,0.0,0.1312
Sm21,Ex,b,3,1,Sm21_Ex_b_2,85,137,1.3868,133.5955,0.9833,0.0,0.0222
Sm21,Ex,b,3,1,Sm21_Ex_b_3,84,136,1.5121,25.2808,0.9749,0.0,0.0299
Sm21,Ex,b,3,1,Sm21_Ex_b_4,58,110,1.1466,103.838,0.9007,0.0,0.0479
Sm21,Ex,b,3,1,Sm21_Ex_b_5,43,95,1.9991,46.4866,0.919,0.0,0.0743
Sm21,Ex,b,3,1,Sm21_Ex_b_6,91,143,0.3144,97.1448,0.33799999999999997,0.0175,0.079
Sm21,Ex,b,3,1,Sm21_Ex_b_all,87,139,0.7703,117.5564,0.8995,0.0,0.0324
Sm21,Ex,b,3,2,Sm21_Ex_b_1,44,96,3.3001,28.772,0.9808,0.0,0.0568
Sm21,Ex,b,3,2,Sm21_Ex_b_2,21,73,3.3221,62.1362,0.9954,0.0,0.0278
Sm21,Ex,b,3,2,Sm21_Ex_b_3,42,94,2.074,7.9229,0.9968,0.0,0.0143
Sm21,Ex,b,3,2,Sm21_Ex_b_4,45,97,1.804,41.8172,0.9912,0.0,0.0209
Sm21,Ex,b,3,2,Sm21_Ex_b_5,58,110,1.7895,14.0168,0.9795,0.0,0.0318
Sm21,Ex,b,3,2,Sm21_Ex_b_6,11,63,1.8424,26.596999999999998,0.9754,0.0,0.036000000000000004
Sm21,Ex,b,3,2,Sm21_Ex_b_all,33,85,2.1126,40.0742,0.9974,0.0,0.0133
Sm21,Ex,b,3,3,Sm21_Ex_b_1,0,52,2.7044,37.8441,0.9766,0.0,0.0515
Sm21,Ex,b,3,3,Sm21_Ex_b_2,6,58,3.6849,26.5983,0.9905,0.0,0.0442
Sm21,Ex,b,3,3,Sm21_Ex_b_3,8,60,1.7342,41.1907,0.9927,0.0,0.0182
Sm21,Ex,b,3,3,Sm21_Ex_b_4,13,65,2.2611,34.3534,0.9951,0.0,0.0195
Sm21,Ex,b,3,3,Sm21_Ex_b_5,24,76,1.4581,32.7019,0.9211,0.0,0.0534
Sm21,Ex,b,3,3,Sm21_Ex_b_6,0,52,2.2092,57.8618,0.9704,0.0,0.0476
Sm21,Ex,b,3,3,Sm21_Ex_b_all,9,61,2.2761,40.129,0.9967,0.0,0.0161
Sm21,Un,a,3,1,Sm21_Un_a_1,45,97,2.7739,27.5379,0.991,0.0,0.0324
Sm21,Un,a,3,1,Sm21_Un_a_2,16,68,3.5746,3.214,0.99,0.0,0.0442
Sm21,Un,a,3,1,Sm21_Un_a_3,63,115,3.4598,-36.6109,0.9909,0.0,0.0407
Sm21,Un,a,3,1,Sm21_Un_a_4,23,75,0.8667,4.6786,0.9747,0.0,0.0172
Sm21,Un,a,3,1,Sm21_Un_a_5,13,65,2.8353,33.5615,0.9929,0.0,0.0294
Sm21,Un,a,3,1,Sm21_Un_a_6,12,64,1.5885,46.5407,0.9738,0.0,0.0321
Sm21,Un,a,3,1,Sm21_Un_a_all,32,84,2.3819,23.6538,0.9966,0.0,0.0171
Sm21,Un,a,3,2,Sm21_Un_a_1,10,62,3.6381,15.8953,0.9887,0.0,0.0479
Sm21,Un,a,3,2,Sm21_Un_a_2,16,68,2.1543,26.3592,0.9906,0.0,0.0257
Sm21,Un,a,3,2,Sm21_Un_a_3,12,64,3.3587,9.469,0.9921,0.0,0.0368
Sm21,Un,a,3,2,Sm21_Un_a_4,0,52,1.5582,34.0659,0.9653,0.0,0.0365
Sm21,Un,a,3,2,Sm21_Un_a_5,14,66,2.2439,12.2917,0.9738,0.0,0.0454
Sm21,Un,a,3,2,Sm21_Un_a_6,0,52,1.5349,67.339,0.9685,0.0,0.0342
Sm21,Un,a,3,2,Sm21_Un_a_all,19,71,2.3803,28.8355,0.9984,0.0,0.0115
Sm21,Un,a,3,3,Sm21_Un_a_1,27,79,3.5536,-10.5162,0.9779,0.0,0.0658
Sm21,Un,a,3,3,Sm21_Un_a_2,29,81,5.0819,-36.9984,0.9897,0.0,0.0635
Sm21,Un,a,3,3,Sm21_Un_a_3,46,98,3.327,-31.5023,0.9851,0.0,0.0503
Sm21,Un,a,3,3,Sm21_Un_a_4,10,62,2.1309,24.8594,0.9716,0.0,0.0449
Sm21,Un,a,3,3,Sm21_Un_a_5,23,75,3.2625,0.1668,0.9771,0.0,0.0615
Sm21,Un,a,3,3,Sm21_Un_a_6,19,71,2.6093,15.5051,0.9809,0.0,0.0449
Sm21,Un,a,3,3,Sm21_Un_a_all,43,95,3.1737,-3.6937,0.9984,0.0,0.0155
Sm21,Un,b,3,1,Sm21_Un_b_1,31,83,4.1532,-2.6106,0.9956,0.0,0.0339
Sm21,Un,b,3,1,Sm21_Un_b_2,21,73,3.5625,52.0999,0.995,0.0,0.0308
Sm21,Un,b,3,1,Sm21_Un_b_3,28,80,3.1905,16.5093,0.9949,0.0,0.027999999999999997
Sm21,Un,b,3,1,Sm21_Un_b_4,40,92,3.4991,-17.3773,0.9907,0.0,0.0415
Sm21,Un,b,3,1,Sm21_Un_b_5,17,69,2.0727,20.9061,0.9889,0.0,0.0269
Sm21,Un,b,3,1,Sm21_Un_b_6,24,76,1.9045,33.4728,0.9354,0.0,0.0623
Sm21,Un,b,3,1,Sm21_Un_b_all,30,82,3.1009,16.7243,0.9977,0.0,0.0184
Sm21,Un,b,3,2,Sm21_Un_b_1,0,52,4.0843,51.2981,0.9761,0.0,0.0788
Sm21,Un,b,3,2,Sm21_Un_b_2,21,73,3.8638,34.6268,0.9899,0.0,0.0479
Sm21,Un,b,3,2,Sm21_Un_b_3,22,74,1.768,54.4819,0.9803,0.0,0.0308
Sm21,Un,b,3,2,Sm21_Un_b_4,25,77,2.972,12.1329,0.9889,0.0,0.0387
Sm21,Un,b,3,2,Sm21_Un_b_5,10,62,2.2205,21.5991,0.976,0.0,0.0429
Sm21,Un,b,3,2,Sm21_Un_b_6,0,52,2.1551,53.2779,0.9721,0.0,0.045
Sm21,Un,b,3,2,Sm21_Un_b_all,18,70,2.5704,44.82899999999999,0.9981,0.0,0.0139
Sm21,Un,b,3,3,Sm21_Un_b_1,16,68,3.1167,105.4395,0.9888,0.0,0.0407
Sm21,Un,b,3,3,Sm21_Un_b_2,0,52,3.5461,60.3074,0.9854,0.0,0.0531
Sm21,Un,b,3,3,Sm21_Un_b_3,10,62,2.2281,61.9256,0.9935,0.0,0.0222
Sm21,Un,b,3,3,Sm21_Un_b_4,4,56,3.1357,40.5382,0.9944,0.0,0.028999999999999998
Sm21,Un,b,3,3,Sm21_Un_b_5,0,52,1.9593,31.7781,0.9896,0.0,0.0246
Sm21,Un,b,3,3,Sm21_Un_b_6,42,94,2.2287,-13.2101,0.9777,0.0,0.0415
Sm21,Un,b,3,3,Sm21_Un_b_all,1,53,2.6115,53.9615,0.9968,0.0,0.0182
Yak,Ex,a,3,1,Yak_Ex_a_1,56,108,2.017,64.9221,0.9808,0.0,0.0348
Yak,Ex,a,3,1,Yak_Ex_a_2,22,74,2.6644,10.3015,0.9623,0.0,0.0652
Yak,Ex,a,3,1,Yak_Ex_a_3,42,94,4.1062,6.3941,0.9988,0.0,0.0173
Yak,Ex,a,3,1,Yak_Ex_a_4,32,84,3.8206,24.7371,0.9938,0.0,0.0371
Yak,Ex,a,3,1,Yak_Ex_a_5,23,75,2.6458,18.6768,0.9646,0.0,0.0626
Yak,Ex,a,3,1,Yak_Ex_a_6,1,53,2.0951,70.6281,0.9572,0.0,0.0548
Yak,Ex,a,3,1,Yak_Ex_a_all,32,84,2.7291,38.0539,0.9961,0.0,0.0209
Yak,Ex,a,3,2,Yak_Ex_a_1,16,68,2.5019,46.4959,0.9928,0.0,0.0261
Yak,Ex,a,3,2,Yak_Ex_a_2,3,55,2.4048,39.3094,0.9896,0.0,0.0303
Yak,Ex,a,3,2,Yak_Ex_a_3,56,108,3.0293,64.0005,0.9963,0.0,0.0227
Yak,Ex,a,3,2,Yak_Ex_a_4,29,81,3.7725,42.776,0.9887,0.0,0.0495
Yak,Ex,a,3,2,Yak_Ex_a_5,0,52,3.3153,51.3529,0.9832,0.0,0.0533
Yak,Ex,a,3,2,Yak_Ex_a_6,6,58,4.2136,38.9911,0.9935,0.0,0.0419
Yak,Ex,a,3,2,Yak_Ex_a_all,27,79,3.261,43.6893,0.9985,0.0,0.0153
Yak,Ex,a,3,3,Yak_Ex_a_1,1,53,2.9835,38.9323,0.9899,0.0,0.0371
Yak,Ex,a,3,3,Yak_Ex_a_2,5,57,2.3767,29.0961,0.9831,0.0,0.0384
Yak,Ex,a,3,3,Yak_Ex_a_3,35,87,3.7971,8.7434,0.9940000000000001,0.0,0.0362
Yak,Ex,a,3,3,Yak_Ex_a_4,27,79,3.0707,74.5249,0.9948,0.0,0.0272
Yak,Ex,a,3,3,Yak_Ex_a_5,31,83,3.3079,36.4566,0.9737,0.0,0.067
Yak,Ex,a,3,3,Yak_Ex_a_6,28,80,2.7474,35.6833,0.9769,0.0,0.052000000000000005
Yak,Ex,a,3,3,Yak_Ex_a_all,27,79,2.9028,42.1381,0.9969,0.0,0.0197
Yak,Ex,b,3,1,Yak_Ex_b_1,36,88,3.071,33.3495,0.9736,0.0,0.0623
Yak,Ex,b,3,1,Yak_Ex_b_2,26,78,3.9960000000000004,60.2309,0.9783,0.0,0.0733
Yak,Ex,b,3,1,Yak_Ex_b_3,14,66,2.147,80.301,0.9459,0.0,0.0637
Yak,Ex,b,3,1,Yak_Ex_b_4,19,71,3.9724,87.3677,0.9933,0.0,0.0401
Yak,Ex,b,3,1,Yak_Ex_b_5,28,80,4.5957,7.7199,0.9887,0.0,0.0604
Yak,Ex,b,3,1,Yak_Ex_b_6,8,60,4.195,49.1593,0.9781,0.0,0.0773
Yak,Ex,b,3,1,Yak_Ex_b_all,22,74,3.4208,60.8579,0.9914,0.0,0.0392
Yak,Ex,b,3,2,Yak_Ex_b_1,0,52,3.4981,53.1706,0.9882,0.0,0.047
Yak,Ex,b,3,2,Yak_Ex_b_2,1,53,3.8862,53.5244,0.9939,0.0,0.0372
Yak,Ex,b,3,2,Yak_Ex_b_3,21,73,3.8992,41.9443,0.9958,0.0,0.0311
Yak,Ex,b,3,2,Yak_Ex_b_4,1,53,3.109,75.4764,0.9931,0.0,0.0318
Yak,Ex,b,3,2,Yak_Ex_b_5,60,112,3.2988,67.9077,0.9922,0.0,0.0359
Yak,Ex,b,3,2,Yak_Ex_b_6,19,71,4.4,40.7021,0.9859,0.0,0.0646
Yak,Ex,b,3,2,Yak_Ex_b_all,10,62,3.6448,55.3075,0.9982,0.0,0.0187
Yak,Ex,b,3,3,Yak_Ex_b_1,0,52,3.4813,67.8764,0.9669,0.0,0.0795
Yak,Ex,b,3,3,Yak_Ex_b_2,0,52,4.4102,65.7278,0.9974,0.0,0.0277
Yak,Ex,b,3,3,Yak_Ex_b_3,5,57,3.2958,88.1981,0.9872,0.0,0.046
Yak,Ex,b,3,3,Yak_Ex_b_4,0,52,4.6405,58.8111,0.9922,0.0,0.0503
Yak,Ex,b,3,3,Yak_Ex_b_5,35,87,4.5836,18.3169,0.9531,0.0,0.126
Yak,Ex,b,3,3,Yak_Ex_b_6,0,52,4.7542,72.8704,0.9794,0.0,0.0849
Yak,Ex,b,3,3,Yak_Ex_b_all,24,76,2.9704,94.4941,0.9952,0.0,0.0252
Yak,Un,a,3,1,Yak_Un_a_1,29,81,2.5226,63.8374,0.9547,0.0,0.0681
Yak,Un,a,3,1,Yak_Un_a_2,29,81,1.9887,10.131,0.9596,0.0,0.0505
Yak,Un,a,3,1,Yak_Un_a_3,36,88,3.589,6.0469,0.9906,0.0,0.0428
Yak,Un,a,3,1,Yak_Un_a_4,23,75,3.1117,18.7623,0.9921,0.0,0.034
Yak,Un,a,3,1,Yak_Un_a_5,50,102,2.0209,-7.2709,0.9714,0.0,0.0427
Yak,Un,a,3,1,Yak_Un_a_6,61,113,3.1651,-26.0159,0.9825,0.0,0.052000000000000005
Yak,Un,a,3,1,Yak_Un_a_all,42,94,2.4943,22.3647,0.9940000000000001,0.0,0.0237
Yak,Un,a,3,2,Yak_Un_a_1,17,69,3.9204,42.6673,0.9875,0.0,0.0542
Yak,Un,a,3,2,Yak_Un_a_2,25,77,2.6516,-5.9167,0.995,0.0,0.0231
Yak,Un,a,3,2,Yak_Un_a_3,10,62,4.1684,41.2262,0.996,0.0,0.0324
Yak,Un,a,3,2,Yak_Un_a_4,4,56,3.6391,40.354,0.995,0.0,0.0315
Yak,Un,a,3,2,Yak_Un_a_5,45,97,2.0007,24.2509,0.9834,0.0,0.0319
Yak,Un,a,3,2,Yak_Un_a_6,22,74,2.513,34.7895,0.9857,0.0,0.0372
Yak,Un,a,3,2,Yak_Un_a_all,11,63,3.0291,36.2798,0.9963,0.0,0.0226
Yak,Un,a,3,3,Yak_Un_a_1,7,59,3.1387,19.7359,0.9945,0.0,0.0287
Yak,Un,a,3,3,Yak_Un_a_2,36,88,2.5637,27.833000000000002,0.9761,0.0,0.0494
Yak,Un,a,3,3,Yak_Un_a_3,22,74,4.0142,77.1689,0.9885,0.0,0.0532
Yak,Un,a,3,3,Yak_Un_a_4,1,53,3.5893,64.6441,0.9822,0.0,0.0595
Yak,Un,a,3,3,Yak_Un_a_5,36,88,2.6424,30.5088,0.9813,0.0,0.0449
Yak,Un,a,3,3,Yak_Un_a_6,26,78,1.474,48.3028,0.9844,0.0,0.0228
Yak,Un,a,3,3,Yak_Un_a_all,9,61,2.7551,51.0247,0.9967,0.0,0.0193
Yak,Un,b,3,1,Yak_Un_b_1,0,52,3.3263,56.5966,0.9873,0.0,0.0464
Yak,Un,b,3,1,Yak_Un_b_2,22,74,3.7782,39.8597,0.996,0.0,0.0292
Yak,Un,b,3,1,Yak_Un_b_3,42,94,3.2659,15.6996,0.995,0.0,0.0285
Yak,Un,b,3,1,Yak_Un_b_4,7,59,3.8018,33.0244,0.9963,0.0,0.0283
Yak,Un,b,3,1,Yak_Un_b_5,0,52,2.8979,45.4378,0.981,0.0,0.0496
Yak,Un,b,3,1,Yak_Un_b_6,27,79,1.5234,36.0668,0.9599,0.0,0.0385
Yak,Un,b,3,1,Yak_Un_b_all,21,73,2.9896,40.6095,0.9974,0.0,0.0189
Yak,Un,b,3,2,Yak_Un_b_1,11,63,2.3890000000000002,62.1059,0.9656,0.0,0.0557
Yak,Un,b,3,2,Yak_Un_b_2,40,92,4.4914,-5.8962,0.996,0.0,0.0348
Yak,Un,b,3,2,Yak_Un_b_3,46,98,3.8023,-21.3896,0.9936,0.0,0.0374
Yak,Un,b,3,2,Yak_Un_b_4,34,86,4.4697,10.4298,0.9955,0.0,0.0366
Yak,Un,b,3,2,Yak_Un_b_5,22,74,3.8359,-3.873,0.9918,0.0,0.0428
Yak,Un,b,3,2,Yak_Un_b_6,16,68,2.701,10.8681,0.9883,0.0,0.0361
Yak,Un,b,3,2,Yak_Un_b_all,32,84,3.5377,12.3812,0.9965,0.0,0.0258
Yak,Un,b,3,3,Yak_Un_b_1,19,71,3.3545,49.3568,0.9858,0.0,0.0495
Yak,Un,b,3,3,Yak_Un_b_2,17,69,3.6643,21.1948,0.9961,0.0,0.027999999999999997
Yak,Un,b,3,3,Yak_Un_b_3,16,68,3.2739,43.8545,0.9979,0.0,0.0185
Yak,Un,b,3,3,Yak_Un_b_4,38,90,3.1691,64.0611,0.9906,0.0,0.0379
Yak,Un,b,3,3,Yak_Un_b_5,34,86,3.1654,-2.1514,0.9864,0.0,0.0457
Yak,Un,b,3,3,Yak_Un_b_6,24,76,2.6427,16.6674,0.9926,0.0,0.027999999999999997
Yak,Un,b,3,3,Yak_Un_b_all,17,69,3.1622,35.7221,0.9969,0.0,0.0215
Zim,Ex,a,3,1,Zim_Ex_a_1,11,63,2.6516,46.261,0.9926,0.0,0.0281
Zim,Ex,a,3,1,Zim_Ex_a_2,3,55,2.0848,23.4151,0.9940000000000001,0.0,0.0198
Zim,Ex,a,3,1,Zim_Ex_a_3,57,109,2.1134,7.5157,0.9873,0.0,0.0295
Zim,Ex,a,3,1,Zim_Ex_a_4,39,91,2.2729,23.3838,0.9876,0.0,0.0312
Zim,Ex,a,3,1,Zim_Ex_a_5,50,102,1.7597,9.9384,0.9734,0.0,0.0358
Zim,Ex,a,3,1,Zim_Ex_a_6,19,71,3.0053,7.3715,0.9843,0.0,0.0467
Zim,Ex,a,3,1,Zim_Ex_a_all,28,80,2.1352,28.4904,0.9978,0.0,0.0122
Zim,Ex,a,3,2,Zim_Ex_a_1,23,75,2.2616,66.1307,0.9804,0.0,0.0394
Zim,Ex,a,3,2,Zim_Ex_a_2,10,62,4.0197,22.6843,0.9987,0.0,0.0178
Zim,Ex,a,3,2,Zim_Ex_a_3,14,66,2.0363,32.2721,0.9831,0.0,0.0328
Zim,Ex,a,3,2,Zim_Ex_a_4,17,69,2.9062,31.4118,0.9951,0.0,0.0251
Zim,Ex,a,3,2,Zim_Ex_a_5,9,61,2.0848,13.2693,0.9801,0.0,0.0366
Zim,Ex,a,3,2,Zim_Ex_a_6,24,76,1.9899,49.5674,0.9761,0.0,0.0384
Zim,Ex,a,3,2,Zim_Ex_a_all,21,73,2.4304,38.8898,0.9981,0.0,0.0129
Zim,Ex,a,3,3,Zim_Ex_a_1,20,72,2.9337,37.2081,0.9912,0.0,0.0339
Zim,Ex,a,3,3,Zim_Ex_a_2,5,57,2.2745,48.2014,0.9825,0.0,0.0374
Zim,Ex,a,3,3,Zim_Ex_a_3,59,111,1.0968,44.342,0.8949,0.0,0.0474
Zim,Ex,a,3,3,Zim_Ex_a_4,51,103,1.1922,45.9752,0.9678,0.0,0.0269
Zim,Ex,a,3,3,Zim_Ex_a_5,22,74,1.5592,27.5886,0.9637,0.0,0.0374
Zim,Ex,a,3,3,Zim_Ex_a_6,44,96,2.846,31.5889,0.9812,0.0,0.0485
Zim,Ex,a,3,3,Zim_Ex_a_all,43,95,2.0151,40.1834,0.9939,0.0,0.0193
Zim,Ex,b,3,1,Zim_Ex_b_1,21,73,2.7263,62.7305,0.9944,0.0,0.025
Zim,Ex,b,3,1,Zim_Ex_b_2,2,54,2.1569,21.0091,0.992,0.0,0.0238
Zim,Ex,b,3,1,Zim_Ex_b_3,17,69,2.9477,27.9004,0.9855,0.0,0.044000000000000004
Zim,Ex,b,3,1,Zim_Ex_b_4,15,67,1.8809,39.1091,0.9607,0.0,0.047
Zim,Ex,b,3,1,Zim_Ex_b_5,1,53,2.4393,52.0672,0.9855,0.0,0.0364
Zim,Ex,b,3,1,Zim_Ex_b_6,15,67,2.2789,23.2477,0.9875,0.0,0.0315
Zim,Ex,b,3,1,Zim_Ex_b_all,15,67,2.3644,38.9769,0.9966,0.0,0.0169
Zim,Ex,b,3,2,Zim_Ex_b_1,6,58,2.9227,38.4637,0.9856,0.0,0.0433
Zim,Ex,b,3,2,Zim_Ex_b_2,13,65,2.613,20.9278,0.9774,0.0,0.0489
Zim,Ex,b,3,2,Zim_Ex_b_3,6,58,2.5877,32.2319,0.9803,0.0,0.0452
Zim,Ex,b,3,2,Zim_Ex_b_4,6,58,2.2019,23.9583,0.9914,0.0,0.0251
Zim,Ex,b,3,2,Zim_Ex_b_5,15,67,2.4865,25.232,0.9882,0.0,0.0334
Zim,Ex,b,3,2,Zim_Ex_b_6,40,92,1.9045,38.2399,0.9898,0.0,0.0237
Zim,Ex,b,3,2,Zim_Ex_b_all,7,59,2.2824,34.2853,0.9963,0.0,0.0171
Zim,Ex,b,3,3,Zim_Ex_b_1,7,59,2.492,50.9608,0.9782,0.0,0.0458
Zim,Ex,b,3,3,Zim_Ex_b_2,88,140,2.0573,-8.7999,0.9834,0.0,0.0332
Zim,Ex,b,3,3,Zim_Ex_b_3,0,52,2.548,55.9844,0.9821,0.0,0.0423
Zim,Ex,b,3,3,Zim_Ex_b_4,22,74,3.2414,48.0156,0.9941,0.0,0.0307
Zim,Ex,b,3,3,Zim_Ex_b_5,4,56,3.147,37.0517,0.9912,0.0,0.0364
Zim,Ex,b,3,3,Zim_Ex_b_6,41,93,2.5565,27.7745,0.9894,0.0,0.0324
Zim,Ex,b,3,3,Zim_Ex_b_all,7,59,2.3314,47.992,0.9967,0.0,0.0163
Zim,Un,a,3,1,Zim_Un_a_1,74,126,2.3227,-8.599,0.9815,0.0,0.0393
Zim,Un,a,3,1,Zim_Un_a_2,0,52,2.1867,39.8449,0.9691,0.0,0.0482
Zim,Un,a,3,1,Zim_Un_a_3,2,54,1.2993,30.3565,0.9817,0.0,0.0218
Zim,Un,a,3,1,Zim_Un_a_4,30,82,1.4816,13.5772,0.9838,0.0,0.0234
Zim,Un,a,3,1,Zim_Un_a_5,36,88,1.2636,15.3745,0.9604,0.0,0.0318
Zim,Un,a,3,1,Zim_Un_a_6,45,97,1.1533,7.6859,0.9740000000000001,0.0,0.0232
Zim,Un,a,3,1,Zim_Un_a_all,42,94,1.2867,31.6256,0.991,0.0,0.015
Zim,Un,a,3,2,Zim_Un_a_1,39,91,3.1636,27.3427,0.9726,0.0,0.0655
Zim,Un,a,3,2,Zim_Un_a_2,17,69,2.2137,48.5015,0.9821,0.0,0.0367
Zim,Un,a,3,2,Zim_Un_a_3,78,130,2.6364,-17.8459,0.9919,0.0,0.0293
Zim,Un,a,3,2,Zim_Un_a_4,54,106,2.6861,2.1594,0.9693,0.0,0.059000000000000004
Zim,Un,a,3,2,Zim_Un_a_5,16,68,1.3726,25.9646,0.9662,0.0,0.0317
Zim,Un,a,3,2,Zim_Un_a_6,20,72,2.4024,30.0362,0.9948,0.0,0.0212
