,Mito,Condition,Vial_ID,Hour,Vial,slope,intercept,R_sq,p_value,stderr
144,Sm21,Fatigued,Sm21_Fatigued_1,0,1,0.0214034160931,-0.448469293407,0.752021839035,9.9266236691e-09,0.00250881688902
145,Sm21,Fatigued,Sm21_Fatigued_2,0,2,0.0337774843507,-1.54659419756,0.875028439671,2.48701690349e-12,0.00260565067879
146,Sm21,Fatigued,Sm21_Fatigued_3,0,3,0.012965337823,-0.0193148278563,0.962450996527,1.28870664092e-18,0.000522742861482
147,Sm21,Fatigued,Sm21_Fatigued_4,0,4,0.0227581969128,-0.515480612519,0.911990896896,3.63119243647e-14,0.00144311445156
148,Sm21,Fatigued,Sm21_Fatigued_1,0,1,0.0146270661482,-0.233330149752,0.921386152321,9.32534719685e-15,0.000872128121848
149,Sm21,Fatigued,Sm21_Fatigued_2,0,2,0.0177933362695,-0.52089721205,0.934109072709,1.11390833807e-15,0.000964641140839
150,Sm21,Fatigued,Sm21_Fatigued_3,0,3,0.0119720080603,0.0435786327475,0.935087704747,9.3037218972e-16,0.000643870739671
151,Sm21,Fatigued,Sm21_Fatigued_4,0,4,0.0127629477585,0.173873962359,0.952477589401,2.18693681349e-17,0.000581925272818
152,Sm21,Fatigued,Sm21_Fatigued_1,0,1,0.0171490835692,-0.293521054729,0.855646039971,1.41752871915e-11,0.00143781355839
153,Sm21,Fatigued,Sm21_Fatigued_2,0,2,0.0204022563877,-0.1356528761,0.940482449306,3.27586391702e-16,0.00104765854019
154,Sm21,Fatigued,Sm21_Fatigued_3,0,3,0.0128947210482,0.061135041479,0.949768014984,4.25978619399e-17,0.000605323773746
155,Sm21,Fatigued,Sm21_Fatigued_4,0,4,0.0169244621177,-0.0411574085983,0.936880970611,6.64162920086e-16,0.000896700065033
156,Sm21,Fatigued,Sm21_Fatigued_1,6,1,0.0205589076002,-0.818474520381,0.875139173546,2.46055893433e-12,0.00158514485045
157,Sm21,Fatigued,Sm21_Fatigued_2,6,2,0.0349741792201,-1.43936749472,0.657208635701,5.13423181796e-07,0.00515590867089
158,Sm21,Fatigued,Sm21_Fatigued_3,6,3,0.0444382236122,-2.47787444444,0.525922983603,2.77349738045e-05,0.00861220669256
159,Sm21,Fatigued,Sm21_Fatigued_4,6,4,0.0308173862054,-1.5939666621,0.764924973031,5.18775262765e-09,0.00348725742406
160,Sm21,Fatigued,Sm21_Fatigued_1,6,1,0.0195203998265,-0.589117007812,0.960703826767,2.2260730146e-18,0.000805867158846
161,Sm21,Fatigued,Sm21_Fatigued_2,6,2,0.0174569955112,-0.0941380928306,0.981553097098,2.52419606005e-22,0.000488504660528
162,Sm21,Fatigued,Sm21_Fatigued_3,6,3,0.015912981657,-0.1792172376,0.93722778585,6.21564792939e-16,0.000840634263268
163,Sm21,Fatigued,Sm21_Fatigued_4,6,4,0.0371450101492,-1.11317734388,0.801213356828,6.79245574547e-10,0.00377671636528
164,Sm21,Fatigued,Sm21_Fatigued_1,6,1,0.0209792712331,-0.423225241829,0.969499345578,1.05980002193e-19,0.000759566138586
165,Sm21,Fatigued,Sm21_Fatigued_2,6,2,0.0227105203839,-0.178102818379,0.944250927216,1.49155337289e-16,0.00112641021205
166,Sm21,Fatigued,Sm21_Fatigued_3,6,3,0.0189434543982,-0.215438968422,0.979186692297,1.0755187023e-21,0.000563756233779
167,Sm21,Fatigued,Sm21_Fatigued_4,6,4,0.026180276856,-0.72609860501,0.85110757445,2.06021461968e-11,0.00223518095688
168,Sm21,Rested,Sm21_Rested_1,0,1,0.0112507460143,0.022311419944,0.985677025384,1.20948582599e-23,0.000276837547958
169,Sm21,Rested,Sm21_Rested_2,0,2,0.0147926204041,-0.315916171583,0.921786717025,8.76911857849e-15,0.000879558089019
170,Sm21,Rested,Sm21_Rested_3,0,3,0.0254170052548,-0.907765092094,0.607139814375,2.73069773675e-06,0.004173432655
171,Sm21,Rested,Sm21_Rested_4,0,4,0.0175894129223,-0.228001893263,0.97961102201,8.39814704746e-22,0.000517984328624
172,Sm21,Rested,Sm21_Rested_1,0,1,0.0141781474313,0.171771727928,0.961436728217,1.77529419741e-18,0.000579616112053
173,Sm21,Rested,Sm21_Rested_2,0,2,0.0177940104599,-0.798080490882,0.941323858907,2.76023014077e-16,0.00090683747605
174,Sm21,Rested,Sm21_Rested_3,0,3,0.0124021114295,-0.383446560161,0.981005569347,3.5864815698e-22,0.000352263310251
175,Sm21,Rested,Sm21_Rested_4,0,4,0.0176469768176,-0.506339842601,0.954764405077,1.20875779007e-17,0.000784073431122
176,Sm21,Rested,Sm21_Rested_1,0,1,0.0154134025494,-0.320556567468,0.925398343926,4.96354488727e-15,0.000893311192379
177,Sm21,Rested,Sm21_Rested_2,0,2,0.0192418274586,-0.114451262738,0.903126020931,1.15384699288e-13,0.00128638239186
178,Sm21,Rested,Sm21_Rested_3,0,3,0.0128677239641,-0.00447882242224,0.979134992256,1.10804622732e-21,0.000383428247323
179,Sm21,Rested,Sm21_Rested_4,0,4,0.0229811638789,-0.634787343418,0.954578027486,1.27000811681e-17,0.0010232780944
180,Sm21,Rested,Sm21_Rested_1,6,1,0.0113877715223,-0.261119285778,0.995392514995,1.478442844e-29,0.000158149529479
181,Sm21,Rested,Sm21_Rested_2,6,2,0.0118554518868,-0.433268308244,0.991522874385,2.2284412984e-26,0.000223761534631
182,Sm21,Rested,Sm21_Rested_3,6,3,0.0136885458842,-0.249761817036,0.963471193408,9.25522724e-19,0.00054406410002
183,Sm21,Rested,Sm21_Rested_4,6,4,0.0127849653634,-0.326159690184,0.973067072774,2.37783622579e-20,0.000434174512464
184,Sm21,Rested,Sm21_Rested_1,6,1,0.0114107012669,0.362843557466,0.981531327822,2.56020094671e-22,0.00031950118132
185,Sm21,Rested,Sm21_Rested_2,6,2,0.0137593411552,-0.313757604835,0.968615244277,1.49390003437e-19,0.000505563538088
186,Sm21,Rested,Sm21_Rested_3,6,3,0.0197029753666,-0.348509487366,0.964245247996,7.15493941648e-19,0.000774460594006
187,Sm21,Rested,Sm21_Rested_4,6,4,0.0121528820012,-0.0153250097674,0.940583884568,3.2093329658e-16,0.000623486451836
188,Sm21,Rested,Sm21_Rested_1,6,1,0.0134311318086,-0.0336294776128,0.958237138265,4.62735827519e-18,0.000572355177924
189,Sm21,Rested,Sm21_Rested_2,6,2,0.0147183405103,-0.0813676252104,0.959042653205,3.66154162709e-18,0.00062086927959
190,Sm21,Rested,Sm21_Rested_3,6,3,0.0192970901771,-0.84088661115,0.94673087548,8.62919016858e-17,0.000934352419755
191,Sm21,Rested,Sm21_Rested_4,6,4,0.0215742282726,-0.709417545289,0.933048823531,1.3497928273e-15,0.00117965923073
192,w1118,Fatigued,w1118_Fatigued_1,0,1,0.0262620136792,-0.612048577279,0.938540514181,4.82019727655e-16,0.00137179858738
193,w1118,Fatigued,w1118_Fatigued_2,0,2,0.0152098387155,-0.263610330428,0.940727275013,3.11739635595e-16,0.00077931774809
194,w1118,Fatigued,w1118_Fatigued_3,0,3,0.0147966336464,-0.295185947141,0.983922772143,4.84275833991e-23,0.000386084509933
195,w1118,Fatigued,w1118_Fatigued_4,0,4,0.0180666734504,-0.34761902434,0.95783513291,5.19209712495e-18,0.000773753382434
196,w1118,Fatigued,w1118_Fatigued_1,0,1,0.0208433636819,-0.633128376388,0.938824471069,4.55900608958e-16,0.00108607258526
197,w1118,Fatigued,w1118_Fatigued_2,0,2,0.0206234106776,-1.65657176245,0.921664007245,8.93619230956e-15,0.00122729575228
198,w1118,Fatigued,w1118_Fatigued_3,0,3,0.013937465031,-0.39999394074,0.968568109441,1.52108078657e-19,0.000512505274013
199,w1118,Fatigued,w1118_Fatigued_4,0,4,0.0147021570871,-0.285388462685,0.860358426936,9.4945749161e-12,0.00120904675478
200,w1118,Fatigued,w1118_Fatigued_1,0,1,0.0184218434381,-0.231440719694,0.951626651337,2.70711720559e-17,0.000847807480706
201,w1118,Fatigued,w1118_Fatigued_2,0,2,0.0171632459696,-0.578377065609,0.935000320488,9.45554049602e-16,0.000923726777592
202,w1118,Fatigued,w1118_Fatigued_3,0,3,0.0134002672983,-0.213683478781,0.967284035397,2.46086791383e-19,0.000503049469555
203,w1118,Fatigued,w1118_Fatigued_4,0,4,0.0129209783066,0.0187335528766,0.972264671798,3.38332719124e-20,0.000445465606247
204,w1118,Fatigued,w1118_Fatigued_1,6,1,0.0354283650762,-1.15517090517,0.838688351288,5.42425699464e-11,0.00317159737614
205,w1118,Fatigued,w1118_Fatigued_2,6,2,0.0253219311116,-0.665062177265,0.900486993661,1.59515534131e-13,0.00171827393913
206,w1118,Fatigued,w1118_Fatigued_3,6,3,0.0239955092275,-0.0442007115129,0.0312219219906,0.387865327992,0.0272839147746
207,w1118,Fatigued,w1118_Fatigued_4,6,4,0.0349785432509,-0.897190665541,0.713207631783,5.82131856164e-08,0.00452764014347
208,w1118,Fatigued,w1118_Fatigued_1,6,1,0.0323566157931,-1.07217616996,0.934305610456,1.07458167496e-15,0.00175136688398
209,w1118,Fatigued,w1118_Fatigued_2,6,2,0.0359842159454,-0.894338361675,0.963552642305,9.01025260657e-19,0.00142857065441
210,w1118,Fatigued,w1118_Fatigued_3,6,3,0.0458105043046,-0.584061805745,0.773003671697,3.39361777326e-09,0.00506731718774
211,w1118,Fatigued,w1118_Fatigued_4,6,4,0.0481586613695,-0.46394108458,0.737746653281,1.95996606811e-08,0.00586105344158
212,w1118,Fatigued,w1118_Fatigued_1,6,1,0.0259980378308,-1.58368373457,0.646352968838,7.5193913434e-07,0.00392541054523
213,w1118,Fatigued,w1118_Fatigued_2,6,2,0.0564087588436,-2.93132176684,0.711585274021,6.23539586878e-08,0.00733054328931
214,w1118,Fatigued,w1118_Fatigued_3,6,3,0.0573222734901,-2.29240725549,0.780160445293,2.30088347225e-09,0.00621124614358
215,w1118,Fatigued,w1118_Fatigued_4,6,4,0.0572191776176,-1.89888308755,0.694800379885,1.24255996116e-07,0.00774101593581
216,w1118,Rested,w1118_Rested_1,0,1,0.0187986731624,-0.714248092459,0.949742288818,4.28609309931e-17,0.000882714054447
217,w1118,Rested,w1118_Rested_2,0,2,0.0206132823593,-0.0594225235113,0.933885360494,1.16027627617e-15,0.00111955018168
218,w1118,Rested,w1118_Rested_3,0,3,0.0221214012442,-0.554932320084,0.976924495749,3.71365892827e-21,0.000693988242418
219,w1118,Rested,w1118_Rested_4,0,4,0.02263997633,-0.484064454135,0.95783881619,5.18664794095e-18,0.000969573036767
220,w1118,Rested,w1118_Rested_1,0,1,0.0179828890138,-0.799659884758,0.924486659138,5.74501323061e-15,0.00104909631423
221,w1118,Rested,w1118_Rested_2,0,2,0.0211892076746,-0.835666944182,0.949364878939,4.6895453219e-17,0.000998891787001
222,w1118,Rested,w1118_Rested_3,0,3,0.0146352881865,-0.365584286079,0.961054199819,1.99889958642e-18,0.000601384226513
223,w1118,Rested,w1118_Rested_4,0,4,0.0136982222788,0.0515786512238,0.967687585638,2.11992768054e-19,0.00051094682902
224,w1118,Rested,w1118_Rested_1,0,1,0.0136251226484,-0.262372875084,0.974694845023,1.12448289113e-20,0.000448130977087
225,w1118,Rested,w1118_Rested_2,0,2,0.0207155074511,-0.347733499707,0.920581515779,1.05416745799e-14,0.00124199436993
226,w1118,Rested,w1118_Rested_3,0,3,0.0139378818258,-0.220134210296,0.972403473609,3.18543518014e-20,0.00047928641177
227,w1118,Rested,w1118_Rested_4,0,4,0.0187491690155,-0.718473663503,0.893410637886,3.65073498077e-13,0.00132192791957
228,w1118,Rested,w1118_Rested_1,6,1,0.0124928592513,-0.39222972862,0.982682529897,1.1820196042e-22,0.000338525845843
229,w1118,Rested,w1118_Rested_2,6,2,0.0202016741841,-0.510794770094,0.94627709776,9.55592324584e-17,0.000982544683663
230,w1118,Rested,w1118_Rested_3,6,3,0.0183684994792,-0.0397964795974,0.931762067958,1.69728238697e-15,0.00101467853867
231,w1118,Rested,w1118_Rested_4,6,4,0.0206203302771,-1.41758094306,0.918004460675,1.54843066526e-14,0.00125794807224
232,w1118,Rested,w1118_Rested_1,6,1,0.0123114238421,-0.408944610448,0.964670875713,6.19593645128e-19,0.000480927393254
233,w1118,Rested,w1118_Rested_2,6,2,0.0187628650767,-0.518689391934,0.825881651304,1.36624622195e-10,0.00175855880686
234,w1118,Rested,w1118_Rested_3,6,3,0.0217964472249,-0.80011396771,0.903375283442,1.11857842883e-13,0.0014550908304
235,w1118,Rested,w1118_Rested_4,6,4,0.0136313073744,-0.509846448547,0.965168054493,5.22567321507e-19,0.000528590418524
236,w1118,Rested,w1118_Rested_1,6,1,0.0177195258504,-1.254007651,0.982330124038,1.50551518061e-22,0.000485103597164
237,w1118,Rested,w1118_Rested_2,6,2,0.0148985819663,-0.225927368992,0.968727700669,1.4308399524e-19,0.000546409651257
238,w1118,Rested,w1118_Rested_3,6,3,0.0230798183782,-0.467093692042,0.922387697504,7.99147001189e-15,0.00136658075038
239,w1118,Rested,w1118_Rested_4,6,4,0.0140467265677,-0.573974631426,0.990657756848,7.15495047395e-26,0.000278441053829
240,Yak,Fatigued,Yak_Fatigued_1,0,1,0.0244033010218,-0.615229782807,0.963468986791,9.2619482671e-19,0.000969962502465
241,Yak,Fatigued,Yak_Fatigued_2,0,2,0.0188776730355,-0.843851061691,0.947215133763,7.73168803749e-17,0.000909647724534
242,Yak,Fatigued,Yak_Fatigued_3,0,3,0.0207312906151,-0.163438858352,0.960953570941,2.06186487246e-18,0.000853021892754
243,Yak,Fatigued,Yak_Fatigued_4,0,4,0.0219424005217,-0.392992618767,0.91462105667,2.5197293492e-14,0.00136846378026
244,Yak,Fatigued,Yak_Fatigued_1,0,1,0.0203024359576,-0.988273452081,0.939626532442,3.88973847008e-16,0.00105048039772
245,Yak,Fatigued,Yak_Fatigued_2,0,2,0.0109252580493,-0.160670927569,0.986926494916,4.04252684465e-24,0.000256672711604
246,Yak,Fatigued,Yak_Fatigued_3,0,3,0.0188402773703,-0.323653266384,0.980023277038,6.57120074936e-22,0.000549067324668
247,Yak,Fatigued,Yak_Fatigued_4,0,4,0.0129243371025,-0.217998646661,0.9863086964,7.03738707201e-24,0.000310826920364
248,Yak,Fatigued,Yak_Fatigued_1,0,1,0.0157688602777,-0.406628548186,0.957410834782,5.85614814272e-18,0.000678883227364
249,Yak,Fatigued,Yak_Fatigued_2,0,2,0.0114956058212,-0.40598932982,0.993726205017,6.01086463626e-28,0.000186448130389
250,Yak,Fatigued,Yak_Fatigued_3,0,3,0.0174186132985,-0.354015389401,0.915611345857,2.1894637954e-14,0.00107942980213
251,Yak,Fatigued,Yak_Fatigued_4,0,4,0.0188974600766,-0.780570841619,0.915944684466,2.08755884874e-14,0.00116854592086
252,Yak,Fatigued,Yak_Fatigued_1,6,1,0.0240805158137,-0.924917281448,0.828624007261,1.12755840997e-10,0.00223540593941
253,Yak,Fatigued,Yak_Fatigued_2,6,2,0.0244473044963,-1.08541793013,0.94993672545,4.09090385671e-17,0.00114561224801
